module	name	parameters	line	file	status
Common.GameConfig	GameConfig.IsTestMode		9	code/Lua/decompiled/Common/GameConfig.lua	unluac decompile; body in complete file
Common.GameConfig	GameConfig.GetCurrentVersion		13	code/Lua/decompiled/Common/GameConfig.lua	unluac decompile; body in complete file
Common.GameConfig	GameConfig.GetGameToken		17	code/Lua/decompiled/Common/GameConfig.lua	unluac decompile; body in complete file
Common.GameConfig	GameConfig.GetStagingMode		21	code/Lua/decompiled/Common/GameConfig.lua	unluac decompile; body in complete file
Common.GameConfig	GameConfig.IsGooglePlay		37	code/Lua/decompiled/Common/GameConfig.lua	unluac decompile; body in complete file
HuntActivity.HuntActivityDefinition	CreateActivityDefinition	activityType, prefix, overrideTable	3	code/Lua/decompiled/HuntActivity/HuntActivityDefinition.lua	unluac decompile; body in complete file
HuntMapActivity.HuntMapActivityDefinition	CreateActivityDefinition	activityType, prefix, overrideTable	68	code/Lua/decompiled/HuntMapActivity/HuntMapActivityDefinition.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetReplacesFilePath	path	259	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetFileSuffix	fileName	277	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:Init		293	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:LoadConfigs		306	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetLocalConfig	key, bRemoveRawConfig	347	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_GetOriginalServerConfig	key	357	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_ParseLoopControl	config	362	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_ParseLoopDay	config	417	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_SetConfigTime	config, start_time, end_time, release_time	494	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_GetParsedServerConfig	key	500	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetServerConfig	key	517	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetServerConfigMD5	key	521	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:UpdateServerConfigs	data	526	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_OnServerConfigChanged		556	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetSeverConfigEntries		562	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsServerControlOpen	key	579	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetCGConfig		587	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_UpdateGeneralConfigs		599	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetGeneralConf	eGeneralConfType	617	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:ParseGeneralConf	eGeneralConfType	652	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsEnergyDiscountOn		660	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetMergedExtraProb		664	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetCacheItemType		671	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsNewUserSystem		678	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsLuckyProduceOpen		685	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetLuckyProduceParam		698	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:HasExtraOrderFunction		705	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsIAPEnabled		709	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetNewUserOrderChangeLevel		717	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetNewUserOrderMaxLevel		725	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsDYSubscriptionOpen		733	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsDYVideoRecorderOpen		740	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsDYVideoRecorderDailyRewardOpen		749	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsFollowUsOpen		758	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GameClubIsStringTip		763	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:SetGameClubRedTip	iVal	770	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_ClearCachedServerControl		774	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_InitFireworksItemList		782	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_InitItemModelConfigTemplate		796	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:TryUseLuckyProduceConfig	config	886	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetOriginBubblePriceMap		903	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetOriginLevelMap		909	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsTboxToolHighLevelControlOpen		915	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetLoadingViewTimeLimit		930	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetLawUrl		939	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetBuildingExConfig	id	946	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsSwallowDisOpen	type	964	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetBubbleTimeByPrice	price	978	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetBoardExtraReward		997	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsMergePromptAnimOpen		1004	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsNewBuffContainerOpen		1011	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsCurtainCallSignOpen		1018	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsOrderGivePerformanceOpen		1025	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:GetPboxUnlockTime		1032	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsOrderDeliverButtonOpen		1045	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsOrderDeliverPromptOpen		1052	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_ParseBoardPromptConfig		1059	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsBoardPromptSunshineOpen		1075	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsBoardPromptFreepdOpen		1080	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsSunOrderRewardNewRuleOpen		1085	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsCDPropShowOpen		1092	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsTempItemAssetOnOpen		1099	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:IsInteractLock		1106	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.ConfigModel	ConfigModel:_RefreshLoadingRandomHintPlayerPref		1113	code/Lua/decompiled/Model/ConfigModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:Init		4	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:Destroy		14	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:UpdatePerSecond		19	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:HasServerTime		38	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetServerTime		42	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetServerDay		47	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetLocaleTime		51	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:ServerTime2LocaleTime	serverTime	55	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:LocaleTime2ServerTime	localeTime	59	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:SSO	callbackFunc	63	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:_SSOUpdateInstallId	callbackFunc	95	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:_SSOAfterCheckDeviceInfo	callbackFunc	109	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:RefreshServerTime	serverTime	122	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:_InitLocaleTimeDelta		155	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:_UpdateLocaleTimeDelta		164	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:Login	callbackFunc, isLoading, isEnterForeground	171	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	callback	bSuccess, tbLoginResp, reqCtx	198	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	funcAfterAgeCheck		281	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:CheckPrivacyPolicy	callback	309	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	showPolicyWindow		314	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	showPolicyWindow		327	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetCloudConfig		356	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:OnCheat	banType	360	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:_TryOpenAccountNoticeWindow	tbLoginResp	364	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:OnSceneViewLoaded		401	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetGroupName		408	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetValidGroupName		412	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:TriggerServer		416	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	self.m_bTriggerCallback	bSuccess, tbResp, reqCtx	426	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:CheckRestart	tbLoginResp, isEnterForeground	438	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:IsCheatByModifiedClientTime		469	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:GetLastServerTime		481	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:IsGroupStatusValid	arrGroup, groupTag	485	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.GameModel	GameModel:IsAgeComplying		505	code/Lua/decompiled/Model/GameModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:Init		18	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:Destroy		28	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:OnSyncDataFinished		32	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:LateInit		42	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:CheckErrorData		75	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:LoadFileConfig		93	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSkinConfig	id	135	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetCurrentBuildingExp		139	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetAllSkinIdByArea	area	155	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetTotalExp		165	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetRemoteHillConfig		179	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:LoadServerConfig		183	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpdatePerSecond		202	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:CalcMaxUnlock		213	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetMaxUnlockConfig		231	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetMaxUnlock		235	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSlotUnlock	slot	239	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:HasAcquiredSlotReward	id, level, stage	247	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlotsIds		254	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetConfig	slot, level, stage, subStage	258	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSlotLevelMaxStage	id, level, stage, subStage	306	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlotMaxLevel	slot	320	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlotLevelMaxStage	slot, level, bIgnoreSplit	324	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetDisplayStage	slot, level, stage, subStage	347	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetData		366	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:FromSyncData	dataArr	370	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_InitLookupMaps		374	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpgradeSlot	id	391	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:SetSlot	id, level, stage, subStage, addNeedPercent, notLevelUp, severNeedPercent	436	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:ToSerializationCost	cost	501	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:FromSerializationCost	strCost	511	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlot	id	525	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSlotBuildFinished	id, level, stage, subStage	536	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_CalcIsAllSlotBuildFinished		546	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:CanUseLaneOrder		577	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_OnLoginFinished		581	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsAllSlotBuildFinished	fromLogin	591	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetNextConfig	id, level, stage, subStage	602	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetPreLevel	id, level, stage, subStage	618	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:HasPreStory	id, level, stage, subStage	628	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:CanUpgrade	task	643	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlotUpgrade	slotId	658	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_GetTaskNeedTypes	task	678	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:CalculateMostNeedType		702	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetInsufficientNeedTools		720	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GoldInsufficientToUpgrade		743	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlotSkins	id	763	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:HasUnlockSkins		767	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:SlotHasUnlockSkin	id	780	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetUnlockSkins	id	793	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSkinUnlock	skinId	807	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSkinUsing	skinId	812	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:AcquireSkin	skinId	817	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:AcquireSkinLogic	skinId	823	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UseSkin	slot, skinId	834	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetUsingSkin	slotId	845	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSkinData		855	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetTimeLimitSkinData		859	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:SyncSkinData	arrData	863	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:SyncTimeLimitSkinData	arrData	867	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_CalcBuildingExp	id	871	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetGeneratorTargetLevel	chainId	888	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSlotArea	id	910	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetCurResLabels		917	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsTimeLimitSlot	slot	936	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsTimeLimitSkin	skinId	940	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:ResetTimeLimitSkin	isDeExtraSeries	945	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsDecorationExtraLandUnlock		957	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:SetDecorationExtraLandUnlock		961	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:SetDecorationDefaultSkinUnlock	skinIds, isDeExtraSeries, hasExtraLand	965	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetDeNewSlotRootPrefabName		986	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetDeExtraSlotRootPrefabName		1008	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetTargetBuildingProgress	config	1030	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetMaxProgressBuildingConfig		1051	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	getOrder	slotId, slot	1053	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetInProgressSlots		1079	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetUnlockedSlots		1083	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetBuildSlotsCount		1087	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetBuildingNeedAfterAddNeed	config	1091	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_UpgradeBuildingPercent	msg	1132	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:OnBuildingUnlock	slot	1151	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpdateBuildingAddNeedPercent		1167	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpdateAddNeedPercentage		1177	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSeverExBuildOpen		1195	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsSeverBuildContain	slot	1204	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:GetSeverBuildingNeed	config	1208	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpdateBuildingSeverPercent		1256	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpdateSeverPercentage		1268	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:UpdateTestUnlockAllTask		1289	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_CheckFileConfig	config	1293	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_IsKaonaFirstBuildingUnlock		1329	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:_IsKryphosAllBuildingFinish		1345	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:IsKaonaMapUnlock		1357	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.MapDataModel	MapDataModel:TestUpgradeBuilding	slotId	1361	code/Lua/decompiled/Model/MapDataModel.lua	unluac decompile; body in complete file
Model.OpenFunctionModel	OpenFunctionModel:Init		16	code/Lua/decompiled/Model/OpenFunctionModel.lua	unluac decompile; body in complete file
Model.OpenFunctionModel	OpenFunctionModel:LoadFileConfig		21	code/Lua/decompiled/Model/OpenFunctionModel.lua	unluac decompile; body in complete file
Model.OpenFunctionModel	OpenFunctionModel:LateInit		31	code/Lua/decompiled/Model/OpenFunctionModel.lua	unluac decompile; body in complete file
