caller_rva,caller_type,caller_signature,caller_native_file,ghidra_call_target,callee_rva,callee_name_candidates,callee_alias_count,callee_selected_type,callee_selected_signature,callee_native_status,call_occurrences_in_pseudocode
0x1668260,SummerWatermelonModel,public SummerWatermelonTwentyNinePackageConfig GetCurrentPackage() { },code/Ghidra_native_pseudocode/1668260.c,0x1689290,0x1679290,Activity.SummerWatermelon_29.SummerWatermelonModel$$IsPackageOpened,1,SummerWatermelonModel,public bool IsPackageOpened(SummerWatermelonTwentyNinePackageConfig config) { },decompiled_rebased_without_autoanalysis,1
0x16686E8,SummerWatermelonModel,public string GetPackageLeftTimeText(SummerWatermelonTwentyNinePackageConfig curPackage) { },code/Ghidra_native_pseudocode/16686e8.c,0x1689784,0x1679784,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetPackageLeftTime,1,SummerWatermelonModel,public ulong GetPackageLeftTime(SummerWatermelonTwentyNinePackageConfig curPackage) { },decompiled_rebased_without_autoanalysis,1
0x16688C4,SummerWatermelonModel,public void OpenGiftPopup(SummerWatermelonTwentyNinePackageConfig curPackage) { },code/Ghidra_native_pseudocode/16688c4.c,0x167D570,0x166D570,Activity.SummerWatermelon_29.SummerWatermelonModel$$IsABTest,1,SummerWatermelonModel,public bool IsABTest() { },decompiled_rebased_without_autoanalysis,1
0x1668D58,SummerWatermelonModel,public bool CanShowNewPackageGift() { },code/Ghidra_native_pseudocode/1668d58.c,0x167C750,0x166C750,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_StorageSummerWatermelon,1,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },decompiled_rebased_without_autoanalysis,1
0x1668D58,SummerWatermelonModel,public bool CanShowNewPackageGift() { },code/Ghidra_native_pseudocode/1668d58.c,0x168C60C,0x167C60C,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetNewPackageLeftTime,1,SummerWatermelonModel,public ulong GetNewPackageLeftTime() { },decompiled_rebased_without_autoanalysis,1
0x1668F40,SummerWatermelonModel,public string GetNewPackageLeftTimeText() { },code/Ghidra_native_pseudocode/1668f40.c,0x168C60C,0x167C60C,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetNewPackageLeftTime,1,SummerWatermelonModel,public ulong GetNewPackageLeftTime() { },decompiled_rebased_without_autoanalysis,1
0x166A9E8,SummerWatermelonMergeBoard,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166a9e8.c,0x167AED8,0x166AED8,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetRewardsOnMerge,1,SummerWatermelonModel,public List<int> GetRewardsOnMerge(TableMergeItem mergeNewConfig) { },decompiled_rebased_without_autoanalysis,1
0x166A9E8,SummerWatermelonMergeBoard,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166a9e8.c,0x167B2EC,0x166B2EC,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_UnSetRewards,1,SummerWatermelonModel,public StorageList<int> get_UnSetRewards() { },decompiled_rebased_without_autoanalysis,1
0x166A9E8,SummerWatermelonMergeBoard,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166a9e8.c,0x167B358,0x166B358,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_MainView,1,SummerWatermelonModel,public static UIPopupSummerWatermelonMainController get_MainView() { },decompiled_rebased_without_autoanalysis,1
0x166A9E8,SummerWatermelonMergeBoard,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166a9e8.c,0x2BD2CF0,0x2BC2CF0,MergeManager$$SetNewBoardItem,1,MergeManager,"public void SetNewBoardItem(int index, int id, int state, RefreshItemSource source, MergeBoardEnum boardId, int oldIndex = -1, bool isDispatchEvent = True, int oldId = -1, int existTime = 0) { }",decompiled_rebased_without_autoanalysis,1
0x166A9E8,SummerWatermelonMergeBoard,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166a9e8.c,0x2BDD790,0x2BCD790,MergeManager$$FindEmptyGrid,1,MergeManager,"public int FindEmptyGrid(int index, MergeBoardEnum boardId, bool ignoreSelf = False) { }",decompiled_rebased_without_autoanalysis,1
0x166A9E8,SummerWatermelonMergeBoard,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166a9e8.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x166AED8,SummerWatermelonModel,public List<int> GetRewardsOnMerge(TableMergeItem mergeNewConfig) { },code/Ghidra_native_pseudocode/166aed8.c,0x167C750,0x166C750,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_StorageSummerWatermelon,1,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },decompiled_rebased_without_autoanalysis,2
0x166AED8,SummerWatermelonModel,public List<int> GetRewardsOnMerge(TableMergeItem mergeNewConfig) { },code/Ghidra_native_pseudocode/166aed8.c,0x167CF64,0x166CF64,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_SummerWatermelonConfig,1,SummerWatermelonModel,public SummerWatermelonTwentyNineConfig get_SummerWatermelonConfig() { },decompiled_rebased_without_autoanalysis,2
0x166AED8,SummerWatermelonModel,public List<int> GetRewardsOnMerge(TableMergeItem mergeNewConfig) { },code/Ghidra_native_pseudocode/166aed8.c,0x167DBE4,0x166DBE4,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_SummerWatermelonMergeRewardConfig,1,SummerWatermelonModel,"public Dictionary<int, SummerWatermelonTwentyNineMergeRewardConfig> get_SummerWatermelonMergeRewardConfig() { }",decompiled_rebased_without_autoanalysis,1
0x166AED8,SummerWatermelonModel,public List<int> GetRewardsOnMerge(TableMergeItem mergeNewConfig) { },code/Ghidra_native_pseudocode/166aed8.c,0x167E3DC,0x166E3DC,Activity.SummerWatermelon_29.SummerWatermelonModel$$IsOpened,1,SummerWatermelonModel,public bool IsOpened(bool hasLog = False) { },decompiled_rebased_without_autoanalysis,1
0x166AED8,SummerWatermelonModel,public List<int> GetRewardsOnMerge(TableMergeItem mergeNewConfig) { },code/Ghidra_native_pseudocode/166aed8.c,0x26EFC6C,0x26DFC6C,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_BiMaxMergeItemLevel,1,StorageSummerWatermelonTen,public void set_BiMaxMergeItemLevel(int value) { },decompiled_rebased_without_autoanalysis,1
0x166B2EC,SummerWatermelonModel,public StorageList<int> get_UnSetRewards() { },code/Ghidra_native_pseudocode/166b2ec.c,0x167C750,0x166C750,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_StorageSummerWatermelon,1,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },decompiled_rebased_without_autoanalysis,1
0x166B6C4,SummerWatermelonMergeBoard,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166b6c4.c,0x167CF64,0x166CF64,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_SummerWatermelonConfig,1,SummerWatermelonModel,public SummerWatermelonTwentyNineConfig get_SummerWatermelonConfig() { },decompiled_rebased_without_autoanalysis,1
0x166B6C4,SummerWatermelonMergeBoard,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166b6c4.c,0x167E370,0x166E370,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_UnCollectRewards,1,SummerWatermelonModel,"public StorageDictionary<int, int> get_UnCollectRewards() { }",decompiled_rebased_without_autoanalysis,4
0x166B6C4,SummerWatermelonMergeBoard,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166b6c4.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x166B6C4,SummerWatermelonMergeBoard,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166b6c4.c,0x2BF1544,0x2BE1544,MergeBoard$$OnUseItem,1,MergeBoard,"public virtual void OnUseItem(int index, int id) { }",decompiled_rebased_without_autoanalysis,1
0x166B7B8,SummerWatermelonModel,public void OnUseItem(int id) { },code/Ghidra_native_pseudocode/166b7b8.c,0x167CF64,0x166CF64,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_SummerWatermelonConfig,1,SummerWatermelonModel,public SummerWatermelonTwentyNineConfig get_SummerWatermelonConfig() { },decompiled_rebased_without_autoanalysis,1
0x166B7B8,SummerWatermelonModel,public void OnUseItem(int id) { },code/Ghidra_native_pseudocode/166b7b8.c,0x167E370,0x166E370,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_UnCollectRewards,1,SummerWatermelonModel,"public StorageDictionary<int, int> get_UnCollectRewards() { }",decompiled_rebased_without_autoanalysis,4
0x166B7B8,SummerWatermelonModel,public void OnUseItem(int id) { },code/Ghidra_native_pseudocode/166b7b8.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x166B8FC,SummerWatermelonMergeBoard,"public TableMergeItem <>iFixBaseProxy_MergeToProductActivity(int P0, TableMergeItem P1, TableMergeItem P2) { }",code/Ghidra_native_pseudocode/166b8fc.c,0x2BFBE7C,0x2BEBE7C,MergeBoard$$MergeToProductActivity,1,MergeBoard,"public virtual TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",decompiled_rebased_without_autoanalysis,1
0x166B918,SummerWatermelonMergeBoard,"public void <>iFixBaseProxy_OnNewItem(int P0, int P1, int P2, int P3, RefreshItemSource P4) { }",code/Ghidra_native_pseudocode/166b918.c,0x2BF15AC,0x2BE15AC,MergeBoard$$OnNewItem,1,MergeBoard,"public virtual void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",decompiled_rebased_without_autoanalysis,1
0x166B9A8,SummerWatermelonMergeBoard_Big,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166b9a8.c,0x2BD2CF0,0x2BC2CF0,MergeManager$$SetNewBoardItem,1,MergeManager,"public void SetNewBoardItem(int index, int id, int state, RefreshItemSource source, MergeBoardEnum boardId, int oldIndex = -1, bool isDispatchEvent = True, int oldId = -1, int existTime = 0) { }",decompiled_rebased_without_autoanalysis,1
0x166B9A8,SummerWatermelonMergeBoard_Big,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166b9a8.c,0x2BDD790,0x2BCD790,MergeManager$$FindEmptyGrid,1,MergeManager,"public int FindEmptyGrid(int index, MergeBoardEnum boardId, bool ignoreSelf = False) { }",decompiled_rebased_without_autoanalysis,1
0x166B9A8,SummerWatermelonMergeBoard_Big,"public override TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",code/Ghidra_native_pseudocode/166b9a8.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x166BE98,SummerWatermelonMergeBoard_Big,"public override void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",code/Ghidra_native_pseudocode/166be98.c,0x2BF15AC,0x2BE15AC,MergeBoard$$OnNewItem,1,MergeBoard,"public virtual void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",decompiled_rebased_without_autoanalysis,1
0x166BFAC,SummerWatermelonMergeBoard_Big,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166bfac.c,0x167CF64,0x166CF64,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_SummerWatermelonConfig,1,SummerWatermelonModel,public SummerWatermelonTwentyNineConfig get_SummerWatermelonConfig() { },decompiled_rebased_without_autoanalysis,1
0x166BFAC,SummerWatermelonMergeBoard_Big,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166bfac.c,0x167E370,0x166E370,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_UnCollectRewards,1,SummerWatermelonModel,"public StorageDictionary<int, int> get_UnCollectRewards() { }",decompiled_rebased_without_autoanalysis,4
0x166BFAC,SummerWatermelonMergeBoard_Big,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166bfac.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x166BFAC,SummerWatermelonMergeBoard_Big,"public override void OnUseItem(int index, int id) { }",code/Ghidra_native_pseudocode/166bfac.c,0x2BF1544,0x2BE1544,MergeBoard$$OnUseItem,1,MergeBoard,"public virtual void OnUseItem(int index, int id) { }",decompiled_rebased_without_autoanalysis,1
0x166C218,SummerWatermelonMergeBoard_Big,"public TableMergeItem <>iFixBaseProxy_MergeToProductActivity(int P0, TableMergeItem P1, TableMergeItem P2) { }",code/Ghidra_native_pseudocode/166c218.c,0x2BFBE7C,0x2BEBE7C,MergeBoard$$MergeToProductActivity,1,MergeBoard,"public virtual TableMergeItem MergeToProductActivity(int index, TableMergeItem newConfig, TableMergeItem oldConfig) { }",decompiled_rebased_without_autoanalysis,1
0x166C234,SummerWatermelonMergeBoard_Big,"public void <>iFixBaseProxy_OnNewItem(int P0, int P1, int P2, int P3, RefreshItemSource P4) { }",code/Ghidra_native_pseudocode/166c234.c,0x2BF15AC,0x2BE15AC,MergeBoard$$OnNewItem,1,MergeBoard,"public virtual void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x167CEFC,0x166CEFC,Activity.SummerWatermelon_29.SummerWatermelonModel$$ResetIllustrated,1,SummerWatermelonModel,public void ResetIllustrated() { },decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x167CF64,0x166CF64,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_SummerWatermelonConfig,1,SummerWatermelonModel,public SummerWatermelonTwentyNineConfig get_SummerWatermelonConfig() { },decompiled_rebased_without_autoanalysis,4
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x167D09C,0x166D09C,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetMergeItemConfig,1,SummerWatermelonModel,public TableMergeItem GetMergeItemConfig(int level) { },decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x167D158,0x166D158,Activity.SummerWatermelon_29.SummerWatermelonModel$$AddBattlePassConfig,1,SummerWatermelonModel,private void AddBattlePassConfig() { },decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x26EF4B0,0x26DF4B0,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_StartActivityTime,1,StorageSummerWatermelonTen,public void set_StartActivityTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x26EF580,0x26DF580,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_ActivityEndTime,1,StorageSummerWatermelonTen,public void set_ActivityEndTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x26EFBA8,0x26DFBA8,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_IsABTest,1,StorageSummerWatermelonTen,public void set_IsABTest(bool value) { },decompiled_rebased_without_autoanalysis,1
0x166C750,SummerWatermelonModel,public StorageSummerWatermelonTen get_StorageSummerWatermelon() { },code/Ghidra_native_pseudocode/166c750.c,0x26EFEBC,0x26DFEBC,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$.ctor,1,StorageSummerWatermelonTen,public void .ctor() { },decompiled_rebased_without_autoanalysis,1
0x166CEFC,SummerWatermelonModel,public void ResetIllustrated() { },code/Ghidra_native_pseudocode/166cefc.c,0x1684BE0,0x1674BE0,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetLineId,1,SummerWatermelonModel,public int GetLineId(bool isMainLine) { },decompiled_rebased_without_autoanalysis,1
0x166CEFC,SummerWatermelonModel,public void ResetIllustrated() { },code/Ghidra_native_pseudocode/166cefc.c,0x29B1058,0x29A1058,GameConfigManager$$GetMergeInLineItems,1,GameConfigManager,public List<TableMergeItem> GetMergeInLineItems(int inLine) { },decompiled_rebased_without_autoanalysis,1
0x166CEFC,SummerWatermelonModel,public void ResetIllustrated() { },code/Ghidra_native_pseudocode/166cefc.c,0x2BE1608,0x2BD1608,MergeManager$$RemoveUnLockMergeItem,1,MergeManager,public void RemoveUnLockMergeItem(int id) { },decompiled_rebased_without_autoanalysis,1
0x166D09C,SummerWatermelonModel,public TableMergeItem GetMergeItemConfig(int level) { },code/Ghidra_native_pseudocode/166d09c.c,0x167DFF4,0x166DFF4,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_MergeItemDictionary,1,SummerWatermelonModel,"public Dictionary<int, TableMergeItem> get_MergeItemDictionary() { }",decompiled_rebased_without_autoanalysis,1
0x166DFF4,SummerWatermelonModel,"public Dictionary<int, TableMergeItem> get_MergeItemDictionary() { }",code/Ghidra_native_pseudocode/166dff4.c,0x29B1058,0x29A1058,GameConfigManager$$GetMergeInLineItems,1,GameConfigManager,public List<TableMergeItem> GetMergeInLineItems(int inLine) { },decompiled_rebased_without_autoanalysis,1
0x166E4B0,SummerWatermelonModel,public int get_CurDay() { },code/Ghidra_native_pseudocode/166e4b0.c,0x167E518,0x166E518,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_CurTime,1,SummerWatermelonModel,public ulong get_CurTime() { },decompiled_rebased_without_autoanalysis,1
0x166E5F8,SummerWatermelonModel,"public void TryProductWaterMellon(StorageOrderItem orderItem, BaseOrderArea orderArea) { }",code/Ghidra_native_pseudocode/166e5f8.c,0x167EACC,0x166EACC,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetOrderRewardCardId,1,SummerWatermelonModel,"public ValueTuple<int, int> GetOrderRewardCardId(StorageOrderItem storageOrderItem) { }",decompiled_rebased_without_autoanalysis,1
0x166E5F8,SummerWatermelonModel,"public void TryProductWaterMellon(StorageOrderItem orderItem, BaseOrderArea orderArea) { }",code/Ghidra_native_pseudocode/166e5f8.c,0x167EEA4,0x166EEA4,Activity.SummerWatermelon_29.SummerWatermelonModel$$FlyWatermelon,1,SummerWatermelonModel,"private static void FlyWatermelon(int itemId, Vector2 srcPos, Transform starTransform, float time, bool showEffect, Action action) { }",decompiled_rebased_without_autoanalysis,1
0x166E5F8,SummerWatermelonModel,"public void TryProductWaterMellon(StorageOrderItem orderItem, BaseOrderArea orderArea) { }",code/Ghidra_native_pseudocode/166e5f8.c,0x168D93C,0x167D93C,Activity.SummerWatermelon_29.SummerWatermelonModel.<>c__DisplayClass50_0$$.ctor,1,SummerWatermelonModel.<>c__DisplayClass50_0,public void .ctor() { },decompiled_rebased_without_autoanalysis,1
0x166E5F8,SummerWatermelonModel,"public void TryProductWaterMellon(StorageOrderItem orderItem, BaseOrderArea orderArea) { }",code/Ghidra_native_pseudocode/166e5f8.c,0x168D944,0x167D944,Activity.SummerWatermelon_29.SummerWatermelonModel.<>c__DisplayClass50_1$$.ctor,1,SummerWatermelonModel.<>c__DisplayClass50_1,public void .ctor() { },decompiled_rebased_without_autoanalysis,1
0x166EEA4,SummerWatermelonModel,"private static void FlyWatermelon(int itemId, Vector2 srcPos, Transform starTransform, float time, bool showEffect, Action action) { }",code/Ghidra_native_pseudocode/166eea4.c,0x167F3E4,0x166F3E4,Activity.SummerWatermelon_29.SummerWatermelonModel$$get_FlyItemObj,1,SummerWatermelonModel,public static GameObject get_FlyItemObj() { },decompiled_rebased_without_autoanalysis,5
0x166EEA4,SummerWatermelonModel,"private static void FlyWatermelon(int itemId, Vector2 srcPos, Transform starTransform, float time, bool showEffect, Action action) { }",code/Ghidra_native_pseudocode/166eea4.c,0x168DA18,0x167DA18,Activity.SummerWatermelon_29.SummerWatermelonModel.<>c__DisplayClass54_0$$.ctor,1,SummerWatermelonModel.<>c__DisplayClass54_0,public void .ctor() { },decompiled_rebased_without_autoanalysis,1
0x166EEA4,SummerWatermelonModel,"private static void FlyWatermelon(int itemId, Vector2 srcPos, Transform starTransform, float time, bool showEffect, Action action) { }",code/Ghidra_native_pseudocode/166eea4.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x166EEA4,SummerWatermelonModel,"private static void FlyWatermelon(int itemId, Vector2 srcPos, Transform starTransform, float time, bool showEffect, Action action) { }",code/Ghidra_native_pseudocode/166eea4.c,0x2C488F4,0x2C388F4,MergeConfigManager$$get_mergeIcon,1,MergeConfigManager,public SpriteAtlas get_mergeIcon() { },decompiled_rebased_without_autoanalysis,1
0x166F62C,SummerWatermelonModel,"public override void InitFromServerData(string activityId, string activityType, ulong startTime, ulong endTime, ulong rewardEndTime, bool manualEnd, string configJson, string activitySubType) { }",code/Ghidra_native_pseudocode/166f62c.c,0x167FB00,0x166FB00,Activity.SummerWatermelon_29.SummerWatermelonModel$$RemoveUselessStorage,1,SummerWatermelonModel,public void RemoveUselessStorage() { },decompiled_rebased_without_autoanalysis,1
0x1670604,SummerWatermelonModel,protected override void InitServerDataFinish() { },code/Ghidra_native_pseudocode/1670604.c,0x26EF4B0,0x26DF4B0,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_StartActivityTime,1,StorageSummerWatermelonTen,public void set_StartActivityTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1670604,SummerWatermelonModel,protected override void InitServerDataFinish() { },code/Ghidra_native_pseudocode/1670604.c,0x26EF580,0x26DF580,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_ActivityEndTime,1,StorageSummerWatermelonTen,public void set_ActivityEndTime(long value) { },decompiled_rebased_without_autoanalysis,1
0x1670A14,SummerWatermelonModel,public static bool CanShowStartView() { },code/Ghidra_native_pseudocode/1670a14.c,0x26EF320,0x26DF320,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_IsStart,1,StorageSummerWatermelonTen,public void set_IsStart(bool value) { },decompiled_rebased_without_autoanalysis,1
0x1670F9C,SummerWatermelonModel,public void EndActivity() { },code/Ghidra_native_pseudocode/1670f9c.c,0x1681988,0x1671988,Activity.SummerWatermelon_29.SummerWatermelonModel$$IsActivityStorageEnd,1,SummerWatermelonModel,private static bool IsActivityStorageEnd(StorageSummerWatermelonTen storage) { },decompiled_rebased_without_autoanalysis,2
0x1670F9C,SummerWatermelonModel,public void EndActivity() { },code/Ghidra_native_pseudocode/1670f9c.c,0x1681E54,0x1671E54,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetAllUnCollectRewards,1,SummerWatermelonModel,public static List<ResData> GetAllUnCollectRewards() { },decompiled_rebased_without_autoanalysis,1
0x1670F9C,SummerWatermelonModel,public void EndActivity() { },code/Ghidra_native_pseudocode/1670f9c.c,0x26EF7D8,0x26DF7D8,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_IsShowEnd,1,StorageSummerWatermelonTen,public void set_IsShowEnd(bool value) { },decompiled_rebased_without_autoanalysis,2
0x1671040,SummerWatermelonModel,public bool CanShowUnCollectRewardsUI() { },code/Ghidra_native_pseudocode/1671040.c,0x1681988,0x1671988,Activity.SummerWatermelon_29.SummerWatermelonModel$$IsActivityStorageEnd,1,SummerWatermelonModel,private static bool IsActivityStorageEnd(StorageSummerWatermelonTen storage) { },decompiled_rebased_without_autoanalysis,2
0x1671040,SummerWatermelonModel,public bool CanShowUnCollectRewardsUI() { },code/Ghidra_native_pseudocode/1671040.c,0x1681E54,0x1671E54,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetAllUnCollectRewards,1,SummerWatermelonModel,public static List<ResData> GetAllUnCollectRewards() { },decompiled_rebased_without_autoanalysis,1
0x1671040,SummerWatermelonModel,public bool CanShowUnCollectRewardsUI() { },code/Ghidra_native_pseudocode/1671040.c,0x26EF7D8,0x26DF7D8,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_IsShowEnd,1,StorageSummerWatermelonTen,public void set_IsShowEnd(bool value) { },decompiled_rebased_without_autoanalysis,2
0x1671E54,SummerWatermelonModel,public static List<ResData> GetAllUnCollectRewards() { },code/Ghidra_native_pseudocode/1671e54.c,0x1682AA4,0x1672AA4,Activity.SummerWatermelon_29.SummerWatermelonModel$$GetEndBattlePassReward,1,SummerWatermelonModel,private List<ResData> GetEndBattlePassReward(string key) { },decompiled_rebased_without_autoanalysis,1
0x1671E54,SummerWatermelonModel,public static List<ResData> GetAllUnCollectRewards() { },code/Ghidra_native_pseudocode/1671e54.c,0x26EF7D8,0x26DF7D8,DragonU3DSDK.Storage.StorageSummerWatermelonTen$$set_IsShowEnd,1,StorageSummerWatermelonTen,public void set_IsShowEnd(bool value) { },decompiled_rebased_without_autoanalysis,1
0x1672AA4,SummerWatermelonModel,private List<ResData> GetEndBattlePassReward(string key) { },code/Ghidra_native_pseudocode/1672aa4.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x1672AA4,SummerWatermelonModel,private List<ResData> GetEndBattlePassReward(string key) { },code/Ghidra_native_pseudocode/1672aa4.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x1673530,SummerWatermelonModel,public void RemoveUnCollectRewards(List<ResData> datas) { },code/Ghidra_native_pseudocode/1673530.c,0x29A6FA8,0x2996FA8,GameConfigManager$$GetItemConfig,1,GameConfigManager,public TableMergeItem GetItemConfig(int id) { },decompiled_rebased_without_autoanalysis,1
0x1673530,SummerWatermelonModel,public void RemoveUnCollectRewards(List<ResData> datas) { },code/Ghidra_native_pseudocode/1673530.c,0x2E651CC,0x2E551CC,Gameplay.UserData$$IsResource,1,UserData,public bool IsResource(int resourceId) { },decompiled_rebased_without_autoanalysis,1
0x16742A8,SummerWatermelonModel,public Task GetFirstTimeReward(TableMergeItem itemConfig) { },code/Ghidra_native_pseudocode/16742a8.c,0x168DBBC,0x167DBBC,Activity.SummerWatermelon_29.SummerWatermelonModel.<>c__DisplayClass88_0$$.ctor,1,SummerWatermelonModel.<>c__DisplayClass88_0,public void .ctor() { },decompiled_rebased_without_autoanalysis,1
