source_file,namespace,type,typedef_index,managed_signature,rva,native_entry,native_status,native_quality_flags,native_file,native_asm_file,native_asm_interval_end,native_asm_interval_capped,native_flow_override,native_flow_override_instruction_rva,native_flow_override_target_rva,native_recovery_note,dumper_block
code/AssetRipper_generated_CSharp/Assembly-CSharp/TableBase.cs,,TableBase,36,public virtual int GetID() { },0x15EE100,015fe100,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/15ee100.c,,,,,,,,code/Il2CppDumper_type_signatures/00036.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/TableBase.cs,,TableBase,36,public void .ctor() { },0x15EE154,015fe154,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/15ee154.c,,,,,,,,code/Il2CppDumper_type_signatures/00036.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public int get_Id() { },0x29EBB08,029fbb08,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb08.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_Id(int value) { },0x29EBB10,029fbb10,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb10.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public int get_LineId() { },0x29EBB18,029fbb18,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb18.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_LineId(int value) { },0x29EBB20,029fbb20,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb20.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public List<int> get_InitItems() { },0x29EBB28,029fbb28,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb28.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_InitItems(List<int> value) { },0x29EBB30,029fbb30,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ebb30.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public List<int> get_OutPut() { },0x29EBB38,029fbb38,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb38.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_OutPut(List<int> value) { },0x29EBB40,029fbb40,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ebb40.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public List<int> get_Weight() { },0x29EBB48,029fbb48,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb48.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_Weight(List<int> value) { },0x29EBB50,029fbb50,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ebb50.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public int get_MaxWeight() { },0x29EBB58,029fbb58,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb58.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_MaxWeight(int value) { },0x29EBB60,029fbb60,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb60.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public List<int> get_RewardId() { },0x29EBB68,029fbb68,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb68.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_RewardId(List<int> value) { },0x29EBB70,029fbb70,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ebb70.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public List<int> get_RewardNum() { },0x29EBB78,029fbb78,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb78.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void set_RewardNum(List<int> value) { },0x29EBB80,029fbb80,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ebb80.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public override int GetID() { },0x29EBB88,029fbb88,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebb88.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public void .ctor() { },0x29EBBDC,029fbbdc,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebbdc.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public int <>iFixBaseProxy_GetID() { },0x29EBBE4,029fbbe4,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebbe4.c,,,,,,,,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public int get_Id() { },0x29EBC90,029fbc90,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebc90.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public void set_Id(int value) { },0x29EBC98,029fbc98,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebc98.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public int get_ProductCount() { },0x29EBCA0,029fbca0,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebca0.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public void set_ProductCount(int value) { },0x29EBCA8,029fbca8,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebca8.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public float get_TotalWeightMulti() { },0x29EBCB0,029fbcb0,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebcb0.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public void set_TotalWeightMulti(float value) { },0x29EBCB8,029fbcb8,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebcb8.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public override int GetID() { },0x29EBCC0,029fbcc0,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebcc0.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public void .ctor() { },0x29EBD14,029fbd14,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebd14.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public int <>iFixBaseProxy_GetID() { },0x29EBD1C,029fbd1c,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ebd1c.c,,,,,,,,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,public override void InitBoardId() { },0x29EC964,029fc964,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ec964.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,"public override void OnNewItem(int index, int oldIndex, int id, int oldId, RefreshItemSource source) { }",0x29EC9C4,029fc9c4,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ec9c4.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,"public override void OnUseItem(int index, int id) { }",0x29ECBF8,029fcbf8,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ecbf8.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,public void .ctor() { },0x29ECE00,029fce00,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ece00.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,public void <>iFixBaseProxy_InitBoardId() { },0x29ECE08,029fce08,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ece08.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,"public void <>iFixBaseProxy_OnNewItem(int P0, int P1, int P2, int P3, RefreshItemSource P4) { }",0x29ECE10,029fce10,decompiled_rebased_without_autoanalysis,,code/Ghidra_native_pseudocode/29ece10.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,"public void <>iFixBaseProxy_OnUseItem(int P0, int P1) { }",0x29ECE38,029fce38,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ece38.c,,,,,,,,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c,187,private static void .cctor() { },0x29F24A8,02a024a8,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f24a8.c,,,,,,,,code/Il2CppDumper_type_signatures/00187.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c,187,public void .ctor() { },0x29F251C,02a0251c,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f251c.c,,,,,,,,code/Il2CppDumper_type_signatures/00187.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c,187,internal void <FlyButterFly>b__42_0() { },0x29F2524,02a02524,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f2524.c,,,,,,,,code/Il2CppDumper_type_signatures/00187.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c,187,internal bool <GetStageRewardConfig>b__57_0(StageRewardConfig a) { },0x29F25C4,02a025c4,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f25c4.c,,,,,,,,code/Il2CppDumper_type_signatures/00187.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass13_0,188,public void .ctor() { },0x29ED830,029fd830,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ed830.c,,,,,,,,code/Il2CppDumper_type_signatures/00188.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass13_0,188,internal bool <GetButterflyWorkShopRewardConfig>b__0(ButterflyWorkShopRewardConfig a) { },0x29F25E0,02a025e0,decompiled_rebased_without_autoanalysis,,code/Ghidra_native_pseudocode/29f25e0.c,,,,,,,,code/Il2CppDumper_type_signatures/00188.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass38_0,189,public void .ctor() { },0x29EEF10,029fef10,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29eef10.c,,,,,,,,code/Il2CppDumper_type_signatures/00189.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass38_0,189,internal void <FlyProductItem>b__0() { },0x29F2614,02a02614,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f2614.c,,,,,,,,code/Il2CppDumper_type_signatures/00189.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass42_0,190,public void .ctor() { },0x29EF8B0,029ff8b0,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ef8b0.c,,,,,,,,code/Il2CppDumper_type_signatures/00190.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass42_0,190,internal void <FlyButterFly>b__1() { },0x29F277C,02a0277c,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f277c.c,,,,,,,,code/Il2CppDumper_type_signatures/00190.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass47_0,191,public void .ctor() { },0x29F082C,02a0082c,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f082c.c,,,,,,,,code/Il2CppDumper_type_signatures/00191.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass47_0,191,internal bool <PurchaseSuccess>b__0(ButterflyWorkShopPackageConfig a) { },0x29F28E4,02a028e4,decompiled_rebased_without_autoanalysis,,code/Ghidra_native_pseudocode/29f28e4.c,,,,,,,,code/Il2CppDumper_type_signatures/00191.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass48_0,192,public void .ctor() { },0x29F0B78,02a00b78,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f0b78.c,,,,,,,,code/Il2CppDumper_type_signatures/00192.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass48_0,192,internal void <PopReward>b__0() { },0x29F2924,02a02924,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f2924.c,,,,,,,,code/Il2CppDumper_type_signatures/00192.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass58_0,193,public void .ctor() { },0x29F1848,02a01848,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f1848.c,,,,,,,,code/Il2CppDumper_type_signatures/00193.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass58_0,193,internal bool <GetButterFlyType>b__0(ButterflyWorkShopRewardConfig a) { },0x29F2A80,02a02a80,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f2a80.c,,,,,,,,code/Il2CppDumper_type_signatures/00193.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass59_0,194,public void .ctor() { },0x29F1E40,02a01e40,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f1e40.c,,,,,,,,code/Il2CppDumper_type_signatures/00194.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass59_0,194,internal bool <GetRandomIndex>b__0(ButterflyRandomConfig a) { },0x29F2AFC,02a02afc,decompiled_rebased_without_autoanalysis,,code/Ghidra_native_pseudocode/29f2afc.c,,,,,,,,code/Il2CppDumper_type_signatures/00194.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass59_0,194,internal bool <GetRandomIndex>b__1(ButterflyWorkShopRewardConfig a) { },0x29F2B54,02a02b54,decompiled_rebased_without_autoanalysis,,code/Ghidra_native_pseudocode/29f2b54.c,,,,,,,,code/Il2CppDumper_type_signatures/00194.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass62_0,195,public void .ctor() { },0x29F2B84,02a02b84,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f2b84.c,,,,,,,,code/Il2CppDumper_type_signatures/00195.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass62_0,195,internal void <OnUseItem>b__0() { },0x29F2B8C,02a02b8c,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unassigned_register;unknown_native_type,code/Ghidra_native_pseudocode/29f2b8c.c,,,,,,,,code/Il2CppDumper_type_signatures/00195.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<OnNewItem>d__64,196,private void MoveNext() { },0x29F2C48,02a02c48,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f2c48.c,,,,,,,,code/Il2CppDumper_type_signatures/00196.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<OnNewItem>d__64,196,private void SetStateMachine(IAsyncStateMachine stateMachine) { },0x29F3054,02a03054,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f3054.c,,,,,,,,code/Il2CppDumper_type_signatures/00196.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<OnUseItem>d__62,197,private void MoveNext() { },0x29F3060,02a03060,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29f3060.c,,,,,,,,code/Il2CppDumper_type_signatures/00197.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<OnUseItem>d__62,197,private void SetStateMachine(IAsyncStateMachine stateMachine) { },0x29F4AE0,02a04ae0,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29f4ae0.c,,,,,,,,code/Il2CppDumper_type_signatures/00197.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public static ButterflyWorkShopModel get_Instance() { },0x29EC490,029fc490,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ec490.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public override string get_Guid() { },0x29ECEA4,029fcea4,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ecea4.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,private static void InitAuto() { },0x29ECF34,029fcf34,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ecf34.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public StorageButterflyWorkShop get_StorageButterflyWorkShop() { },0x29ECFE8,029fcfe8,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ecfe8.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public ButterflyWorkShopConfig get_ButterflyWorkShopConfig() { },0x29ED48C,029fd48c,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ed48c.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public ButterflyWorkShopRewardConfig GetButterflyWorkShopRewardConfig(int level) { },0x29ED680,029fd680,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ed680.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public TableMergeLine get_MergeLineConfig() { },0x29ED838,029fd838,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ed838.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,"public Dictionary<int, TableMergeItem> get_MergeItemDictionary() { }",0x29ED938,029fd938,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ed938.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public TableMergeItem GetMergeItemConfig(int level) { },0x29ED5C4,029fd5c4,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29ed5c4.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public StorageList<int> get_UnSetItems() { },0x29EDC50,029fdc50,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29edc50.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public bool get_IsStart() { },0x29EC754,029fc754,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29ec754.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public bool IsOpened(bool hasLog = False) { },0x29EDCBC,029fdcbc,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29edcbc.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public int get_CurDay() { },0x29EDD8C,029fdd8c,decompiled_rebased_without_autoanalysis,unknown_native_type,code/Ghidra_native_pseudocode/29edd8c.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public ulong get_CurTime() { },0x29EDDF4,029fddf4,decompiled_rebased_without_autoanalysis,ghidra_warning_comment;unknown_native_type,code/Ghidra_native_pseudocode/29eddf4.c,,,,,,,,code/Il2CppDumper_type_signatures/00198.txt
