source_file,namespace,type,typedef_index,declaration_with_inheritance_and_interfaces,dumper_block
code/AssetRipper_generated_CSharp/Assembly-CSharp/TableBase.cs,,TableBase,36,public class TableBase // TypeDefIndex: 36,code/Il2CppDumper_type_signatures/00036.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopConfig.cs,,ButterflyWorkShopConfig,180,public class ButterflyWorkShopConfig : TableBase // TypeDefIndex: 180,code/Il2CppDumper_type_signatures/00180.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopProductAttenuationConfig.cs,,ButterflyWorkShopProductAttenuationConfig,182,public class ButterflyWorkShopProductAttenuationConfig : TableBase // TypeDefIndex: 182,code/Il2CppDumper_type_signatures/00182.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopMergeBoard.cs,,ButterflyWorkShopMergeBoard,186,public class ButterflyWorkShopMergeBoard : MergeBoard // TypeDefIndex: 186,code/Il2CppDumper_type_signatures/00186.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c,187,private sealed class ButterflyWorkShopModel.<>c // TypeDefIndex: 187,code/Il2CppDumper_type_signatures/00187.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass13_0,188,private sealed class ButterflyWorkShopModel.<>c__DisplayClass13_0 // TypeDefIndex: 188,code/Il2CppDumper_type_signatures/00188.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass38_0,189,private sealed class ButterflyWorkShopModel.<>c__DisplayClass38_0 // TypeDefIndex: 189,code/Il2CppDumper_type_signatures/00189.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass42_0,190,private sealed class ButterflyWorkShopModel.<>c__DisplayClass42_0 // TypeDefIndex: 190,code/Il2CppDumper_type_signatures/00190.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass47_0,191,private sealed class ButterflyWorkShopModel.<>c__DisplayClass47_0 // TypeDefIndex: 191,code/Il2CppDumper_type_signatures/00191.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass48_0,192,private sealed class ButterflyWorkShopModel.<>c__DisplayClass48_0 // TypeDefIndex: 192,code/Il2CppDumper_type_signatures/00192.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass58_0,193,private sealed class ButterflyWorkShopModel.<>c__DisplayClass58_0 // TypeDefIndex: 193,code/Il2CppDumper_type_signatures/00193.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass59_0,194,private sealed class ButterflyWorkShopModel.<>c__DisplayClass59_0 // TypeDefIndex: 194,code/Il2CppDumper_type_signatures/00194.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<>c__DisplayClass62_0,195,private sealed class ButterflyWorkShopModel.<>c__DisplayClass62_0 // TypeDefIndex: 195,code/Il2CppDumper_type_signatures/00195.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<OnNewItem>d__64,196,private struct ButterflyWorkShopModel.<OnNewItem>d__64 : IAsyncStateMachine // TypeDefIndex: 196,code/Il2CppDumper_type_signatures/00196.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel.<OnUseItem>d__62,197,private struct ButterflyWorkShopModel.<OnUseItem>d__62 : IAsyncStateMachine // TypeDefIndex: 197,code/Il2CppDumper_type_signatures/00197.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ButterflyWorkShopModel.cs,,ButterflyWorkShopModel,198,public class ButterflyWorkShopModel : ActivityEntityBase // TypeDefIndex: 198,code/Il2CppDumper_type_signatures/00198.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass47_0,263,private sealed class CatSwimmingModel.<>c__DisplayClass47_0 // TypeDefIndex: 263,code/Il2CppDumper_type_signatures/00263.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass48_0,264,private sealed class CatSwimmingModel.<>c__DisplayClass48_0 // TypeDefIndex: 264,code/Il2CppDumper_type_signatures/00264.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass49_0,265,private sealed class CatSwimmingModel.<>c__DisplayClass49_0 // TypeDefIndex: 265,code/Il2CppDumper_type_signatures/00265.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass50_0,266,private sealed class CatSwimmingModel.<>c__DisplayClass50_0 // TypeDefIndex: 266,code/Il2CppDumper_type_signatures/00266.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass51_0,267,private sealed class CatSwimmingModel.<>c__DisplayClass51_0 // TypeDefIndex: 267,code/Il2CppDumper_type_signatures/00267.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass53_0,268,private sealed class CatSwimmingModel.<>c__DisplayClass53_0 // TypeDefIndex: 268,code/Il2CppDumper_type_signatures/00268.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<>c__DisplayClass53_1,269,private sealed class CatSwimmingModel.<>c__DisplayClass53_1 // TypeDefIndex: 269,code/Il2CppDumper_type_signatures/00269.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<AddActivityScore>d__50,270,private struct CatSwimmingModel.<AddActivityScore>d__50 : IAsyncStateMachine // TypeDefIndex: 270,code/Il2CppDumper_type_signatures/00270.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel.<AddScore>d__35,271,private struct CatSwimmingModel.<AddScore>d__35 : IAsyncStateMachine // TypeDefIndex: 271,code/Il2CppDumper_type_signatures/00271.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/CatSwimmingModel.cs,,CatSwimmingModel,272,public class CatSwimmingModel : ActivityEntityBase // TypeDefIndex: 272,code/Il2CppDumper_type_signatures/00272.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel.<>c,544,private sealed class FishCultureModel.<>c // TypeDefIndex: 544,code/Il2CppDumper_type_signatures/00544.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel.<>c__DisplayClass35_0,545,private sealed class FishCultureModel.<>c__DisplayClass35_0 // TypeDefIndex: 545,code/Il2CppDumper_type_signatures/00545.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel.<>c__DisplayClass38_0,546,private sealed class FishCultureModel.<>c__DisplayClass38_0 // TypeDefIndex: 546,code/Il2CppDumper_type_signatures/00546.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel.<>c__DisplayClass38_1,547,private sealed class FishCultureModel.<>c__DisplayClass38_1 // TypeDefIndex: 547,code/Il2CppDumper_type_signatures/00547.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel.<>c__DisplayClass41_0,548,private sealed class FishCultureModel.<>c__DisplayClass41_0 // TypeDefIndex: 548,code/Il2CppDumper_type_signatures/00548.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel.<InitFromServerData>d__29,549,private struct FishCultureModel.<InitFromServerData>d__29 : IAsyncStateMachine // TypeDefIndex: 549,code/Il2CppDumper_type_signatures/00549.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/FishCultureModel.cs,,FishCultureModel,550,"public class FishCultureModel : ActivityEntityBase, I_ActivityStatus // TypeDefIndex: 550",code/Il2CppDumper_type_signatures/00550.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneBarrier.cs,,MapAdventureOneBarrier,717,public class MapAdventureOneBarrier : TableBase // TypeDefIndex: 717,code/Il2CppDumper_type_signatures/00717.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneBarrierItem.cs,,MapAdventureOneBarrierItem,718,public class MapAdventureOneBarrierItem : TableBase // TypeDefIndex: 718,code/Il2CppDumper_type_signatures/00718.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneBoardGrid.cs,,MapAdventureOneBoardGrid,719,public class MapAdventureOneBoardGrid : TableBase // TypeDefIndex: 719,code/Il2CppDumper_type_signatures/00719.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneConfig.cs,,MapAdventureOneConfig,720,public class MapAdventureOneConfig : TableBase // TypeDefIndex: 720,code/Il2CppDumper_type_signatures/00720.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneDeleItemConfig.cs,,MapAdventureOneDeleItemConfig,721,public class MapAdventureOneDeleItemConfig : TableBase // TypeDefIndex: 721,code/Il2CppDumper_type_signatures/00721.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneMergeConfig.cs,,MapAdventureOneMergeConfig,724,public class MapAdventureOneMergeConfig : TableBase // TypeDefIndex: 724,code/Il2CppDumper_type_signatures/00724.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureOneUnlockFog.cs,,MapAdventureOneUnlockFog,729,public class MapAdventureOneUnlockFog : TableBase // TypeDefIndex: 729,code/Il2CppDumper_type_signatures/00729.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoBarrier.cs,,MapAdventureTwoBarrier,731,public class MapAdventureTwoBarrier : TableBase // TypeDefIndex: 731,code/Il2CppDumper_type_signatures/00731.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoBarrierItem.cs,,MapAdventureTwoBarrierItem,732,public class MapAdventureTwoBarrierItem : TableBase // TypeDefIndex: 732,code/Il2CppDumper_type_signatures/00732.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoBoardGrid.cs,,MapAdventureTwoBoardGrid,734,public class MapAdventureTwoBoardGrid : TableBase // TypeDefIndex: 734,code/Il2CppDumper_type_signatures/00734.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoConfig.cs,,MapAdventureTwoConfig,735,public class MapAdventureTwoConfig : TableBase // TypeDefIndex: 735,code/Il2CppDumper_type_signatures/00735.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoDeleItemConfig.cs,,MapAdventureTwoDeleItemConfig,736,public class MapAdventureTwoDeleItemConfig : TableBase // TypeDefIndex: 736,code/Il2CppDumper_type_signatures/00736.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoMergeConfig.cs,,MapAdventureTwoMergeConfig,739,public class MapAdventureTwoMergeConfig : TableBase // TypeDefIndex: 739,code/Il2CppDumper_type_signatures/00739.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MapAdventureTwoUnlockFog.cs,,MapAdventureTwoUnlockFog,745,public class MapAdventureTwoUnlockFog : TableBase // TypeDefIndex: 745,code/Il2CppDumper_type_signatures/00745.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel.MomentsLightPicStatus,785,public enum MomentsLightModel.MomentsLightPicStatus // TypeDefIndex: 785,code/Il2CppDumper_type_signatures/00785.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel.<>c,786,private sealed class MomentsLightModel.<>c // TypeDefIndex: 786,code/Il2CppDumper_type_signatures/00786.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel.<>c__DisplayClass18_0,787,private sealed class MomentsLightModel.<>c__DisplayClass18_0 // TypeDefIndex: 787,code/Il2CppDumper_type_signatures/00787.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel.<>c__DisplayClass21_0,788,private sealed class MomentsLightModel.<>c__DisplayClass21_0 // TypeDefIndex: 788,code/Il2CppDumper_type_signatures/00788.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel.<>c__DisplayClass23_0,789,private sealed class MomentsLightModel.<>c__DisplayClass23_0 // TypeDefIndex: 789,code/Il2CppDumper_type_signatures/00789.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel.<>c__DisplayClass28_0,790,private sealed class MomentsLightModel.<>c__DisplayClass28_0 // TypeDefIndex: 790,code/Il2CppDumper_type_signatures/00790.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MomentsLightModel.cs,,MomentsLightModel,791,public class MomentsLightModel : ActivityEntityBase // TypeDefIndex: 791,code/Il2CppDumper_type_signatures/00791.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass48_0,845,private sealed class PizzaTowerModel.<>c__DisplayClass48_0 // TypeDefIndex: 845,code/Il2CppDumper_type_signatures/00845.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass49_0,846,private sealed class PizzaTowerModel.<>c__DisplayClass49_0 // TypeDefIndex: 846,code/Il2CppDumper_type_signatures/00846.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass50_0,847,private sealed class PizzaTowerModel.<>c__DisplayClass50_0 // TypeDefIndex: 847,code/Il2CppDumper_type_signatures/00847.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass51_0,848,private sealed class PizzaTowerModel.<>c__DisplayClass51_0 // TypeDefIndex: 848,code/Il2CppDumper_type_signatures/00848.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass52_0,849,private sealed class PizzaTowerModel.<>c__DisplayClass52_0 // TypeDefIndex: 849,code/Il2CppDumper_type_signatures/00849.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass54_0,850,private sealed class PizzaTowerModel.<>c__DisplayClass54_0 // TypeDefIndex: 850,code/Il2CppDumper_type_signatures/00850.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<>c__DisplayClass54_1,851,private sealed class PizzaTowerModel.<>c__DisplayClass54_1 // TypeDefIndex: 851,code/Il2CppDumper_type_signatures/00851.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<AddActivityScore>d__51,852,private struct PizzaTowerModel.<AddActivityScore>d__51 : IAsyncStateMachine // TypeDefIndex: 852,code/Il2CppDumper_type_signatures/00852.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel.<AddScore>d__36,853,private struct PizzaTowerModel.<AddScore>d__36 : IAsyncStateMachine // TypeDefIndex: 853,code/Il2CppDumper_type_signatures/00853.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/PizzaTowerModel.cs,,PizzaTowerModel,854,public class PizzaTowerModel : ActivityEntityBase // TypeDefIndex: 854,code/Il2CppDumper_type_signatures/00854.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonConfig.cs,,SummerWatermelonConfig,997,public class SummerWatermelonConfig : TableBase // TypeDefIndex: 997,code/Il2CppDumper_type_signatures/00997.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonProductAttenuationConfig.cs,,SummerWatermelonProductAttenuationConfig,1001,public class SummerWatermelonProductAttenuationConfig : TableBase // TypeDefIndex: 1001,code/Il2CppDumper_type_signatures/01001.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonProductConfig.cs,,SummerWatermelonProductConfig,1002,public class SummerWatermelonProductConfig : TableBase // TypeDefIndex: 1002,code/Il2CppDumper_type_signatures/01002.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonMergeBoard.cs,,SummerWatermelonMergeBoard.<>c,1005,private sealed class SummerWatermelonMergeBoard.<>c // TypeDefIndex: 1005,code/Il2CppDumper_type_signatures/01005.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonMergeBoard.cs,,SummerWatermelonMergeBoard,1006,public class SummerWatermelonMergeBoard : MergeBoard // TypeDefIndex: 1006,code/Il2CppDumper_type_signatures/01006.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass53_0,1007,private sealed class SummerWatermelonModel.<>c__DisplayClass53_0 // TypeDefIndex: 1007,code/Il2CppDumper_type_signatures/01007.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass84_0,1008,private sealed class SummerWatermelonModel.<>c__DisplayClass84_0 // TypeDefIndex: 1008,code/Il2CppDumper_type_signatures/01008.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass92_0,1009,private sealed class SummerWatermelonModel.<>c__DisplayClass92_0 // TypeDefIndex: 1009,code/Il2CppDumper_type_signatures/01009.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<OnNewItem>d__84,1010,private struct SummerWatermelonModel.<OnNewItem>d__84 : IAsyncStateMachine // TypeDefIndex: 1010,code/Il2CppDumper_type_signatures/01010.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel,1011,public class SummerWatermelonModel : ActivityEntityBase // TypeDefIndex: 1011,code/Il2CppDumper_type_signatures/01011.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyConfig.cs,,SummerWatermelonThirtyConfig,1030,public class SummerWatermelonThirtyConfig : TableBase // TypeDefIndex: 1030,code/Il2CppDumper_type_signatures/01030.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyDeleItemConfig.cs,,SummerWatermelonThirtyDeleItemConfig,1031,public class SummerWatermelonThirtyDeleItemConfig : TableBase // TypeDefIndex: 1031,code/Il2CppDumper_type_signatures/01031.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyProductAttenuationConfig.cs,,SummerWatermelonThirtyProductAttenuationConfig,1037,public class SummerWatermelonThirtyProductAttenuationConfig : TableBase // TypeDefIndex: 1037,code/Il2CppDumper_type_signatures/01037.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyProductConfig.cs,,SummerWatermelonThirtyProductConfig,1038,public class SummerWatermelonThirtyProductConfig : TableBase // TypeDefIndex: 1038,code/Il2CppDumper_type_signatures/01038.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,public class SummerWatermelonThirtyThreeConfig : TableBase // TypeDefIndex: 1042,code/Il2CppDumper_type_signatures/01042.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeDeleItemConfig.cs,,SummerWatermelonThirtyThreeDeleItemConfig,1043,public class SummerWatermelonThirtyThreeDeleItemConfig : TableBase // TypeDefIndex: 1043,code/Il2CppDumper_type_signatures/01043.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductAttenuationConfig.cs,,SummerWatermelonThirtyThreeProductAttenuationConfig,1049,public class SummerWatermelonThirtyThreeProductAttenuationConfig : TableBase // TypeDefIndex: 1049,code/Il2CppDumper_type_signatures/01049.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductConfig.cs,,SummerWatermelonThirtyThreeProductConfig,1050,public class SummerWatermelonThirtyThreeProductConfig : TableBase // TypeDefIndex: 1050,code/Il2CppDumper_type_signatures/01050.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridEight.cs,,BigBoardGridEight,1051,public class BigBoardGridEight : TableBase // TypeDefIndex: 1051,code/Il2CppDumper_type_signatures/01051.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightConfig.cs,,SummerWatermelonEightConfig,1053,public class SummerWatermelonEightConfig : TableBase // TypeDefIndex: 1053,code/Il2CppDumper_type_signatures/01053.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightDeleItemConfig.cs,,SummerWatermelonEightDeleItemConfig,1054,public class SummerWatermelonEightDeleItemConfig : TableBase // TypeDefIndex: 1054,code/Il2CppDumper_type_signatures/01054.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,public class SummerWatermelonEighTeenConfig : TableBase // TypeDefIndex: 1064,code/Il2CppDumper_type_signatures/01064.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenDeleItemConfig.cs,,SummerWatermelonEighTeenDeleItemConfig,1065,public class SummerWatermelonEighTeenDeleItemConfig : TableBase // TypeDefIndex: 1065,code/Il2CppDumper_type_signatures/01065.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductAttenuationConfig.cs,,SummerWatermelonEighTeenProductAttenuationConfig,1070,public class SummerWatermelonEighTeenProductAttenuationConfig : TableBase // TypeDefIndex: 1070,code/Il2CppDumper_type_signatures/01070.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductConfig.cs,,SummerWatermelonEighTeenProductConfig,1071,public class SummerWatermelonEighTeenProductConfig : TableBase // TypeDefIndex: 1071,code/Il2CppDumper_type_signatures/01071.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,public class SummerWatermelonElevenConfig : TableBase // TypeDefIndex: 1077,code/Il2CppDumper_type_signatures/01077.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenDeleItemConfig.cs,,SummerWatermelonElevenDeleItemConfig,1078,public class SummerWatermelonElevenDeleItemConfig : TableBase // TypeDefIndex: 1078,code/Il2CppDumper_type_signatures/01078.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductAttenuationConfig.cs,,SummerWatermelonElevenProductAttenuationConfig,1084,public class SummerWatermelonElevenProductAttenuationConfig : TableBase // TypeDefIndex: 1084,code/Il2CppDumper_type_signatures/01084.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductConfig.cs,,SummerWatermelonElevenProductConfig,1085,public class SummerWatermelonElevenProductConfig : TableBase // TypeDefIndex: 1085,code/Il2CppDumper_type_signatures/01085.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,public class SummerWatermelonFifteenConfig : TableBase // TypeDefIndex: 1094,code/Il2CppDumper_type_signatures/01094.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenDeleItemConfig.cs,,SummerWatermelonFifteenDeleItemConfig,1095,public class SummerWatermelonFifteenDeleItemConfig : TableBase // TypeDefIndex: 1095,code/Il2CppDumper_type_signatures/01095.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductAttenuationConfig.cs,,SummerWatermelonFifteenProductAttenuationConfig,1101,public class SummerWatermelonFifteenProductAttenuationConfig : TableBase // TypeDefIndex: 1101,code/Il2CppDumper_type_signatures/01101.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductConfig.cs,,SummerWatermelonFifteenProductConfig,1102,public class SummerWatermelonFifteenProductConfig : TableBase // TypeDefIndex: 1102,code/Il2CppDumper_type_signatures/01102.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,public class SummerWatermelonFiveConfig : TableBase // TypeDefIndex: 1107,code/Il2CppDumper_type_signatures/01107.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveDeleItemConfig.cs,,SummerWatermelonFiveDeleItemConfig,1108,public class SummerWatermelonFiveDeleItemConfig : TableBase // TypeDefIndex: 1108,code/Il2CppDumper_type_signatures/01108.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductAttenuationConfig.cs,,SummerWatermelonFiveProductAttenuationConfig,1114,public class SummerWatermelonFiveProductAttenuationConfig : TableBase // TypeDefIndex: 1114,code/Il2CppDumper_type_signatures/01114.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductConfig.cs,,SummerWatermelonFiveProductConfig,1115,public class SummerWatermelonFiveProductConfig : TableBase // TypeDefIndex: 1115,code/Il2CppDumper_type_signatures/01115.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridFour.cs,,BigBoardGridFour,1116,public class BigBoardGridFour : TableBase // TypeDefIndex: 1116,code/Il2CppDumper_type_signatures/01116.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourConfig.cs,,SummerWatermelonFourConfig,1119,public class SummerWatermelonFourConfig : TableBase // TypeDefIndex: 1119,code/Il2CppDumper_type_signatures/01119.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourDeleItemConfig.cs,,SummerWatermelonFourDeleItemConfig,1120,public class SummerWatermelonFourDeleItemConfig : TableBase // TypeDefIndex: 1120,code/Il2CppDumper_type_signatures/01120.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,public class SummerWatermelonFourteenConfig : TableBase // TypeDefIndex: 1131,code/Il2CppDumper_type_signatures/01131.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenDeleItemConfig.cs,,SummerWatermelonFourteenDeleItemConfig,1132,public class SummerWatermelonFourteenDeleItemConfig : TableBase // TypeDefIndex: 1132,code/Il2CppDumper_type_signatures/01132.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductAttenuationConfig.cs,,SummerWatermelonFourteenProductAttenuationConfig,1137,public class SummerWatermelonFourteenProductAttenuationConfig : TableBase // TypeDefIndex: 1137,code/Il2CppDumper_type_signatures/01137.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductConfig.cs,,SummerWatermelonFourteenProductConfig,1138,public class SummerWatermelonFourteenProductConfig : TableBase // TypeDefIndex: 1138,code/Il2CppDumper_type_signatures/01138.txt
