source_file,namespace,type,typedef_index,declaration_with_inheritance_and_interfaces,dumper_block
code/AssetRipper_generated_CSharp/Assembly-CSharp/TableMergeLine.cs,,TableMergeLine,2039,public class TableMergeLine : TableBase // TypeDefIndex: 2039,code/Il2CppDumper_type_signatures/02039.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/TableUnlockMergeLine.cs,,TableUnlockMergeLine,2040,public class TableUnlockMergeLine : TableBase // TypeDefIndex: 2040,code/Il2CppDumper_type_signatures/02040.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MBDrag.cs,,MBDrag,2252,"public class MBDrag : MonoBehaviour, IBeginDragHandler, IEventSystemHandler, IEndDragHandler, IDragHandler // TypeDefIndex: 2252",code/Il2CppDumper_type_signatures/02252.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeGuideLogic.cs,,MergeGuideLogic,2696,public class MergeGuideLogic : Manager<MergeGuideLogic> // TypeDefIndex: 2696,code/Il2CppDumper_type_signatures/02696.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.MergeBoardDataStruct,2701,public class MergeManager.MergeBoardDataStruct // TypeDefIndex: 2701,code/Il2CppDumper_type_signatures/02701.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c,2702,private sealed class MergeManager.<>c // TypeDefIndex: 2702,code/Il2CppDumper_type_signatures/02702.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c__DisplayClass200_0,2703,private sealed class MergeManager.<>c__DisplayClass200_0 // TypeDefIndex: 2703,code/Il2CppDumper_type_signatures/02703.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c__DisplayClass200_1,2704,private sealed class MergeManager.<>c__DisplayClass200_1 // TypeDefIndex: 2704,code/Il2CppDumper_type_signatures/02704.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c__DisplayClass283_0,2705,private sealed class MergeManager.<>c__DisplayClass283_0 // TypeDefIndex: 2705,code/Il2CppDumper_type_signatures/02705.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c__DisplayClass284_0,2706,private sealed class MergeManager.<>c__DisplayClass284_0 // TypeDefIndex: 2706,code/Il2CppDumper_type_signatures/02706.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c__DisplayClass314_0,2707,private sealed class MergeManager.<>c__DisplayClass314_0 // TypeDefIndex: 2707,code/Il2CppDumper_type_signatures/02707.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager.<>c__DisplayClass314_1,2708,private sealed class MergeManager.<>c__DisplayClass314_1 // TypeDefIndex: 2708,code/Il2CppDumper_type_signatures/02708.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeManager.cs,,MergeManager,2709,public class MergeManager : Manager<MergeManager> // TypeDefIndex: 2709,code/Il2CppDumper_type_signatures/02709.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/RefreshItemSource.cs,,RefreshItemSource,2710,public enum RefreshItemSource // TypeDefIndex: 2710,code/Il2CppDumper_type_signatures/02710.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardEnum.cs,,MergeBoardEnum,2711,public enum MergeBoardEnum // TypeDefIndex: 2711,code/Il2CppDumper_type_signatures/02711.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeResourceManager.cs,,MergeResourceManager.MergeSourcesType,2715,public enum MergeResourceManager.MergeSourcesType // TypeDefIndex: 2715,code/Il2CppDumper_type_signatures/02715.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeResourceManager.cs,,MergeResourceManager,2716,public class MergeResourceManager : Singleton<MergeResourceManager> // TypeDefIndex: 2716,code/Il2CppDumper_type_signatures/02716.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.Grid,2717,public class MergeBoard.Grid // TypeDefIndex: 2717,code/Il2CppDumper_type_signatures/02717.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.AutoTipType,2718,private enum MergeBoard.AutoTipType // TypeDefIndex: 2718,code/Il2CppDumper_type_signatures/02718.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c,2719,private sealed class MergeBoard.<>c // TypeDefIndex: 2719,code/Il2CppDumper_type_signatures/02719.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass139_0,2720,private sealed class MergeBoard.<>c__DisplayClass139_0 // TypeDefIndex: 2720,code/Il2CppDumper_type_signatures/02720.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass139_1,2721,private sealed class MergeBoard.<>c__DisplayClass139_1 // TypeDefIndex: 2721,code/Il2CppDumper_type_signatures/02721.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass155_0,2722,private sealed class MergeBoard.<>c__DisplayClass155_0 // TypeDefIndex: 2722,code/Il2CppDumper_type_signatures/02722.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_0,2723,private sealed class MergeBoard.<>c__DisplayClass178_0 // TypeDefIndex: 2723,code/Il2CppDumper_type_signatures/02723.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_1,2724,private sealed class MergeBoard.<>c__DisplayClass178_1 // TypeDefIndex: 2724,code/Il2CppDumper_type_signatures/02724.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_10,2725,private sealed class MergeBoard.<>c__DisplayClass178_10 // TypeDefIndex: 2725,code/Il2CppDumper_type_signatures/02725.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_11,2726,private sealed class MergeBoard.<>c__DisplayClass178_11 // TypeDefIndex: 2726,code/Il2CppDumper_type_signatures/02726.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_12,2727,private sealed class MergeBoard.<>c__DisplayClass178_12 // TypeDefIndex: 2727,code/Il2CppDumper_type_signatures/02727.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_2,2728,private sealed class MergeBoard.<>c__DisplayClass178_2 // TypeDefIndex: 2728,code/Il2CppDumper_type_signatures/02728.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_3,2729,private sealed class MergeBoard.<>c__DisplayClass178_3 // TypeDefIndex: 2729,code/Il2CppDumper_type_signatures/02729.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_4,2730,private sealed class MergeBoard.<>c__DisplayClass178_4 // TypeDefIndex: 2730,code/Il2CppDumper_type_signatures/02730.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_5,2731,private sealed class MergeBoard.<>c__DisplayClass178_5 // TypeDefIndex: 2731,code/Il2CppDumper_type_signatures/02731.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_6,2732,private sealed class MergeBoard.<>c__DisplayClass178_6 // TypeDefIndex: 2732,code/Il2CppDumper_type_signatures/02732.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_7,2733,private sealed class MergeBoard.<>c__DisplayClass178_7 // TypeDefIndex: 2733,code/Il2CppDumper_type_signatures/02733.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_8,2734,private sealed class MergeBoard.<>c__DisplayClass178_8 // TypeDefIndex: 2734,code/Il2CppDumper_type_signatures/02734.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass178_9,2735,private sealed class MergeBoard.<>c__DisplayClass178_9 // TypeDefIndex: 2735,code/Il2CppDumper_type_signatures/02735.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass183_0,2736,private sealed class MergeBoard.<>c__DisplayClass183_0 // TypeDefIndex: 2736,code/Il2CppDumper_type_signatures/02736.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass184_0,2737,private sealed class MergeBoard.<>c__DisplayClass184_0 // TypeDefIndex: 2737,code/Il2CppDumper_type_signatures/02737.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass185_0,2738,private sealed class MergeBoard.<>c__DisplayClass185_0 // TypeDefIndex: 2738,code/Il2CppDumper_type_signatures/02738.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass188_0,2739,private sealed class MergeBoard.<>c__DisplayClass188_0 // TypeDefIndex: 2739,code/Il2CppDumper_type_signatures/02739.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass189_0,2740,private sealed class MergeBoard.<>c__DisplayClass189_0 // TypeDefIndex: 2740,code/Il2CppDumper_type_signatures/02740.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass4_0,2741,private sealed class MergeBoard.<>c__DisplayClass4_0 // TypeDefIndex: 2741,code/Il2CppDumper_type_signatures/02741.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass53_0,2742,private sealed class MergeBoard.<>c__DisplayClass53_0 // TypeDefIndex: 2742,code/Il2CppDumper_type_signatures/02742.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<>c__DisplayClass89_0,2743,private sealed class MergeBoard.<>c__DisplayClass89_0 // TypeDefIndex: 2743,code/Il2CppDumper_type_signatures/02743.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<DelayPlayAnim>d__152,2744,"private sealed class MergeBoard.<DelayPlayAnim>d__152 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2744",code/Il2CppDumper_type_signatures/02744.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<DelayWorkGuideLogic>d__56,2745,"private sealed class MergeBoard.<DelayWorkGuideLogic>d__56 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2745",code/Il2CppDumper_type_signatures/02745.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<PlayTimeSpeedAnimation>d__94,2746,"private sealed class MergeBoard.<PlayTimeSpeedAnimation>d__94 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2746",code/Il2CppDumper_type_signatures/02746.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard.<PlayTimeTween>d__95,2747,"private sealed class MergeBoard.<PlayTimeTween>d__95 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2747",code/Il2CppDumper_type_signatures/02747.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoard.cs,,MergeBoard,2748,"public class MergeBoard : MonoBehaviour, IOnApplicationPause // TypeDefIndex: 2748",code/Il2CppDumper_type_signatures/02748.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c,2749,private sealed class MergeBoardItem.<>c // TypeDefIndex: 2749,code/Il2CppDumper_type_signatures/02749.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass100_0,2750,private sealed class MergeBoardItem.<>c__DisplayClass100_0 // TypeDefIndex: 2750,code/Il2CppDumper_type_signatures/02750.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass118_0,2751,private sealed class MergeBoardItem.<>c__DisplayClass118_0 // TypeDefIndex: 2751,code/Il2CppDumper_type_signatures/02751.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass129_0,2752,private sealed class MergeBoardItem.<>c__DisplayClass129_0 // TypeDefIndex: 2752,code/Il2CppDumper_type_signatures/02752.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass134_0,2753,private sealed class MergeBoardItem.<>c__DisplayClass134_0 // TypeDefIndex: 2753,code/Il2CppDumper_type_signatures/02753.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass136_0,2754,private sealed class MergeBoardItem.<>c__DisplayClass136_0 // TypeDefIndex: 2754,code/Il2CppDumper_type_signatures/02754.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass138_0,2755,private sealed class MergeBoardItem.<>c__DisplayClass138_0 // TypeDefIndex: 2755,code/Il2CppDumper_type_signatures/02755.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass141_0,2756,private sealed class MergeBoardItem.<>c__DisplayClass141_0 // TypeDefIndex: 2756,code/Il2CppDumper_type_signatures/02756.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass161_0,2757,private sealed class MergeBoardItem.<>c__DisplayClass161_0 // TypeDefIndex: 2757,code/Il2CppDumper_type_signatures/02757.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass163_0,2758,private sealed class MergeBoardItem.<>c__DisplayClass163_0 // TypeDefIndex: 2758,code/Il2CppDumper_type_signatures/02758.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass476_0,2759,private sealed class MergeBoardItem.<>c__DisplayClass476_0 // TypeDefIndex: 2759,code/Il2CppDumper_type_signatures/02759.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass506_0,2760,private sealed class MergeBoardItem.<>c__DisplayClass506_0 // TypeDefIndex: 2760,code/Il2CppDumper_type_signatures/02760.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<>c__DisplayClass538_0,2761,private sealed class MergeBoardItem.<>c__DisplayClass538_0 // TypeDefIndex: 2761,code/Il2CppDumper_type_signatures/02761.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<HideOrderBoxHintAfterDelay>d__158,2762,"private sealed class MergeBoardItem.<HideOrderBoxHintAfterDelay>d__158 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2762",code/Il2CppDumper_type_signatures/02762.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem.<OnDecompos>d__143,2763,"private sealed class MergeBoardItem.<OnDecompos>d__143 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2763",code/Il2CppDumper_type_signatures/02763.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeBoardItem.cs,,MergeBoardItem,2764,public class MergeBoardItem : MonoBehaviour // TypeDefIndex: 2764,code/Il2CppDumper_type_signatures/02764.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.ConfigTemplate,2765,private class MergeConfigManager.ConfigTemplate // TypeDefIndex: 2765,code/Il2CppDumper_type_signatures/02765.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c,2766,private sealed class MergeConfigManager.<>c // TypeDefIndex: 2766,code/Il2CppDumper_type_signatures/02766.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c__DisplayClass40_0,2767,private sealed class MergeConfigManager.<>c__DisplayClass40_0 // TypeDefIndex: 2767,code/Il2CppDumper_type_signatures/02767.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c__DisplayClass41_0,2768,private sealed class MergeConfigManager.<>c__DisplayClass41_0 // TypeDefIndex: 2768,code/Il2CppDumper_type_signatures/02768.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c__DisplayClass42_0,2769,private sealed class MergeConfigManager.<>c__DisplayClass42_0 // TypeDefIndex: 2769,code/Il2CppDumper_type_signatures/02769.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c__DisplayClass49_0,2770,private sealed class MergeConfigManager.<>c__DisplayClass49_0 // TypeDefIndex: 2770,code/Il2CppDumper_type_signatures/02770.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c__DisplayClass53_0,2771,private sealed class MergeConfigManager.<>c__DisplayClass53_0 // TypeDefIndex: 2771,code/Il2CppDumper_type_signatures/02771.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager.<>c__DisplayClass8_0,2772,private sealed class MergeConfigManager.<>c__DisplayClass8_0 // TypeDefIndex: 2772,code/Il2CppDumper_type_signatures/02772.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeConfigManager.cs,,MergeConfigManager,2773,public class MergeConfigManager : Manager<MergeConfigManager> // TypeDefIndex: 2773,code/Il2CppDumper_type_signatures/02773.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeItemStatus.cs,,MergeItemStatus,2774,public enum MergeItemStatus // TypeDefIndex: 2774,code/Il2CppDumper_type_signatures/02774.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeItemType.cs,,MergeItemType,2775,public enum MergeItemType // TypeDefIndex: 2775,code/Il2CppDumper_type_signatures/02775.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ActiveCostType.cs,,ActiveCostType,2777,public enum ActiveCostType // TypeDefIndex: 2777,code/Il2CppDumper_type_signatures/02777.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeEvent.cs,,MergeEvent,2778,public class MergeEvent // TypeDefIndex: 2778,code/Il2CppDumper_type_signatures/02778.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController.MergeBoardTheme,2784,public class MergeMainController.MergeBoardTheme // TypeDefIndex: 2784,code/Il2CppDumper_type_signatures/02784.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController.MergeBoardThemeEnum,2785,public enum MergeMainController.MergeBoardThemeEnum // TypeDefIndex: 2785,code/Il2CppDumper_type_signatures/02785.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController.<>c,2786,private sealed class MergeMainController.<>c // TypeDefIndex: 2786,code/Il2CppDumper_type_signatures/02786.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController.<>c__DisplayClass100_0,2787,private sealed class MergeMainController.<>c__DisplayClass100_0 // TypeDefIndex: 2787,code/Il2CppDumper_type_signatures/02787.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController.<Start>d__77,2788,"private sealed class MergeMainController.<Start>d__77 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2788",code/Il2CppDumper_type_signatures/02788.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController.<WaitHideBagEffect>d__108,2789,"private sealed class MergeMainController.<WaitHideBagEffect>d__108 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2789",code/Il2CppDumper_type_signatures/02789.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeMainController.cs,,MergeMainController,2790,public class MergeMainController : UIWindowController // TypeDefIndex: 2790,code/Il2CppDumper_type_signatures/02790.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergePackageUnit.cs,,MergePackageUnit,2791,public class MergePackageUnit : MonoBehaviour // TypeDefIndex: 2791,code/Il2CppDumper_type_signatures/02791.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergePackageUnitType.cs,,MergePackageUnitType,2792,public enum MergePackageUnitType // TypeDefIndex: 2792,code/Il2CppDumper_type_signatures/02792.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeClickTips.cs,,MergeClickTips.SpeedUpType,2818,public enum MergeClickTips.SpeedUpType // TypeDefIndex: 2818,code/Il2CppDumper_type_signatures/02818.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeClickTips.cs,,MergeClickTips.<>c,2819,private sealed class MergeClickTips.<>c // TypeDefIndex: 2819,code/Il2CppDumper_type_signatures/02819.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeClickTips.cs,,MergeClickTips.<>c__DisplayClass91_0,2820,private sealed class MergeClickTips.<>c__DisplayClass91_0 // TypeDefIndex: 2820,code/Il2CppDumper_type_signatures/02820.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeClickTips.cs,,MergeClickTips.<SetBubbleDismiss>d__98,2821,"private sealed class MergeClickTips.<SetBubbleDismiss>d__98 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 2821",code/Il2CppDumper_type_signatures/02821.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/MergeClickTips.cs,,MergeClickTips,2822,public class MergeClickTips : MonoBehaviour // TypeDefIndex: 2822,code/Il2CppDumper_type_signatures/02822.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Order/Order/Creator/CreatorMergeLineFix.cs,Order.Order.Creator,CreatorMergeLineFix,3002,public class CreatorMergeLineFix // TypeDefIndex: 3002,code/Il2CppDumper_type_signatures/03002.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Gameplay/UserData.cs,Gameplay,UserData,3409,public sealed class UserData : GlobalSystem<UserData> // TypeDefIndex: 3409,code/Il2CppDumper_type_signatures/03409.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/ActivityLocal/NewbieRoom/Model/NewbieRoomModel.cs,ActivityLocal.NewbieRoom.Model,NewbieRoomModel,3595,public class NewbieRoomModel : Manager<NewbieRoomModel> // TypeDefIndex: 3595,code/Il2CppDumper_type_signatures/03595.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/VegetableTreasures/Model/GardenTreasureModel.cs,Activity.VegetableTreasures.Model,GardenTreasureModel,3751,public class GardenTreasureModel : ActivityEntityBase // TypeDefIndex: 3751,code/Il2CppDumper_type_signatures/03751.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/TreasureHunt/TreasureHuntModel.cs,Activity.TreasureHunt,TreasureHuntModel,3762,public class TreasureHuntModel : ActivityEntityBase // TypeDefIndex: 3762,code/Il2CppDumper_type_signatures/03762.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/SummerWatermelonMergeBoard.cs,Activity.SummerWatermelonTwo,SummerWatermelonMergeBoard,3770,public class SummerWatermelonMergeBoard : MergeBoard // TypeDefIndex: 3770,code/Il2CppDumper_type_signatures/03770.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/SummerWatermelonMergeBoard_Big.cs,Activity.SummerWatermelonTwo,SummerWatermelonMergeBoard_Big,3771,public class SummerWatermelonMergeBoard_Big : MergeBoard // TypeDefIndex: 3771,code/Il2CppDumper_type_signatures/03771.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass116_0,3772,private sealed class SummerWatermelonModel.<>c__DisplayClass116_0 // TypeDefIndex: 3772,code/Il2CppDumper_type_signatures/03772.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass54_0,3773,private sealed class SummerWatermelonModel.<>c__DisplayClass54_0 // TypeDefIndex: 3773,code/Il2CppDumper_type_signatures/03773.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass54_1,3774,private sealed class SummerWatermelonModel.<>c__DisplayClass54_1 // TypeDefIndex: 3774,code/Il2CppDumper_type_signatures/03774.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass58_0,3775,private sealed class SummerWatermelonModel.<>c__DisplayClass58_0 // TypeDefIndex: 3775,code/Il2CppDumper_type_signatures/03775.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<>c__DisplayClass94_0,3776,private sealed class SummerWatermelonModel.<>c__DisplayClass94_0 // TypeDefIndex: 3776,code/Il2CppDumper_type_signatures/03776.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonModel.cs,,SummerWatermelonModel.<OnNewItem>d__93,3777,private struct SummerWatermelonModel.<OnNewItem>d__93 : IAsyncStateMachine // TypeDefIndex: 3777,code/Il2CppDumper_type_signatures/03777.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelonTwo/SummerWatermelonModel.cs,Activity.SummerWatermelonTwo,SummerWatermelonModel,3778,public class SummerWatermelonModel : ActivityEntityBase // TypeDefIndex: 3778,code/Il2CppDumper_type_signatures/03778.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_22/SummerWatermelonMergeBoard1.cs,Activity.SummerWatermelon_22,SummerWatermelonMergeBoard1,3805,public class SummerWatermelonMergeBoard1 : MergeBoard // TypeDefIndex: 3805,code/Il2CppDumper_type_signatures/03805.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_22/SummerWatermelonMergeBoard2.cs,Activity.SummerWatermelon_22,SummerWatermelonMergeBoard2,3806,public class SummerWatermelonMergeBoard2 : MergeBoard // TypeDefIndex: 3806,code/Il2CppDumper_type_signatures/03806.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_22/SummerWatermelonMergeBoard3.cs,Activity.SummerWatermelon_22,SummerWatermelonMergeBoard3,3807,public class SummerWatermelonMergeBoard3 : MergeBoard // TypeDefIndex: 3807,code/Il2CppDumper_type_signatures/03807.txt
code/AssetRipper_generated_CSharp/Assembly-CSharp/Activity/SummerWatermelon_22/SummerWatermelonMergeBoard4.cs,Activity.SummerWatermelon_22,SummerWatermelonMergeBoard4,3808,public class SummerWatermelonMergeBoard4 : MergeBoard // TypeDefIndex: 3808,code/Il2CppDumper_type_signatures/03808.txt
