source_file,namespace,type,typedef_index,field_declaration_and_offset
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyProductConfig.cs,,SummerWatermelonThirtyProductConfig,1038,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private List<int> <UnlockItemIds>k__BackingField; // 0x28
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private int <UnlockStep>k__BackingField; // 0x2C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeConfig.cs,,SummerWatermelonThirtyThreeConfig,1042,private List<int> <MoveCheckNum>k__BackingField; // 0x30
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeDeleItemConfig.cs,,SummerWatermelonThirtyThreeDeleItemConfig,1043,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeDeleItemConfig.cs,,SummerWatermelonThirtyThreeDeleItemConfig,1043,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductAttenuationConfig.cs,,SummerWatermelonThirtyThreeProductAttenuationConfig,1049,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductAttenuationConfig.cs,,SummerWatermelonThirtyThreeProductAttenuationConfig,1049,private int <ProductCount>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductAttenuationConfig.cs,,SummerWatermelonThirtyThreeProductAttenuationConfig,1049,private float <TotalWeightMulti>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductConfig.cs,,SummerWatermelonThirtyThreeProductConfig,1050,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductConfig.cs,,SummerWatermelonThirtyThreeProductConfig,1050,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductConfig.cs,,SummerWatermelonThirtyThreeProductConfig,1050,private List<int> <OutPut>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductConfig.cs,,SummerWatermelonThirtyThreeProductConfig,1050,private List<int> <Weight>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonThirtyThreeProductConfig.cs,,SummerWatermelonThirtyThreeProductConfig,1050,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridEight.cs,,BigBoardGridEight,1051,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridEight.cs,,BigBoardGridEight,1051,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridEight.cs,,BigBoardGridEight,1051,private int <State>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridEight.cs,,BigBoardGridEight,1051,private int <UnlockState>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridEight.cs,,BigBoardGridEight,1051,private List<int> <ReplaceItem>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightConfig.cs,,SummerWatermelonEightConfig,1053,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightConfig.cs,,SummerWatermelonEightConfig,1053,private int <Hoe>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightConfig.cs,,SummerWatermelonEightConfig,1053,private List<int> <RecycleItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightConfig.cs,,SummerWatermelonEightConfig,1053,private List<int> <CollectAllReward>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightConfig.cs,,SummerWatermelonEightConfig,1053,private List<int> <CollectAllRewardCount>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightDeleItemConfig.cs,,SummerWatermelonEightDeleItemConfig,1054,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEightDeleItemConfig.cs,,SummerWatermelonEightDeleItemConfig,1054,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private List<int> <UnlockItemIds>k__BackingField; // 0x28
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private int <UnlockStep>k__BackingField; // 0x2C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenConfig.cs,,SummerWatermelonEighTeenConfig,1064,private List<int> <MoveCheckNum>k__BackingField; // 0x30
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenDeleItemConfig.cs,,SummerWatermelonEighTeenDeleItemConfig,1065,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenDeleItemConfig.cs,,SummerWatermelonEighTeenDeleItemConfig,1065,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductAttenuationConfig.cs,,SummerWatermelonEighTeenProductAttenuationConfig,1070,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductAttenuationConfig.cs,,SummerWatermelonEighTeenProductAttenuationConfig,1070,private int <ProductCount>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductAttenuationConfig.cs,,SummerWatermelonEighTeenProductAttenuationConfig,1070,private float <TotalWeightMulti>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductConfig.cs,,SummerWatermelonEighTeenProductConfig,1071,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductConfig.cs,,SummerWatermelonEighTeenProductConfig,1071,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductConfig.cs,,SummerWatermelonEighTeenProductConfig,1071,private List<int> <OutPut>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductConfig.cs,,SummerWatermelonEighTeenProductConfig,1071,private List<int> <Weight>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonEighTeenProductConfig.cs,,SummerWatermelonEighTeenProductConfig,1071,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private int <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenConfig.cs,,SummerWatermelonElevenConfig,1077,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenDeleItemConfig.cs,,SummerWatermelonElevenDeleItemConfig,1078,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenDeleItemConfig.cs,,SummerWatermelonElevenDeleItemConfig,1078,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductAttenuationConfig.cs,,SummerWatermelonElevenProductAttenuationConfig,1084,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductAttenuationConfig.cs,,SummerWatermelonElevenProductAttenuationConfig,1084,private int <ProductCount>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductAttenuationConfig.cs,,SummerWatermelonElevenProductAttenuationConfig,1084,private float <TotalWeightMulti>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductConfig.cs,,SummerWatermelonElevenProductConfig,1085,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductConfig.cs,,SummerWatermelonElevenProductConfig,1085,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductConfig.cs,,SummerWatermelonElevenProductConfig,1085,private List<int> <OutPut>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductConfig.cs,,SummerWatermelonElevenProductConfig,1085,private List<int> <Weight>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonElevenProductConfig.cs,,SummerWatermelonElevenProductConfig,1085,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private List<int> <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenConfig.cs,,SummerWatermelonFifteenConfig,1094,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenDeleItemConfig.cs,,SummerWatermelonFifteenDeleItemConfig,1095,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenDeleItemConfig.cs,,SummerWatermelonFifteenDeleItemConfig,1095,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductAttenuationConfig.cs,,SummerWatermelonFifteenProductAttenuationConfig,1101,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductAttenuationConfig.cs,,SummerWatermelonFifteenProductAttenuationConfig,1101,private int <ProductCount>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductAttenuationConfig.cs,,SummerWatermelonFifteenProductAttenuationConfig,1101,private float <TotalWeightMulti>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductConfig.cs,,SummerWatermelonFifteenProductConfig,1102,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductConfig.cs,,SummerWatermelonFifteenProductConfig,1102,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductConfig.cs,,SummerWatermelonFifteenProductConfig,1102,private List<int> <OutPut>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductConfig.cs,,SummerWatermelonFifteenProductConfig,1102,private List<int> <Weight>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFifteenProductConfig.cs,,SummerWatermelonFifteenProductConfig,1102,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private int <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveConfig.cs,,SummerWatermelonFiveConfig,1107,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveDeleItemConfig.cs,,SummerWatermelonFiveDeleItemConfig,1108,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveDeleItemConfig.cs,,SummerWatermelonFiveDeleItemConfig,1108,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductAttenuationConfig.cs,,SummerWatermelonFiveProductAttenuationConfig,1114,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductAttenuationConfig.cs,,SummerWatermelonFiveProductAttenuationConfig,1114,private int <ProductCount>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductAttenuationConfig.cs,,SummerWatermelonFiveProductAttenuationConfig,1114,private float <TotalWeightMulti>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductConfig.cs,,SummerWatermelonFiveProductConfig,1115,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductConfig.cs,,SummerWatermelonFiveProductConfig,1115,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductConfig.cs,,SummerWatermelonFiveProductConfig,1115,private List<int> <OutPut>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductConfig.cs,,SummerWatermelonFiveProductConfig,1115,private List<int> <Weight>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFiveProductConfig.cs,,SummerWatermelonFiveProductConfig,1115,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridFour.cs,,BigBoardGridFour,1116,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridFour.cs,,BigBoardGridFour,1116,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridFour.cs,,BigBoardGridFour,1116,private int <State>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridFour.cs,,BigBoardGridFour,1116,private int <UnlockState>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/BigBoardGridFour.cs,,BigBoardGridFour,1116,private List<int> <ReplaceItem>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourConfig.cs,,SummerWatermelonFourConfig,1119,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourConfig.cs,,SummerWatermelonFourConfig,1119,private int <Hoe>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourConfig.cs,,SummerWatermelonFourConfig,1119,private List<int> <RecycleItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourConfig.cs,,SummerWatermelonFourConfig,1119,private List<int> <CollectAllReward>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourConfig.cs,,SummerWatermelonFourConfig,1119,private List<int> <CollectAllRewardCount>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourDeleItemConfig.cs,,SummerWatermelonFourDeleItemConfig,1120,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourDeleItemConfig.cs,,SummerWatermelonFourDeleItemConfig,1120,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private int <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenConfig.cs,,SummerWatermelonFourteenConfig,1131,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenDeleItemConfig.cs,,SummerWatermelonFourteenDeleItemConfig,1132,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenDeleItemConfig.cs,,SummerWatermelonFourteenDeleItemConfig,1132,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductAttenuationConfig.cs,,SummerWatermelonFourteenProductAttenuationConfig,1137,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductAttenuationConfig.cs,,SummerWatermelonFourteenProductAttenuationConfig,1137,private int <ProductCount>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductAttenuationConfig.cs,,SummerWatermelonFourteenProductAttenuationConfig,1137,private float <TotalWeightMulti>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductConfig.cs,,SummerWatermelonFourteenProductConfig,1138,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductConfig.cs,,SummerWatermelonFourteenProductConfig,1138,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductConfig.cs,,SummerWatermelonFourteenProductConfig,1138,private List<int> <OutPut>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductConfig.cs,,SummerWatermelonFourteenProductConfig,1138,private List<int> <Weight>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonFourteenProductConfig.cs,,SummerWatermelonFourteenProductConfig,1138,private int <MaxWeight>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private int <LineId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private List<int> <InitItems>k__BackingField; // 0x10
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private int <LineIdChild>k__BackingField; // 0x14
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private List<int> <BigBoardUnlockLevel>k__BackingField; // 0x18
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private List<int> <NoRecycleItems>k__BackingField; // 0x1C
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private int <IsOpenBP>k__BackingField; // 0x20
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private int <BpShopID>k__BackingField; // 0x24
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightConfig.cs,,SummerWatermelonTwentyEightConfig,1145,private int <DecorationLevel>k__BackingField; // 0x28
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightDeleItemConfig.cs,,SummerWatermelonTwentyEightDeleItemConfig,1146,private int <Id>k__BackingField; // 0x8
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightDeleItemConfig.cs,,SummerWatermelonTwentyEightDeleItemConfig,1146,private int <ItemId>k__BackingField; // 0xC
code/AssetRipper_generated_CSharp/Assembly-CSharp/SummerWatermelonTwentyEightProductAttenuationConfig.cs,,SummerWatermelonTwentyEightProductAttenuationConfig,1152,private int <Id>k__BackingField; // 0x8
