assembly,type_file,source_file,line,namespace,kind,name,declaration,role
Metacore.MergeMansion.SharedLogic,GameLogic/CollectionsExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/CollectionsExtensions.cs,88,GameLogic,class,"_003CCommonKeys_003Ed__1<TKey,","public sealed class _003CCommonKeys_003Ed__1<TKey, TValue, TOtherValue> : IEnumerable<TKey>, IEnumerable, IEnumerator<TKey>, IEnumerator, IDisposable",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Config/CollectItemsOnSessionStartSettings.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/CollectItemsOnSessionStartSettings.cs,8,GameLogic.Config,class,CollectItemsOnSessionStartSettings,public class CollectItemsOnSessionStartSettings,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,30,GameLogic.Config,class,ConfigExtensions,public static class ConfigExtensions,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,32,GameLogic.Config,class,ItemIdShadow,public class ItemIdShadow : IHasGameConfigKey<string>,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,40,GameLogic.Config,class,_003CParseBoultonLeagueEventIds_003Ed__23,"public sealed class _003CParseBoultonLeagueEventIds_003Ed__23 : IEnumerable<BoultonLeagueEventId>, IEnumerable, IEnumerator<BoultonLeagueEventId>, IEnumerator, IDisposable",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,120,GameLogic.Config,class,_003CParseLayeredDecorationInfos_003Ed__57,"public sealed class _003CParseLayeredDecorationInfos_003Ed__57 : IEnumerable<DecorationLayerInfo>, IEnumerable, IEnumerator<DecorationLayerInfo>, IEnumerator, IDisposable",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,202,GameLogic.Config,class,_003CParseLeaderboardEventIds_003Ed__22,"public sealed class _003CParseLeaderboardEventIds_003Ed__22 : IEnumerable<LeaderboardEventId>, IEnumerable, IEnumerator<LeaderboardEventId>, IEnumerator, IDisposable",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,282,GameLogic.Config,class,_003CParseMergeBoardIds_003Ed__67,"public sealed class _003CParseMergeBoardIds_003Ed__67 : IEnumerable<MergeBoardId>, IEnumerable, IEnumerator<MergeBoardId>, IEnumerator, IDisposable",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ConfigExtensions.cs,362,GameLogic.Config,class,_003CParseSinkInActions_003Ed__64,"public sealed class _003CParseSinkInActions_003Ed__64 : IEnumerable<ISinkInAction>, IEnumerable, IEnumerator<ISinkInAction>, IEnumerator, IDisposable",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/Costs/CurrencyCost.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/Costs/CurrencyCost.cs,6,GameLogic.Config.Costs,class,CurrencyCost,public abstract class CurrencyCost : ICost,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/Costs/EventCurrencyCost.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/Costs/EventCurrencyCost.cs,8,GameLogic.Config.Costs,class,EventCurrencyCost,public class EventCurrencyCost : CurrencyCost,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/Costs/GameCurrencyCost.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/Costs/GameCurrencyCost.cs,7,GameLogic.Config.Costs,class,GameCurrencyCost,public class GameCurrencyCost : CurrencyCost,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEnableType.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEnableType.cs,7,GameLogic.Config.EnergyModeEvent,enum,EnergyModeEnableType,public enum EnergyModeEnableType,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventId.cs,7,GameLogic.Config.EnergyModeEvent,class,EnergyModeEventId,public class EnergyModeEventId : StringId<EnergyModeEventId>,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,19,GameLogic.Config.EnergyModeEvent,class,EnergyModeEventInfo,"public class EnergyModeEventInfo : IMetaActivableConfigData<EnergyModeEventId>, IMetaActivableConfigData, IGameConfigData, IMetaActivableInfo, IGameConfigData<EnergyModeEventId>, IHasGameConfigKey<EnergyModeEventId>, IMetaActivableInfo<EnergyModeEventId>, IEventSharedInfo, IValidatable, IHasRequirement",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,11,GameLogic.Config.EnergyModeEvent,class,EnergyModeEventModel,"public class EnergyModeEventModel : MetaActivableState<EnergyModeEventId, EnergyModeEventInfo>, IGroupIdGetter",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,11,GameLogic.Config.EnergyModeEvent,class,EnergyModeEventSource,"public class EnergyModeEventSource : IConfigItemSource<EnergyModeEventInfo, EnergyModeEventId>, IGameConfigSourceItem<EnergyModeEventId, EnergyModeEventInfo>, IHasGameConfigKey<EnergyModeEventId>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/PlayerEnergyModeEventsModel.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/PlayerEnergyModeEventsModel.cs,15,GameLogic.Config.EnergyModeEvent,class,PlayerEnergyModeEventsModel,"public class PlayerEnergyModeEventsModel : MetaActivableSet<EnergyModeEventId, EnergyModeEventInfo, EnergyModeEventModel>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergySettingsConfig.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergySettingsConfig.cs,10,GameLogic.Config,class,EnergySettingsConfig,"public class EnergySettingsConfig : IGameConfigData<EnergyType>, IGameConfigData, IHasGameConfigKey<EnergyType>, IValidatable",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergySettingsConfigSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergySettingsConfigSource.cs,8,GameLogic.Config,class,EnergySettingsConfigSource,"public class EnergySettingsConfigSource : IConfigItemSource<EnergySettingsConfig, EnergyType>, IGameConfigSourceItem<EnergyType, EnergySettingsConfig>, IHasGameConfigKey<EnergyType>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/IMergeMansionGameConfig.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/IMergeMansionGameConfig.cs,74,GameLogic.Config,interface,IMergeMansionGameConfig,public interface IMergeMansionGameConfig,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/InventorySlotId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/InventorySlotId.cs,7,GameLogic.Config,class,InventorySlotId,public class InventorySlotId : StringId<InventorySlotId>,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/InventorySlotsConfig.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/InventorySlotsConfig.cs,7,GameLogic.Config,class,InventorySlotsConfig,"public class InventorySlotsConfig : IGameConfigData<InventorySlotId>, IGameConfigData, IHasGameConfigKey<InventorySlotId>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ItemDef.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ItemDef.cs,11,GameLogic.Config,class,ItemDef,"public class ItemDef : ConfigDefinition<int, IItemDefinition>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ItemInfo.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ItemInfo.cs,6,GameLogic.Config,class,ItemInfo,"public class ItemInfo : IGameConfigData<int>, IGameConfigData, IHasGameConfigKey<int>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/MergeChainDef.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/MergeChainDef.cs,10,GameLogic.Config,class,MergeChainDef,"public class MergeChainDef : ConfigDefinition<MergeChainId, IMergeChainDefinition>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/MergeMansionGameConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/MergeMansionGameConfigExtensions.cs,8,GameLogic.Config,class,MergeMansionGameConfigExtensions,public static class MergeMansionGameConfigExtensions,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ProducerInventorySlotConfig.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ProducerInventorySlotConfig.cs,12,GameLogic.Config,class,ProducerInventorySlotConfig,"public class ProducerInventorySlotConfig : IGameConfigData<ProducerInventorySlotId>, IGameConfigData, IHasGameConfigKey<ProducerInventorySlotId>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ProducerInventorySlotId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ProducerInventorySlotId.cs,7,GameLogic.Config,class,ProducerInventorySlotId,public class ProducerInventorySlotId : StringId<ProducerInventorySlotId>,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/ProducerInventorySlotSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/ProducerInventorySlotSource.cs,7,GameLogic.Config,class,ProducerInventorySlotSource,"public class ProducerInventorySlotSource : IConfigItemSource<ProducerInventorySlotConfig, ProducerInventorySlotId>, IGameConfigSourceItem<ProducerInventorySlotId, ProducerInventorySlotConfig>, IHasGameConfigKey<ProducerInventorySlotId>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/QuantityPercentagePair.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/QuantityPercentagePair.cs,7,GameLogic.Config,class,QuantityPercentagePair,public class QuantityPercentagePair,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/SharedGlobals.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/SharedGlobals.cs,21,GameLogic.Config,class,SharedGlobals,"public class SharedGlobals : GameConfigKeyValue<SharedGlobals>, IValidatable",基类与直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Config/SharedProducerSettings.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/SharedProducerSettings.cs,10,GameLogic.Config,class,SharedProducerSettings,"public class SharedProducerSettings : IGameConfigData<SharedProducerSettingsId>, IGameConfigData, IHasGameConfigKey<SharedProducerSettingsId>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/SharedProducerSettingsId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/SharedProducerSettingsId.cs,7,GameLogic.Config,class,SharedProducerSettingsId,public class SharedProducerSettingsId : StringId<SharedProducerSettingsId>,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/SharedProducerSettingsIds.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/SharedProducerSettingsIds.cs,3,GameLogic.Config,class,SharedProducerSettingsIds,public static class SharedProducerSettingsIds,物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/SharedProducerSettingsSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/SharedProducerSettingsSource.cs,8,GameLogic.Config,class,SharedProducerSettingsSource,"public class SharedProducerSettingsSource : IConfigItemSource<SharedProducerSettings, SharedProducerSettingsId>, IGameConfigSourceItem<SharedProducerSettingsId, SharedProducerSettings>, IHasGameConfigKey<SharedProducerSettingsId>",物品、棋盘与能量配置类型
Metacore.MergeMansion.SharedLogic,GameLogic/Config/SpeedUpCostBehavior.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/SpeedUpCostBehavior.cs,7,GameLogic.Config,class,SpeedUpCostBehavior,public class SpeedUpCostBehavior,基类与直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Config/Types/MetacoreDuration.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/Types/MetacoreDuration.cs,7,GameLogic.Config.Types,struct,MetacoreDuration,"public struct MetacoreDuration : IEquatable<MetacoreDuration>, IComparable<MetacoreDuration>, IComparable",基类与直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Config/Types/MetacoreTime.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/Types/MetacoreTime.cs,8,GameLogic.Config.Types,struct,MetacoreTime,"public struct MetacoreTime : IEquatable<MetacoreTime>, IComparable<MetacoreTime>",基类与直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Config/Types/MetacoreTimeExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Config/Types/MetacoreTimeExtensions.cs,5,GameLogic.Config.Types,class,MetacoreTimeExtensions,public static class MetacoreTimeExtensions,基类与直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Events/CaseyAndSkatieMergeBoardGenerator.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Events/CaseyAndSkatieMergeBoardGenerator.cs,11,GameLogic.Events,class,CaseyAndSkatieMergeBoardGenerator,public class CaseyAndSkatieMergeBoardGenerator : IMergeBoardGenerator,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Events/LindsayEventMergeBoardGenerator.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Events/LindsayEventMergeBoardGenerator.cs,11,GameLogic.Events,class,LindsayEventMergeBoardGenerator,public class LindsayEventMergeBoardGenerator : IMergeBoardGenerator,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Fallbacks/FallbackPlayerRewardId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Fallbacks/FallbackPlayerRewardId.cs,7,GameLogic.Fallbacks,class,FallbackPlayerRewardId,public class FallbackPlayerRewardId : StringId<FallbackPlayerRewardId>,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Fallbacks/FallbackPlayerRewardInfo.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Fallbacks/FallbackPlayerRewardInfo.cs,11,GameLogic.Fallbacks,class,FallbackPlayerRewardInfo,"public class FallbackPlayerRewardInfo : IGameConfigData<FallbackPlayerRewardId>, IGameConfigData, IHasGameConfigKey<FallbackPlayerRewardId>, IValidatable",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Fallbacks/FallbackPlayerRewardInfoSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Fallbacks/FallbackPlayerRewardInfoSource.cs,6,GameLogic.Fallbacks,class,FallbackPlayerRewardInfoSource,"public class FallbackPlayerRewardInfoSource : IConfigItemSource<FallbackPlayerRewardInfo, FallbackPlayerRewardId>, IGameConfigSourceItem<FallbackPlayerRewardId, FallbackPlayerRewardInfo>, IHasGameConfigKey<FallbackPlayerRewardId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Hotspots/Actions/DiscoverMergeChain.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Hotspots/Actions/DiscoverMergeChain.cs,10,GameLogic.Hotspots.Actions,class,DiscoverMergeChain,public class DiscoverMergeChain : IDirectorAction,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Hotspots/HotspotDefinition.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Hotspots/HotspotDefinition.cs,25,GameLogic.Hotspots,class,HotspotDefinition,"public class HotspotDefinition : IGameConfigData<HotspotId>, IGameConfigData, IHasGameConfigKey<HotspotId>, IValidatable, IHotspotDefinition, IHasRequirements",基类与直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Hotspots/IMergeGoalItemQuery.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Hotspots/IMergeGoalItemQuery.cs,3,GameLogic.Hotspots,interface,IMergeGoalItemQuery,public interface IMergeGoalItemQuery,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Hotspots/TaskSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Hotspots/TaskSource.cs,5,GameLogic.Hotspots,struct,TaskSource,public readonly struct TaskSource,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Inventory/InventoryExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Inventory/InventoryExtensions.cs,9,GameLogic.Inventory,class,InventoryExtensions,public static class InventoryExtensions,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Inventory/RentableInventorySettings.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Inventory/RentableInventorySettings.cs,8,GameLogic.Inventory,class,RentableInventorySettings,"public class RentableInventorySettings : IGameConfigData<RentableInventorySettingsId>, IGameConfigData, IHasGameConfigKey<RentableInventorySettingsId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Inventory/RentableInventorySettingsId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Inventory/RentableInventorySettingsId.cs,7,GameLogic.Inventory,class,RentableInventorySettingsId,public class RentableInventorySettingsId : StringId<RentableInventorySettingsId>,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Inventory/RentableInventorySettingsSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Inventory/RentableInventorySettingsSource.cs,7,GameLogic.Inventory,class,RentableInventorySettingsSource,"public class RentableInventorySettingsSource : IConfigItemSource<RentableInventorySettings, RentableInventorySettingsId>, IGameConfigSourceItem<RentableInventorySettingsId, RentableInventorySettings>, IHasGameConfigKey<RentableInventorySettingsId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Inventory/RentableInventoryState.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Inventory/RentableInventoryState.cs,7,GameLogic.Inventory,enum,RentableInventoryState,public enum RentableInventoryState,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/ItemsInPocket/ItemInPocketId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/ItemsInPocket/ItemInPocketId.cs,7,GameLogic.ItemsInPocket,class,ItemInPocketId,public class ItemInPocketId : StringId<ItemInPocketId>,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/ItemsInPocket/ItemInPocketInfo.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/ItemsInPocket/ItemInPocketInfo.cs,11,GameLogic.ItemsInPocket,class,ItemInPocketInfo,"public class ItemInPocketInfo : IGameConfigData<ItemInPocketId>, IGameConfigData, IHasGameConfigKey<ItemInPocketId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/ItemsInPocket/ItemInPocketInfoSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/ItemsInPocket/ItemInPocketInfoSource.cs,7,GameLogic.ItemsInPocket,class,ItemInPocketInfoSource,"public class ItemInPocketInfoSource : IConfigItemSource<ItemInPocketInfo, ItemInPocketId>, IGameConfigSourceItem<ItemInPocketId, ItemInPocketInfo>, IHasGameConfigKey<ItemInPocketId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/ItemsInPocket/RunActionsFromPocketContext.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/ItemsInPocket/RunActionsFromPocketContext.cs,5,GameLogic.ItemsInPocket,class,RunActionsFromPocketContext,public class RunActionsFromPocketContext : IDirectorActionContext,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/ActivationCostData.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/ActivationCostData.cs,6,GameLogic.Merge,struct,ActivationCostData,public struct ActivationCostData,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/ItemActionType.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/ItemActionType.cs,3,GameLogic.Merge,enum,ItemActionType,public enum ItemActionType,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/ItemConstants.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/ItemConstants.cs,5,GameLogic.Merge,class,ItemConstants,public static class ItemConstants,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/ItemSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/ItemSource.cs,3,GameLogic.Merge,enum,ItemSource,public enum ItemSource,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/ItemVisibility.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/ItemVisibility.cs,6,GameLogic.Merge,enum,ItemVisibility,public enum ItemVisibility,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/MergeBoardAct.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/MergeBoardAct.cs,8,GameLogic.Merge,struct,MergeBoardAct,public readonly struct MergeBoardAct,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/MergeBoardAct.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/MergeBoardAct.cs,10,GameLogic.Merge,enum,ItemActSource,public enum ItemActSource,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/MergeCollection.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/MergeCollection.cs,9,GameLogic.Merge,class,MergeCollection,public class MergeCollection,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/MergeCollection.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/MergeCollection.cs,12,GameLogic.Merge,class,ItemPair,public class ItemPair,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Merge/SpawnReaction.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Merge/SpawnReaction.cs,3,GameLogic.Merge,enum,SpawnReaction,public enum SpawnReaction,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/IMergeChainDefinition.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/IMergeChainDefinition.cs,9,GameLogic.MergeChains,interface,IMergeChainDefinition,public interface IMergeChainDefinition,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/IMergeChainElement.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/IMergeChainElement.cs,8,GameLogic.MergeChains,interface,IMergeChainElement,public interface IMergeChainElement,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/ListMergeChainElement.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/ListMergeChainElement.cs,9,GameLogic.MergeChains,class,ListMergeChainElement,public class ListMergeChainElement : IMergeChainElement,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/MergeChainDefinition.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/MergeChainDefinition.cs,17,GameLogic.MergeChains,class,MergeChainDefinition,"public class MergeChainDefinition : IGameConfigData<MergeChainId>, IGameConfigData, IHasGameConfigKey<MergeChainId>, IValidatable, IMergeChainDefinition",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/MergeChainDefinitionExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/MergeChainDefinitionExtensions.cs,10,GameLogic.MergeChains,class,MergeChainDefinitionExtensions,public static class MergeChainDefinitionExtensions,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/MergeChainElementTypes.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/MergeChainElementTypes.cs,3,GameLogic.MergeChains,class,MergeChainElementTypes,public static class MergeChainElementTypes,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/MergeChainId.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/MergeChainId.cs,7,GameLogic.MergeChains,class,MergeChainId,public class MergeChainId : StringId<MergeChainId>,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/MergeChainSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/MergeChainSource.cs,8,GameLogic.MergeChains,class,MergeChainSource,"public class MergeChainSource : IConfigItemSource<MergeChainDefinition, MergeChainId>, IGameConfigSourceItem<MergeChainId, MergeChainDefinition>, IHasGameConfigKey<MergeChainId>",玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/MergeChains/SingleMergeChainElement.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/MergeChains/SingleMergeChainElement.cs,9,GameLogic.MergeChains,class,SingleMergeChainElement,public class SingleMergeChainElement : IMergeChainElement,玩法模型直接依赖
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Actions/ActionResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Actions/ActionResult.cs,6,GameLogic.Player.Actions,class,ActionResult,public static class ActionResult,玩法动作与判定
