assembly,type_file,source_file,line,namespace,kind,name,declaration,role
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Collectable/TransformCollectAction.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Collectable/TransformCollectAction.cs,12,GameLogic.Player.Items.Collectable,class,TransformCollectAction,"public class TransformCollectAction : ITransformCollectAction, ICollectAction",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/BoardIsFullResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/BoardIsFullResult.cs,3,GameLogic.Player.Items.Consumption,class,BoardIsFullResult,public class BoardIsFullResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/CannotSplitFurtherResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/CannotSplitFurtherResult.cs,3,GameLogic.Player.Items.Consumption,class,CannotSplitFurtherResult,public class CannotSplitFurtherResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ConsumableFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ConsumableFeatures.cs,9,GameLogic.Player.Items.Consumption,class,ConsumableFeatures,public sealed class ConsumableFeatures : IConsumableFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ConsumableFeaturesExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ConsumableFeaturesExtensions.cs,5,GameLogic.Player.Items.Consumption,class,ConsumableFeaturesExtensions,public static class ConsumableFeaturesExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ConsumableFeaturesSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ConsumableFeaturesSource.cs,7,GameLogic.Player.Items.Consumption,class,ConsumableFeaturesSource,"public class ConsumableFeaturesSource : IItemConfigPart<ConsumableFeatures>, IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ConsumptionCanProceed.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ConsumptionCanProceed.cs,3,GameLogic.Player.Items.Consumption,class,ConsumptionCanProceed,public class ConsumptionCanProceed : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ConsumptionLogicExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ConsumptionLogicExtensions.cs,3,GameLogic.Player.Items.Consumption,class,ConsumptionLogicExtensions,public static class ConsumptionLogicExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ConsumptionLogicTypes.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ConsumptionLogicTypes.cs,3,GameLogic.Player.Items.Consumption,class,ConsumptionLogicTypes,public static class ConsumptionLogicTypes,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/IConsumableFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/IConsumableFeatures.cs,5,GameLogic.Player.Items.Consumption,interface,IConsumableFeatures,public interface IConsumableFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/IConsumptionCheckResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/IConsumptionCheckResult.cs,3,GameLogic.Player.Items.Consumption,interface,IConsumptionCheckResult,public interface IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/InsideBubbleResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/InsideBubbleResult.cs,3,GameLogic.Player.Items.Consumption,class,InsideBubbleResult,public class InsideBubbleResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ItemIsLockedResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ItemIsLockedResult.cs,3,GameLogic.Player.Items.Consumption,class,ItemIsLockedResult,public class ItemIsLockedResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/ItemIsMaxLevelResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/ItemIsMaxLevelResult.cs,3,GameLogic.Player.Items.Consumption,class,ItemIsMaxLevelResult,public class ItemIsMaxLevelResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/DustRemoverConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/DustRemoverConsumptionLogic.cs,10,GameLogic.Player.Items.Consumption.Logic,class,DustRemoverConsumptionLogic,public class DustRemoverConsumptionLogic : IConsumptionLogic,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/IConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/IConsumptionLogic.cs,10,GameLogic.Player.Items.Consumption.Logic,interface,IConsumptionLogic,public interface IConsumptionLogic,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/ILevelUpConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/ILevelUpConsumptionLogic.cs,3,GameLogic.Player.Items.Consumption.Logic,interface,ILevelUpConsumptionLogic,public interface ILevelUpConsumptionLogic : IConsumptionLogic,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/LevelUpConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/LevelUpConsumptionLogic.cs,11,GameLogic.Player.Items.Consumption.Logic,class,LevelUpConsumptionLogic,"public class LevelUpConsumptionLogic : ILevelUpConsumptionLogic, IConsumptionLogic",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/RechargerConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/RechargerConsumptionLogic.cs,10,GameLogic.Player.Items.Consumption.Logic,class,RechargerConsumptionLogic,public class RechargerConsumptionLogic : IConsumptionLogic,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/ScissorsConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/ScissorsConsumptionLogic.cs,10,GameLogic.Player.Items.Consumption.Logic,class,ScissorsConsumptionLogic,public class ScissorsConsumptionLogic : IConsumptionLogic,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/Logic/WebRemovalConsumptionLogic.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/Logic/WebRemovalConsumptionLogic.cs,10,GameLogic.Player.Items.Consumption.Logic,class,WebRemovalConsumptionLogic,public class WebRemovalConsumptionLogic : IConsumptionLogic,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/MissingMergeChainResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/MissingMergeChainResult.cs,3,GameLogic.Player.Items.Consumption,class,MissingMergeChainResult,public class MissingMergeChainResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/NonConsumableResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/NonConsumableResult.cs,3,GameLogic.Player.Items.Consumption,class,NonConsumableResult,public class NonConsumableResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/NotRechargeableResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/NotRechargeableResult.cs,3,GameLogic.Player.Items.Consumption,class,NotRechargeableResult,public class NotRechargeableResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/NotRechargingResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/NotRechargingResult.cs,3,GameLogic.Player.Items.Consumption,class,NotRechargingResult,public class NotRechargingResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/TagsMismatchResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/TagsMismatchResult.cs,5,GameLogic.Player.Items.Consumption,class,TagsMismatchResult,public class TagsMismatchResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Consumption/WrongVisibilityResult.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Consumption/WrongVisibilityResult.cs,5,GameLogic.Player.Items.Consumption,class,WrongVisibilityResult,public class WrongVisibilityResult : IConsumptionCheckResult,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/DecayFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/DecayFeatures.cs,11,GameLogic.Player.Items.Decay,class,DecayFeatures,public sealed class DecayFeatures : IDecayFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/DecayFeaturesExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/DecayFeaturesExtensions.cs,5,GameLogic.Player.Items.Decay,class,DecayFeaturesExtensions,public static class DecayFeaturesExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/DecayFeaturesSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/DecayFeaturesSource.cs,9,GameLogic.Player.Items.Decay,class,DecayFeaturesSource,"public class DecayFeaturesSource : IItemConfigPart<DecayFeatures>, IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/DecayInheritMode.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/DecayInheritMode.cs,6,GameLogic.Player.Items.Decay,enum,DecayInheritMode,public enum DecayInheritMode,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/DecayMergeMode.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/DecayMergeMode.cs,6,GameLogic.Player.Items.Decay,enum,DecayMergeMode,public enum DecayMergeMode,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/DecayState.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/DecayState.cs,10,GameLogic.Player.Items.Decay,class,DecayState,public sealed class DecayState,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Decay/IDecayFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Decay/IDecayFeatures.cs,6,GameLogic.Player.Items.Decay,interface,IDecayFeatures,public interface IDecayFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/DefaultItem.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/DefaultItem.cs,7,GameLogic.Player.Items,class,DefaultItem,public class DefaultItem : IBoardItem,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/CameraFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/CameraFeatures.cs,6,GameLogic.Player.Items.Fishing,class,CameraFeatures,public class CameraFeatures : ICameraFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/CameraFeaturesSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/CameraFeaturesSource.cs,6,GameLogic.Player.Items.Fishing,class,CameraFeaturesSource,"public class CameraFeaturesSource : IItemConfigPart<CameraFeatures>, IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishRarity.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishRarity.cs,7,GameLogic.Player.Items.Fishing,enum,FishRarity,public enum FishRarity,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingRodFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingRodFeatures.cs,10,GameLogic.Player.Items.Fishing,class,FishingRodFeatures,public class FishingRodFeatures : IFishingRodFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingRodFeaturesExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingRodFeaturesExtensions.cs,7,GameLogic.Player.Items.Fishing,class,FishingRodFeaturesExtensions,public static class FishingRodFeaturesExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingRodFeaturesSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingRodFeaturesSource.cs,7,GameLogic.Player.Items.Fishing,class,FishingRodFeaturesSource,"public class FishingRodFeaturesSource : IItemConfigPart<FishingRodFeatures>, IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingRodRarity.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingRodRarity.cs,7,GameLogic.Player.Items.Fishing,enum,FishingRodRarity,public enum FishingRodRarity,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingRodState.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingRodState.cs,7,GameLogic.Player.Items.Fishing,class,FishingRodState,public class FishingRodState,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingSettings.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingSettings.cs,12,GameLogic.Player.Items.Fishing,class,FishingSettings,"public class FishingSettings : GameConfigKeyValue<FishingSettings>, IValidatable, IFishingSettings",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingSettingsSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingSettingsSource.cs,7,GameLogic.Player.Items.Fishing,class,FishingSettingsSource,public class FishingSettingsSource : GameConfigKeyValue<FishingSettingsSource>,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FishingSettingsSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FishingSettingsSource.cs,9,GameLogic.Player.Items.Fishing,class,FishingSettingsTransformer,"public class FishingSettingsTransformer : IKeyValueStructureTransformer<FishingSettings, FishingSettingsSource>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FramesFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FramesFeatures.cs,6,GameLogic.Player.Items.Fishing,class,FramesFeatures,public class FramesFeatures : IFramesFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/FramesFeaturesSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/FramesFeaturesSource.cs,6,GameLogic.Player.Items.Fishing,class,FramesFeaturesSource,"public class FramesFeaturesSource : IItemConfigPart<FramesFeatures>, IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/ICameraFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/ICameraFeatures.cs,3,GameLogic.Player.Items.Fishing,interface,ICameraFeatures,public interface ICameraFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/IFishingRodFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/IFishingRodFeatures.cs,7,GameLogic.Player.Items.Fishing,interface,IFishingRodFeatures,public interface IFishingRodFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/IFishingSettings.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/IFishingSettings.cs,5,GameLogic.Player.Items.Fishing,interface,IFishingSettings,public interface IFishingSettings,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/IFramesFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/IFramesFeatures.cs,3,GameLogic.Player.Items.Fishing,interface,IFramesFeatures,public interface IFramesFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/IWeightFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/IWeightFeatures.cs,9,GameLogic.Player.Items.Fishing,interface,IWeightFeatures,public interface IWeightFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/IWeightStarRewardData.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/IWeightStarRewardData.cs,6,GameLogic.Player.Items.Fishing,interface,IWeightStarRewardData,public interface IWeightStarRewardData,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/SplashType.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/SplashType.cs,7,GameLogic.Player.Items.Fishing,enum,SplashType,public enum SplashType,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/SubjectType.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/SubjectType.cs,7,GameLogic.Player.Items.Fishing,enum,SubjectType,public enum SubjectType,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/WeightCategory.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/WeightCategory.cs,7,GameLogic.Player.Items.Fishing,enum,WeightCategory,public enum WeightCategory,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/WeightFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/WeightFeatures.cs,14,GameLogic.Player.Items.Fishing,class,WeightFeatures,public class WeightFeatures : IWeightFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/WeightFeaturesExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/WeightFeaturesExtensions.cs,6,GameLogic.Player.Items.Fishing,class,WeightFeaturesExtensions,public static class WeightFeaturesExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/WeightFeaturesSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/WeightFeaturesSource.cs,11,GameLogic.Player.Items.Fishing,class,WeightFeaturesSource,"public class WeightFeaturesSource : IItemConfigPart<WeightFeatures>, IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/WeightStarRewardData.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/WeightStarRewardData.cs,9,GameLogic.Player.Items.Fishing,class,WeightStarRewardData,public class WeightStarRewardData : IWeightStarRewardData,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/Fishing/WeightState.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/Fishing/WeightState.cs,7,GameLogic.Player.Items.Fishing,class,WeightState,public class WeightState,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IBoardItem.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IBoardItem.cs,9,GameLogic.Player.Items,interface,IBoardItem,public interface IBoardItem,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IItemConfigPart.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IItemConfigPart.cs,6,GameLogic.Player.Items,interface,IItemConfigPart,public interface IItemConfigPart : IHasGameConfigKey<string>,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IItemConfigPart.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IItemConfigPart.cs,9,GameLogic.Player.Items,interface,IItemConfigPart<out,"public interface IItemConfigPart<out TOutput> : IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IItemContext.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IItemContext.cs,6,GameLogic.Player.Items,interface,IItemContext,public interface IItemContext,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IItemDefinition.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IItemDefinition.cs,36,GameLogic.Player.Items,interface,IItemDefinition,public interface IItemDefinition,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IMergeItem.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IMergeItem.cs,24,GameLogic.Player.Items,interface,IMergeItem,public interface IMergeItem : IBoardItem,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IOnFireFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IOnFireFeatures.cs,7,GameLogic.Player.Items,interface,IOnFireFeatures,public interface IOnFireFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/IPortalFeatures.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/IPortalFeatures.cs,6,GameLogic.Player.Items,interface,IPortalFeatures,public interface IPortalFeatures,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinition.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinition.cs,39,GameLogic.Player.Items,class,ItemDefinition,"public class ItemDefinition : IGameConfigData<int>, IGameConfigData, IHasGameConfigKey<int>, IValidatable, IItemDefinition",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,18,GameLogic.Player.Items,class,ItemDefinitionExtensions,public static class ItemDefinitionExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,21,GameLogic.Player.Items,class,_003CGetActivationSpawnItems_003Ed__58,"public sealed class _003CGetActivationSpawnItems_003Ed__58 : IEnumerable<IItemDefinition>, IEnumerable, IEnumerator<IItemDefinition>, IEnumerator, IDisposable",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,28,GameLogic.Player.Items,class,ItemDefinitionSource,"public class ItemDefinitionSource : IItemConfigPart, IHasGameConfigKey<string>",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemRewardsState.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemRewardsState.cs,6,GameLogic.Player.Items,class,ItemRewardsState,public class ItemRewardsState,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,14,GameLogic.Player.Items,class,ItemsConfigExtensions,public static class ItemsConfigExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,21,GameLogic.Player.Items,class,ItemsExtensions,public static class ItemsExtensions,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,23,GameLogic.Player.Items,class,RemainingDurationComparer,public class RemainingDurationComparer : IComparer<MergeItem>,合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,45,GameLogic.Player.Items,class,_003CAllPossibleItemsProduced_003Ed__7,"public sealed class _003CAllPossibleItemsProduced_003Ed__7 : IEnumerable<IItemDefinition>, IEnumerable, IEnumerator<IItemDefinition>, IEnumerator, IDisposable",合成物、生成与特殊功能
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,source/AssetRipper/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,131,GameLogic.Player.Items,class,_003CProduces_003Ed__6,"public sealed class _003CProduces_003Ed__6 : IEnumerable<IItemDefinition>, IEnumerable, IEnumerator<IItemDefinition>, IEnumerator, IDisposable",合成物、生成与特殊功能
