assembly,type_file,native_file,signature,address,arm64_instructions,isil_instructions,status,ghidra_status,ghidra_file,ghidra_detail
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.Int32 get_ExperimentPriority(),0x0342CD28,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.Void set_ExperimentPriority(System.Int32 value),0x0342CD30,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,GameLogic.Config.EnergyModeEvent.EnergyModeEventId get_ActivableId(),0x0342CD38,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.String get_DisplayShortInfo(),0x0342CD40,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.String get_SharedEventId(),0x0342CD48,6,7,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,Metacore.MergeMansion.Common.Options.Option`1<Code.GameLogic.GameEvents.EventGroupId> get_GroupIdOption(),0x0342CD60,23,28,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.Void .ctor(),0x0342CDBC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,"System.Void .ctor(GameLogic.Config.EnergyModeEvent.EnergyModeEventId configKey, System.String displayName, System.String description, Metaplay.Core.Activables.MetaActivableParams activableParams, GameLogic.Player.Requirements.PlayerRequirement unlockRequirement, System.String nameLocId, Code.GameLogic.GameEvents.EventCategoryInfo categoryInfo, GameLogic.Config.EnergyModeEvent.EnergyModeEnableType energyModeEnableType, System.Collections.Generic.List`1<Metaplay.Core.MetaRef`1<GameLogic.Player.Modes.EnergyModeInfo>> energyModeRefs, System.String prefabsOverride, Code.GameLogic.GameEvents.EventGroupId groupId, System.Int32 priority, System.String startPopupDescLocId, System.String endPopupDescLocId, System.String taskDescLocId, System.String infoPopupDescLocId, System.Int32 experimentPriority)",0x0342CDC4,136,154,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.Boolean IsEndingSoon(GameLogic.Player.PlayerModel player),0x0342CFE4,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,GameLogic.Player.Modes.EnergyModeInfo GetInitialEnergyMode(),0x0342CFEC,32,34,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.Boolean SupportsEnergyMode(GameLogic.Player.Modes.PlayerModeId modeId),0x0342D06C,151,159,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,System.String GetEventPrefabsId(),0x0342D2C8,10,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,"System.Void Validate(GameLogic.Config.IMergeMansionGameConfig configuration, Metaplay.Core.Config.GameConfigValidationResult variantEntries)",0x0342D2F0,26,29,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,GameLogic.Player.Requirements.PlayerRequirement FixPlayerRequirement(Metaplay.Core.Serialization.MetaMemberDeserializationFailureParams failureParams),0x0342D358,25,29,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventInfo.txt,GameLogic.Player.Requirements.PlayerRequirement GameLogic.Player.Requirements.IHasRequirement.get_Requirement(),0x0342D3BC,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,GameLogic.Config.EnergyModeEvent.EnergyModeEventId get_ActivableId(),0x0342D7DC,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_ActivableId(GameLogic.Config.EnergyModeEvent.EnergyModeEventId value),0x0342D7E4,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Byte get_BoolFields(),0x0342D7EC,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_BoolFields(System.Byte value),0x0342D7F4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Nullable`1<GameLogic.Config.EnergyModeEvent.EnergyModeEnableType> get_CachedEnergyModeEnableType(),0x0342D7FC,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_CachedEnergyModeEnableType(System.Nullable`1<GameLogic.Config.EnergyModeEvent.EnergyModeEnableType> value),0x0342D804,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Boolean get_StartNoted(),0x0342D80C,4,5,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_StartNoted(System.Boolean value),0x0342D81C,10,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Boolean get_EndNoted(),0x0342D844,4,5,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_EndNoted(System.Boolean value),0x0342D854,10,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Boolean get_FtueNoted(),0x0342D87C,4,5,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_FtueNoted(System.Boolean value),0x0342D88C,10,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Boolean get_EnergyModeEnableHandled(),0x0342D8B4,4,5,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void set_EnergyModeEnableHandled(System.Boolean value),0x0342D8C4,10,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void .ctor(),0x0342D8EC,18,23,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void .ctor(GameLogic.Config.EnergyModeEvent.EnergyModeEventInfo info),0x0342D934,22,27,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void OnStartedActivation(Metaplay.Core.Player.IPlayerModelBase player),0x0342D98C,71,72,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void Finalize(Metaplay.Core.Player.IPlayerModelBase player),0x0342DD30,123,125,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void TryHandleEnergyModeEnable(GameLogic.Player.PlayerModel playerModel),0x0342DAA8,162,174,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,System.Void NotePhase(GameLogic.Config.EnergyModeEvent.EnergyModeEventNotePhase phase),0x0342DF1C,11,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventModel.txt,Metacore.MergeMansion.Common.Options.Option`1<Code.GameLogic.GameEvents.EventGroupId> GetGroupIdOption(),0x0342DF48,17,22,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Int32 get_ExperimentPriority(),0x0342D3C4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_ExperimentPriority(System.Int32 value),0x0342D3CC,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,GameLogic.Config.EnergyModeEvent.EnergyModeEventId get_ConfigKey(),0x0342D3D4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_ConfigKey(GameLogic.Config.EnergyModeEvent.EnergyModeEventId value),0x0342D3DC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_DisplayName(),0x0342D3E4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_DisplayName(System.String value),0x0342D3EC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_Description(),0x0342D3F4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_Description(System.String value),0x0342D3FC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Collections.Generic.List`1<Metaplay.Core.MetaRef`1<GameLogic.Config.PlayerSegmentInfo>> get_Segments(),0x0342D404,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_Segments(System.Collections.Generic.List`1<Metaplay.Core.MetaRef`1<GameLogic.Config.PlayerSegmentInfo>> value),0x0342D40C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Boolean get_IsEnabled(),0x0342D414,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_IsEnabled(System.Boolean value),0x0342D41C,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,Metaplay.Core.Schedule.MetaScheduleBase get_Schedule(),0x0342D424,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_Schedule(Metaplay.Core.Schedule.MetaScheduleBase value),0x0342D42C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_NameLocId(),0x0342D434,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_NameLocId(System.String value),0x0342D43C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Boolean get_IsTransient(),0x0342D444,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_IsTransient(System.Boolean value),0x0342D44C,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,GameLogic.Config.EnergyModeEvent.EnergyModeEnableType get_EnergyModeEnableType(),0x0342D454,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_EnergyModeEnableType(GameLogic.Config.EnergyModeEvent.EnergyModeEnableType value),0x0342D45C,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Collections.Generic.List`1<Metaplay.Core.MetaRef`1<GameLogic.Player.Modes.EnergyModeInfo>> get_EnergyModes(),0x0342D464,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_EnergyModes(System.Collections.Generic.List`1<Metaplay.Core.MetaRef`1<GameLogic.Player.Modes.EnergyModeInfo>> value),0x0342D46C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_PrefabsOverride(),0x0342D474,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_PrefabsOverride(System.String value),0x0342D47C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_StartPopupDescLocId(),0x0342D484,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_StartPopupDescLocId(System.String value),0x0342D48C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_EndPopupDescLocId(),0x0342D494,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_EndPopupDescLocId(System.String value),0x0342D49C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_TaskDescLocId(),0x0342D4A4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_TaskDescLocId(System.String value),0x0342D4AC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_InfoPopupDescLocId(),0x0342D4B4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_InfoPopupDescLocId(System.String value),0x0342D4BC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_UnlockRequirementType(),0x0342D4C4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_UnlockRequirementType(System.String value),0x0342D4CC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_UnlockRequirementId(),0x0342D4D4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_UnlockRequirementId(System.String value),0x0342D4DC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_UnlockRequirementAmount(),0x0342D4E4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_UnlockRequirementAmount(System.String value),0x0342D4EC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_UnlockRequirementAux0(),0x0342D4F4,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.Void set_UnlockRequirementAux0(System.String value),0x0342D4FC,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/GameLogic/Config/EnergyModeEvent/EnergyModeEventSource.txt,System.String get_ContextCategory(),0x0342D504,2,2,native_disassembly_and_isil,,,
