assembly,type_file,native_file,signature,address,arm64_instructions,isil_instructions,status,ghidra_status,ghidra_file,ghidra_detail
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Boolean get_IsUserToggleOn(),0x037D7988,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Void set_IsUserToggleOn(System.Boolean value),0x037D7990,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Nullable`1<GameLogic.Config.Types.MetacoreTime> get_AvailableSince(),0x037D7998,3,4,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Void set_AvailableSince(System.Nullable`1<GameLogic.Config.Types.MetacoreTime> value),0x037D79A4,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Nullable`1<GameLogic.Config.Types.MetacoreTime> get_AvailableUntil(),0x037D79AC,3,4,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Void set_AvailableUntil(System.Nullable`1<GameLogic.Config.Types.MetacoreTime> value),0x037D79B8,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Boolean get_IsAvailable(),0x037D79C0,32,40,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Boolean get_IsActive(),0x037D7A40,11,15,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Void .ctor(),0x037D7A6C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,"System.Void AddDuration(GameLogic.Config.Types.MetacoreTime startTime, GameLogic.Config.Types.MetacoreDuration duration, Code.GameLogic.AutoMerge.AutoMergeSource source, GameLogic.Player.IPlayerModelClientListener clientListener)",0x037D7A74,168,185,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,"System.Void SetUserToggle(System.Boolean enabled, GameLogic.Player.IPlayerModelClientListener clientListener)",0x037D7E14,25,32,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,"System.Void OnGameTick(Metaplay.Core.MetaTime currentTime, GameLogic.Player.IPlayerModelClientListener clientListener)",0x037D7E78,69,80,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,System.Void ForceDeactivate(GameLogic.Player.IPlayerModelClientListener clientListener),0x037D7F8C,23,30,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.txt,"System.Void NotifyIfChanged(System.Boolean wasAvailable, System.Boolean wasActive, GameLogic.Player.IPlayerModelClientListener clientListener)",0x037D7D14,64,80,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,System.Boolean get_IsAvailable(),,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,System.Boolean get_IsUserToggleOn(),,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,System.Nullable`1<GameLogic.Config.Types.MetacoreTime> get_AvailableSince(),,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,System.Nullable`1<GameLogic.Config.Types.MetacoreTime> get_AvailableUntil(),,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,System.Boolean get_IsActive(),,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,"System.Void AddDuration(GameLogic.Config.Types.MetacoreTime startTime, GameLogic.Config.Types.MetacoreDuration duration, Code.GameLogic.AutoMerge.AutoMergeSource source, GameLogic.Player.IPlayerModelClientListener clientListener)",,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,"System.Void SetUserToggle(System.Boolean enabled, GameLogic.Player.IPlayerModelClientListener clientListener)",,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,"System.Void OnGameTick(Metaplay.Core.MetaTime newTime, GameLogic.Player.IPlayerModelClientListener clientListener)",,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.txt,System.Void ForceDeactivate(GameLogic.Player.IPlayerModelClientListener clientListener),,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/Config/IValidatable.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/Config/IValidatable.txt,"System.Void Validate(GameLogic.Config.IMergeMansionGameConfig configuration, Metaplay.Core.Config.GameConfigValidationResult variantEntries)",,0,0,signature_only,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.txt,"Metaplay.Core.Math.F32 Calculate(GameLogic.Player.IPlayer player, Metaplay.Core.Math.F32 baseAmount, Code.GameLogic.ExtraSpawns.IExtraSpawnTrigger trigger, Metacore.MergeMansion.Common.Options.Option`1<Code.GameLogic.ExtraSpawns.ExtraSpawnBoardData> boardDataOption, TId id)",0x025B4F44,110,124,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.txt,"Metaplay.Core.Math.F32 Calculate(Metaplay.Core.Math.F32 baseAmount, System.Int32 bubbleCost)",0x037CA5CC,38,46,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.txt,System.Void .ctor(),0x037CA50C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,System.Nullable`1<HotspotId> get_Hotspot(),0x037CF4F8,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,System.Void set_Hotspot(System.Nullable`1<HotspotId> value),0x037CF500,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,Code.GameLogic.ExtraSpawns.ExtraSpawnTriggerType get_Type(),0x037CF508,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,System.Void .ctor(),0x037CF510,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,System.Void .ctor(System.Nullable`1<HotspotId> hotspot),0x037CEDB0,10,12,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,System.Boolean Matches(Code.GameLogic.ExtraSpawns.IExtraSpawnTrigger other),0x037CF518,88,94,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,CurrencySource ToCurrencySource(),0x037CF678,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.txt,GameLogic.Merge.MergeBoardAct+ItemActSource ToItemActSource(),0x037CF680,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CoreSupportEventExtraSpawnGroupId.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CoreSupportEventExtraSpawnGroupId.txt,System.Void .ctor(),0x037CAB2C,27,31,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.txt,Metaplay.Core.Math.F32 get_Min(),0x037CAB98,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.txt,System.Void set_Min(Metaplay.Core.Math.F32 value),0x037CABA0,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.txt,Metaplay.Core.Math.F32 get_Max(),0x037CABA8,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.txt,System.Void set_Max(Metaplay.Core.Math.F32 value),0x037CABB0,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.txt,"System.Void .ctor(Metaplay.Core.Math.F32 min, Metaplay.Core.Math.F32 max)",0x037CABB8,142,147,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.txt,Metaplay.Core.Math.F32 GetAmount(Metaplay.Core.RandomPCG random),0x037CADF0,5,7,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnBoardData.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnBoardData.txt,"System.Void .ctor(GameLogic.Player.Board.MergeBoard board, GameLogic.Player.Board.Coordinate coordinate, GameLogic.Player.Items.IItemDefinition itemDefinition)",0x037C9D40,14,19,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,Currencies get_ConfigKey(),0x037CA0F0,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,System.Void set_ConfigKey(Currencies value),0x037CA0F8,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,Metaplay.Core.Math.F32 get_Value(),0x037CA100,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,System.Void set_Value(Metaplay.Core.Math.F32 value),0x037CA108,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,"Metaplay.Core.MetaDictionary`2<Currencies, Metaplay.Core.Math.F32> get_CustomValuesByCurrency()",0x037CA110,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,"System.Void set_CustomValuesByCurrency(Metaplay.Core.MetaDictionary`2<Currencies, Metaplay.Core.Math.F32> value)",0x037CA118,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,"Metaplay.Core.MetaDictionary`2<Code.GameLogic.GameEvents.CoreSupportEventTokenId, Metaplay.Core.Math.F32> get_CustomValuesByCoreSupportEventTokenId()",0x037CA120,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,"System.Void set_CustomValuesByCoreSupportEventTokenId(Metaplay.Core.MetaDictionary`2<Code.GameLogic.GameEvents.CoreSupportEventTokenId, Metaplay.Core.Math.F32> value)",0x037CA128,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,System.Int32 get_ExperimentPriority(),0x037CA130,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,System.Void set_ExperimentPriority(System.Int32 value),0x037CA138,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,System.Void .ctor(),0x037CA140,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,"System.Void .ctor(Currencies configKey, Metaplay.Core.Math.F32 value, Metaplay.Core.MetaDictionary`2<Currencies, Metaplay.Core.Math.F32> customValuesByCurrency, Metaplay.Core.MetaDictionary`2<Code.GameLogic.GameEvents.CoreSupportEventTokenId, Metaplay.Core.Math.F32> customValuesByCoreSupportEventTokenId, System.Int32 experimentPriority)",0x037CA148,27,34,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,Metaplay.Core.Math.F32 GetValue(TId id),0x025F6CB0,66,81,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.txt,"System.Void Validate(GameLogic.Config.IMergeMansionGameConfig configuration, Metaplay.Core.Config.GameConfigValidationResult variantEntries)",0x037CA1B4,95,97,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.String get_ConfigKey(),0x037CAE04,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_ConfigKey(System.String value),0x037CAE0C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,Code.GameLogic.ExtraSpawns.IExtraSpawnTrigger get_Trigger(),0x037CAE14,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_Trigger(Code.GameLogic.ExtraSpawns.IExtraSpawnTrigger value),0x037CAE1C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Nullable`1<System.Int32> get_ItemMinLevel(),0x037CAE24,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_ItemMinLevel(System.Nullable`1<System.Int32> value),0x037CAE2C,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Nullable`1<System.Int32> get_ItemMaxLevel(),0x037CAE34,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_ItemMaxLevel(System.Nullable`1<System.Int32> value),0x037CAE3C,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Collections.Generic.List`1<System.String> get_EventFilters(),0x037CAE44,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_EventFilters(System.Collections.Generic.List`1<System.String> value),0x037CAE4C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Collections.Generic.List`1<System.String> get_IncludeTags(),0x037CAE54,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_IncludeTags(System.Collections.Generic.List`1<System.String> value),0x037CAE5C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Collections.Generic.List`1<System.String> get_ExcludeTags(),0x037CAE64,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_ExcludeTags(System.Collections.Generic.List`1<System.String> value),0x037CAE6C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Collections.Generic.List`1<Merge.MergeBoardId> get_IncludeBoards(),0x037CAE74,2,2,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Void set_IncludeBoards(System.Collections.Generic.List`1<Merge.MergeBoardId> value),0x037CAE7C,2,3,native_disassembly_and_isil,,,
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,native/Cpp2IL-ISIL/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.txt,System.Collections.Generic.List`1<Merge.MergeBoardId> get_ExcludeBoards(),0x037CAE84,2,2,native_disassembly_and_isil,,,
