assembly,type_file,file,line,signature,classification
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,52,public AutoMergeFeatureModel() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,54,"public override void AddDuration(MetacoreTime startTime, MetacoreDuration duration, AutoMergeSource source, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,56,public override void ForceDeactivate(IPlayerModelClientListener clientListener) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,59,public override Nullable<MetacoreTime> get_AvailableSince() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,62,public override Nullable<MetacoreTime> get_AvailableUntil() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,64,public override bool get_IsActive() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,66,public override bool get_IsAvailable() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,69,public override bool get_IsUserToggleOn() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,71,"private void NotifyIfChanged(bool wasAvailable, bool wasActive, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,73,"public override void OnGameTick(MetaTime currentTime, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,76,private void set_AvailableSince(Nullable<MetacoreTime> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,79,private void set_AvailableUntil(Nullable<MetacoreTime> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,82,private void set_IsUserToggleOn(bool value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/AutoMergeFeatureModel.cs,84,"public override void SetUserToggle(bool enabled, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,32,"public void AddDuration(MetacoreTime startTime, MetacoreDuration duration, AutoMergeSource source, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,34,public void ForceDeactivate(IPlayerModelClientListener clientListener) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,36,public Nullable<MetacoreTime> get_AvailableSince() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,38,public Nullable<MetacoreTime> get_AvailableUntil() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,40,public bool get_IsActive() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,42,public bool get_IsAvailable() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,44,public bool get_IsUserToggleOn() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,46,"public void OnGameTick(MetaTime newTime, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/AutoMerge/IAutoMergeFeatureModel.cs,48,"public void SetUserToggle(bool enabled, IPlayerModelClientListener clientListener) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/Config/IValidatable.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/Config/IValidatable.cs,6,"public void Validate(IMergeMansionGameConfig configuration, GameConfigValidationResult variantEntries) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,7,public BubbleCostMultiplierFormula() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,9,"public static F32 Calculate(F32 baseAmount, int bubbleCost) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/BubbleCostMultiplierFormula.cs,11,"public override F32 Calculate(IPlayer player, F32 baseAmount, IExtraSpawnTrigger trigger, Option<ExtraSpawnBoardData> boardDataOption, TId id) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,24,public CompleteTaskTrigger() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,26,public CompleteTaskTrigger(Nullable<HotspotId> hotspot) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,29,public Nullable<HotspotId> get_Hotspot() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,31,public override ExtraSpawnTriggerType get_Type() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,33,public override bool Matches(IExtraSpawnTrigger other) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,36,private void set_Hotspot(Nullable<HotspotId> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,38,public override CurrencySource ToCurrencySource() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CompleteTaskTrigger.cs,40,public override ItemActSource ToItemActSource() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/CoreSupportEventExtraSpawnGroupId.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/CoreSupportEventExtraSpawnGroupId.cs,7,public CoreSupportEventExtraSpawnGroupId() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,31,"public ExtraSpawnAmountRange(F32 min, F32 max) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,35,public F32 get_Max() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,39,public F32 get_Min() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,41,public F32 GetAmount(RandomPCG random) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,44,private void set_Max(F32 value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnAmountRange.cs,47,private void set_Min(F32 value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnBoardData.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnBoardData.cs,9,"public ExtraSpawnBoardData(MergeBoard board, Coordinate coordinate, IItemDefinition itemDefinition) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,63,public ExtraSpawnCurrencyValueInfo() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,65,"public ExtraSpawnCurrencyValueInfo(Currencies configKey, F32 value, MetaDictionary<Currencies, F32> customValuesByCurrency, MetaDictionary<CoreSupportEventTokenId, F32> customValuesByCoreSupportEventTokenId, int experimentPriority) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,68,public override Currencies get_ConfigKey() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,71,"private MetaDictionary<CoreSupportEventTokenId, F32> get_CustomValuesByCoreSupportEventTokenId() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,74,"private MetaDictionary<Currencies, F32> get_CustomValuesByCurrency() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,77,public override int get_ExperimentPriority() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,80,private F32 get_Value() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,82,public F32 GetValue(TId id) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,85,private void set_ConfigKey(Currencies value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,88,"private void set_CustomValuesByCoreSupportEventTokenId(MetaDictionary<CoreSupportEventTokenId, F32> value) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,91,"private void set_CustomValuesByCurrency(MetaDictionary<Currencies, F32> value) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,94,private void set_ExperimentPriority(int value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,97,private void set_Value(F32 value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnCurrencyValueInfo.cs,99,"public override void Validate(IMergeMansionGameConfig configuration, GameConfigValidationResult variantEntries) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,229,"public ExtraSpawnInfo(string configKey, IExtraSpawnTrigger trigger, Nullable<Int32> itemMinLevel, Nullable<Int32> itemMaxLevel, List<String> eventFilters, List<String> includeTags, List<String> excludeTags, List<MergeBoardId> includeBoards, List<MergeBoardId> excludeBoards, F32 spawnChance, List<ValueTuple`3<Currencies, ExtraSpawnAmountRange, IExtraSpawnFormula>> spawnCurrencies, List<ValueTuple`3<CoreSupportEventTokenId, ExtraSpawnAmountRange, IExtraSpawnFormula>> spawnTokens, List<ValueTuple`2<Int32, Int64>> spawnItems, int visualPriority, CoreSupportEventSegmentFeature<CoreSupportEventExtraSpawnGroupId> segmentFeature, List<CoreSupportEventType> eventTypeFilters, List<PlayerRequirement> requirements, int experimentPriority) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,231,public ExtraSpawnInfo() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,233,private static List<PlayerRequirement> FixPlayerRequirements(MetaMemberDeserializationFailureParams failureParams) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,236,public override string get_ConfigKey() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,239,public List<String> get_EventFilters() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,242,private List<CoreSupportEventType> get_EventTypeFilters() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,245,public List<MergeBoardId> get_ExcludeBoards() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,248,public List<String> get_ExcludeTags() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,251,public override int get_ExperimentPriority() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,254,public List<MergeBoardId> get_IncludeBoards() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,257,public List<String> get_IncludeTags() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,260,private Nullable<Int32> get_ItemMaxLevel() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,263,private Nullable<Int32> get_ItemMinLevel() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,266,private List<PlayerRequirement> get_Requirements() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,269,private CoreSupportEventSegmentFeature<CoreSupportEventExtraSpawnGroupId> get_SegmentFeature() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,271,public Option<CoreSupportEventSegmentFeature`1<CoreSupportEventExtraSpawnGroupId>> get_SegmentFeatureOption() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,274,public F32 get_SpawnChance() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,277,"private List<ValueTuple`3<Currencies, ExtraSpawnAmountRange, IExtraSpawnFormula>> get_SpawnCurrencies() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,279,"public Option<List`1<ValueTuple`3<Currencies, ExtraSpawnAmountRange, IExtraSpawnFormula>>> get_SpawnCurrenciesOption() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,282,"private List<ValueTuple`2<ItemDef, Int64>> get_SpawnItems() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,285,"private List<ValueTuple`3<CoreSupportEventTokenId, ExtraSpawnAmountRange, IExtraSpawnFormula>> get_SpawnTokens() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,287,"public Option<List`1<ValueTuple`3<CoreSupportEventTokenId, ExtraSpawnAmountRange, IExtraSpawnFormula>>> get_SpawnTokensOption() { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,290,public IExtraSpawnTrigger get_Trigger() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,293,public int get_VisualPriority() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/Code/GameLogic/ExtraSpawns/ExtraSpawnInfo.cs,295,"private static Option<List`1<ValueTuple`2<TId, Int64>>> GetSpawnEntries(PlayerModel player, Option<List`1<ValueTuple`3<TId, ExtraSpawnAmountRange, IExtraSpawnFormula>>> entriesOption, IExtraSpawnTrigger trigger, Option<ExtraSpawnBoardData> boardDataOption, Func<PlayerModel, TId, Boolean> filter, RandomPCG random) { }",generated_empty_body
