assembly,type_file,file,line,signature,classification
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,173,public static bool IsBoosterShardItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,176,public static bool IsBoosterThatIsActive(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,179,public static bool IsBox(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,182,public static bool IsBoxOrChest(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,185,"public static bool IsCardPack(IItemDefinition itemDefinition, IMergeMansionGameConfig config) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,188,public static bool IsChargeSupportingItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,191,"public static bool IsChestContainingCardCollectionRewards(IItemDefinition itemDefinition, IMergeMansionGameConfig config) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,194,public static bool IsCoinItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,197,public static bool IsDecayingItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,200,public static bool IsDiamondItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,203,public static bool IsEnergyItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,206,public static bool IsEventProgressItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,209,public static bool IsExperienceItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,212,public static bool IsGarageCleanupEventProducer(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,215,public static bool IsInfiniteEnergyItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,218,"public static bool IsInformantTip(IItemDefinition itemDefinition, IMergeMansionGameConfig config) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,221,"public static bool IsItemUnlockedAndAvailable(IItemDefinition itemDefinition, IPlayer player, IItemContext itemContext = null) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,224,public static bool IsLevelUpItem(IItemDefinition item) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,227,public static bool IsPiggyBankItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,230,public static bool IsPreserveRatioItem(IItemDefinition item) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,233,"public static bool IsPreserveRatioItemMergeResult(IItemDefinition item, IPlayer player) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,236,"public static bool IsProducerOrVariant(IItemDefinition itemDefinition, IPlayer player) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,239,public static bool IsScissorItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,242,public static bool IsTimeSkipBoosterShardItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,245,public static bool IsTimeSkipItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,248,public static bool IsTimeStorageItem(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,251,public static int LevelNumberToAmountOfLevel1Items(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,254,"public static int OddsToSpawnBubble(IItemDefinition itemDefinition, int presentMaxLevelItemsCount, IPlayer player) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,257,public static ItemVisibility ProductionVisibility(IItemDefinition definition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,260,"public static void ResetAndAddProduces(IItemDefinition producer, IMergeMansionGameConfig gameConfig, HashSet<IItemDefinition> outputProducedItems) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,263,public static bool ShouldIgnoreEnergyMode(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,266,public static bool ShouldUseAutomaticDescription(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,269,public static bool StartsAsDiscovered(IItemDefinition itemDefinition) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,272,"public static bool TryGetMergeResultItem(IItemDefinition itemDefinition, IMergeMansionGameConfig config, out IItemDefinition result) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionExtensions.cs,275,"public static bool TryGetUnlockedMergeResultItem(IItemDefinition itemDefinition, IPlayer player, out IItemDefinition result) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,146,public ItemDefinitionSource() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,148,public override string get_ConfigKey() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,151,public int get_ExperimentPriority() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,153,public string get_ItemType() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,156,public List<Int32> get_RewardAmount() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,159,public List<String> get_RewardAux0() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,162,public List<String> get_RewardAux1() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,165,public List<String> get_RewardId() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,168,public List<String> get_RewardType() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,171,public List<String> get_UnlockRequirementAmount() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,174,public List<String> get_UnlockRequirementAux0() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,177,public List<String> get_UnlockRequirementId() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,180,public List<String> get_UnlockRequirementType() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,183,public void set_ExperimentPriority(int value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,186,public void set_RewardAmount(List<Int32> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,189,public void set_RewardAux0(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,192,public void set_RewardAux1(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,195,public void set_RewardId(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,198,public void set_RewardType(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,201,public void set_UnlockRequirementAmount(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,204,public void set_UnlockRequirementAux0(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,207,public void set_UnlockRequirementId(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,210,public void set_UnlockRequirementType(List<String> value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemDefinitionSource.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemDefinitionSource.cs,212,"public ItemDefinition ToConfigData(MergeFeatures mergeFeatures, ActivationFeatures activationFeatures, ActivationReEngagementSettings activationReEngagementSettings, SpawnFeatures spawnFeatures, DecayFeatures decayFeatures, ChestFeatures chestFeatures, CollectableFeatures collectableFeatures, BoosterFeatures boosterFeatures, BubbleFeatures bubbleFeatures, SinkFeatures sinkFeatures, ConsumableFeatures consumableFeatures, PortalFeatures portalFeatures, ChargesFeatures chargesFeatures, TimeContainerFeatures timeContainerFeatures, LeaderboardFeatures leaderboardFeatures, FishingRodFeatures fishingRodFeatures, WeightFeatures weightFeatures, CameraFeatures cameraFeatures, SinkableFeatures sinkableFeatures, FramesFeatures framesFeatures, PersistentFeatures persistentFeatures, OverrideSpawnChanceFeatures overrideSpawnChanceFeatures, AudioFeatures audioFeatures, OrderFeatures orderFeatures, MiniEventFeatures miniEventFeatures, ItemEffectFeatures itemEffectFeatures, OnFireFeatures onFireFeatures) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemRewardsState.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemRewardsState.cs,18,public ItemRewardsState() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemRewardsState.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemRewardsState.cs,21,public bool get_RewardsClaimed() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemRewardsState.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemRewardsState.cs,24,public void set_RewardsClaimed(bool value) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,15,private static <>c() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,17,public <>c() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,19,internal String[] <ConstructFactory>b__9_1(string val) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,21,"internal ValueTuple<Int32, Int32> <ConstructFactory>b__9_2(String[] parts) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,23,"internal ValueTuple<Int32, Int32> <Create>b__0_0(IEnumerable<String> chunk) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,36,"internal static List<ValueTuple`2<Int32, Int32>> <ConstructFactory>g__getScores|9_0(ref <>c__DisplayClass9_0 unnamed_param_0) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,38,public static ICalculateCollectValue ConstructCalculator(IList<String> parts) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,40,"public static ICollectAction ConstructCollectAction(string actionType, IList<String> actionArgs) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,42,"public static ISinkStateFactory ConstructFactory(string type, IEnumerable<String> scoresArgs, List<Int32> rewardItemIds, int finalScore, string rewardTag) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,44,"public static IConsumptionLogic ConstructLogic(string type, IEnumerable<String> arguments) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,46,"public static LootRoller ConstructLootRoller(IEnumerable<ValueTuple`2<Int32, Int32>> odds, IEnumerable<Int32> forcedLoot, IEnumerable<Int32> staticLoot, string spawnId) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,49,public static IMergeChainElement ConstructMergeChainElement(string source) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,51,"public static IOrderStateFactory ConstructOrderFactory(string type, MetaDictionary<Int32, Int32> scores, MetaDictionary<Int32, Int32> rewardItemIds, string activationType) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,53,"public static ISpawnCycle ConstructSpawnCycle(string type, MetaDuration delay, MetaDuration firstDelay, MetaDuration delayBetween, int howManyPerGenerated, int amountInCycle, int howManyCycles) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,56,"public static IItemSpawner Create(IProducerFactory factory, RollHistoryType rollHistoryType, string producerString) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,58,private static AddSpawnAmountAction ParseAddSpawnAmountAction(IList<String> args) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,60,private static CollectibleBoardEventCollectAction ParseCollectibleBoardEventCollectAction(IList<String> args) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsConfigExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsConfigExtensions.cs,62,private static ShortLeaderboardEventCollectAction ParseShortLeaderboardEventCollectAction(IList<String> args) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,14,private static <>c() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,16,public <>c() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,18,"internal ValueTuple<Int32, Int32> <CreateItemTypeWeightPairs>b__17_0(int itemType, int weight) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,20,"internal bool <Produces>b__8_0(ValueTuple<IItemDefinition, Int32> entry) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,29,public <>c__DisplayClass8_0() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,31,"internal ValueTuple<IItemDefinition, F32> <Produces>b__1(ValueTuple<IItemDefinition, Int32> entry) { }",generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,60,public <AllPossibleItemsProduced>d__7(int <>1__state) { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,62,private void <>m__Finally1() { },generated_empty_body
Metacore.MergeMansion.SharedLogic,GameLogic/Player/Items/ItemsExtensions.cs,structure/Cpp2IL-DiffableCs/Metacore.MergeMansion.SharedLogic/GameLogic/Player/Items/ItemsExtensions.cs,64,private override bool MoveNext() { },generated_empty_body
