typedef_index,image,namespace,type_name,declaration,selection_reason,generated_csharp_file,metadata_block_file,arm64_file,method_count,native_rva_count,ghidra_method_count,generic_native_instantiation_count,generated_csharp_sha256,bounded_method_count
786,TravelTown.Main.dll,MergeEngine.ECS.Systems.State.Board.Event,EventBoardRefillingStateSystem,public class EventBoardRefillingStateSystem : StateSystemBase<EventBoardResourcesRefilling>,棋盘状态恢复,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/State/Board/Event/EventBoardRefillingStateSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000786.txt,native_arm64/TravelTown.Main/000786_EventBoardRefillingStateSystem.s,3,3,2,0,a17eae1e23831aaa22c35e68885905c00a36599e8beaf6175feb153d2c7fc6bd,0
787,TravelTown.Main.dll,MergeEngine.ECS.Systems.State.Board.Event,EventBoardResourceStateSystem,public class EventBoardResourceStateSystem : StateSystemBase<EventBoardResources>,棋盘状态恢复,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/State/Board/Event/EventBoardResourceStateSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000787.txt,native_arm64/TravelTown.Main/000787_EventBoardResourceStateSystem.s,6,6,0,0,8a526f2273ddb2a0861a1f68e77648b9ef7a5464abdf8482f12683ab1662d623,0
788,TravelTown.Main.dll,MergeEngine.ECS.Systems.State.Board.Event,EventFreeVouchersStateSystem,public class EventFreeVouchersStateSystem : StateSystemBase<EventBoardFreeVouchers>,棋盘状态恢复,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/State/Board/Event/EventFreeVouchersStateSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000788.txt,native_arm64/TravelTown.Main/000788_EventFreeVouchersStateSystem.s,4,4,3,0,6311a6796e41d6de3e763c4637d0dd9b2517f40387b44ee71a80dc9ba0b772e6,0
843,TravelTown.Main.dll,MergeEngine.ECS.Systems.Player,ResourcesSystem,public class ResourcesSystem : SystemBase,资源消耗系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Player/ResourcesSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000843.txt,native_arm64/TravelTown.Main/000843_ResourcesSystem.s,34,34,6,0,5f6b8dbdb64229d59dd660ef691afec0f843390cf47193be1b1503ff861bbaf0,0
888,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BaseBoardSystem,public abstract class BaseBoardSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BaseBoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000888.txt,native_arm64/TravelTown.Main/000888_BaseBoardSystem.s,3,1,0,0,ce6ac4fca5879e029ae5171a999ac140dc96c62a274fe3296d708cd532559bfb,0
889,TravelTown.Main.dll,,BoardIdleHintSystem.<>c,private sealed class BoardIdleHintSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardIdleHintSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000889.txt,native_arm64/TravelTown.Main/000889_BoardIdleHintSystem_c.s,5,5,0,0,b360b81e758365eca5867583b94c3af7e63ac7d7746ee06c8e0d6f0c7d5e92dc,0
890,TravelTown.Main.dll,,BoardIdleHintSystem.<>c__DisplayClass47_0,private sealed class BoardIdleHintSystem.<>c__DisplayClass47_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardIdleHintSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000890.txt,native_arm64/TravelTown.Main/000890_BoardIdleHintSystem_c__DisplayClass47_0.s,2,2,0,0,b360b81e758365eca5867583b94c3af7e63ac7d7746ee06c8e0d6f0c7d5e92dc,0
891,TravelTown.Main.dll,,BoardIdleHintSystem.<>c__DisplayClass52_0,private sealed class BoardIdleHintSystem.<>c__DisplayClass52_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardIdleHintSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000891.txt,native_arm64/TravelTown.Main/000891_BoardIdleHintSystem_c__DisplayClass52_0.s,2,2,0,0,b360b81e758365eca5867583b94c3af7e63ac7d7746ee06c8e0d6f0c7d5e92dc,0
892,TravelTown.Main.dll,,BoardIdleHintSystem.<>c__DisplayClass54_0,private sealed class BoardIdleHintSystem.<>c__DisplayClass54_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardIdleHintSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000892.txt,native_arm64/TravelTown.Main/000892_BoardIdleHintSystem_c__DisplayClass54_0.s,2,2,0,0,b360b81e758365eca5867583b94c3af7e63ac7d7746ee06c8e0d6f0c7d5e92dc,0
893,TravelTown.Main.dll,,BoardIdleHintSystem.<>c__DisplayClass56_0,private sealed class BoardIdleHintSystem.<>c__DisplayClass56_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardIdleHintSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000893.txt,native_arm64/TravelTown.Main/000893_BoardIdleHintSystem_c__DisplayClass56_0.s,2,2,0,0,b360b81e758365eca5867583b94c3af7e63ac7d7746ee06c8e0d6f0c7d5e92dc,0
894,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BoardIdleHintSystem,public class BoardIdleHintSystem : TickableSystem<HintComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardIdleHintSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000894.txt,native_arm64/TravelTown.Main/000894_BoardIdleHintSystem.s,39,39,30,0,b360b81e758365eca5867583b94c3af7e63ac7d7746ee06c8e0d6f0c7d5e92dc,0
895,TravelTown.Main.dll,,BoardInteractionSystem.<>c__DisplayClass59_0,private sealed class BoardInteractionSystem.<>c__DisplayClass59_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardInteractionSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000895.txt,native_arm64/TravelTown.Main/000895_BoardInteractionSystem_c__DisplayClass59_0.s,4,4,0,0,ca37abff5081dfaba330833ca010134845db939e047e3ec0693ff2e167ed84d7,0
896,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BoardInteractionSystem,public class BoardInteractionSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardInteractionSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000896.txt,native_arm64/TravelTown.Main/000896_BoardInteractionSystem.s,43,43,31,0,ca37abff5081dfaba330833ca010134845db939e047e3ec0693ff2e167ed84d7,37
897,TravelTown.Main.dll,,BoardItemConsumerSystem.<>c,private sealed class BoardItemConsumerSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardItemConsumerSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000897.txt,native_arm64/TravelTown.Main/000897_BoardItemConsumerSystem_c.s,3,3,0,0,9bef79bacd6265320c1f595f9c7fb2f4937719666eed6da375e58acf3c721a72,0
898,TravelTown.Main.dll,,BoardItemConsumerSystem.<>c__DisplayClass11_0,private sealed class BoardItemConsumerSystem.<>c__DisplayClass11_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardItemConsumerSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000898.txt,native_arm64/TravelTown.Main/000898_BoardItemConsumerSystem_c__DisplayClass11_0.s,2,2,0,0,9bef79bacd6265320c1f595f9c7fb2f4937719666eed6da375e58acf3c721a72,0
899,TravelTown.Main.dll,,BoardItemConsumerSystem.<>c__DisplayClass12_0,private sealed class BoardItemConsumerSystem.<>c__DisplayClass12_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardItemConsumerSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000899.txt,native_arm64/TravelTown.Main/000899_BoardItemConsumerSystem_c__DisplayClass12_0.s,3,3,0,0,9bef79bacd6265320c1f595f9c7fb2f4937719666eed6da375e58acf3c721a72,0
900,TravelTown.Main.dll,,BoardItemConsumerSystem.<>c__DisplayClass7_0,private sealed class BoardItemConsumerSystem.<>c__DisplayClass7_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardItemConsumerSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000900.txt,native_arm64/TravelTown.Main/000900_BoardItemConsumerSystem_c__DisplayClass7_0.s,2,2,0,0,9bef79bacd6265320c1f595f9c7fb2f4937719666eed6da375e58acf3c721a72,0
901,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BoardItemConsumerSystem,public class BoardItemConsumerSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardItemConsumerSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000901.txt,native_arm64/TravelTown.Main/000901_BoardItemConsumerSystem.s,10,10,9,0,9bef79bacd6265320c1f595f9c7fb2f4937719666eed6da375e58acf3c721a72,0
904,TravelTown.Main.dll,,BoardQueueSystem.<>c,private sealed class BoardQueueSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardQueueSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000904.txt,native_arm64/TravelTown.Main/000904_BoardQueueSystem_c.s,4,4,0,0,eb461f301cdf63c08d8011a228f8a2acb5719f37f0c63f063131cd0e5af55cb8,0
905,TravelTown.Main.dll,,BoardQueueSystem.<>c__DisplayClass41_0,private sealed class BoardQueueSystem.<>c__DisplayClass41_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardQueueSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000905.txt,native_arm64/TravelTown.Main/000905_BoardQueueSystem_c__DisplayClass41_0.s,2,2,0,0,eb461f301cdf63c08d8011a228f8a2acb5719f37f0c63f063131cd0e5af55cb8,0
906,TravelTown.Main.dll,,BoardQueueSystem.<>c__DisplayClass58_0,private sealed class BoardQueueSystem.<>c__DisplayClass58_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardQueueSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000906.txt,native_arm64/TravelTown.Main/000906_BoardQueueSystem_c__DisplayClass58_0.s,2,2,0,0,eb461f301cdf63c08d8011a228f8a2acb5719f37f0c63f063131cd0e5af55cb8,0
907,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BoardQueueSystem,public class BoardQueueSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardQueueSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000907.txt,native_arm64/TravelTown.Main/000907_BoardQueueSystem.s,34,34,16,0,eb461f301cdf63c08d8011a228f8a2acb5719f37f0c63f063131cd0e5af55cb8,0
908,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,ResourcesRefillingStateSystem,public class ResourcesRefillingStateSystem : StateSystemBase<CoreBoardResourcesRefilling>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ResourcesRefillingStateSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000908.txt,native_arm64/TravelTown.Main/000908_ResourcesRefillingStateSystem.s,3,3,2,0,aa62f0dda84ceab287ac566e5b39a2ed039ae2ab8a612c016963762ffebbd080,0
909,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BoardResourceStateSystem,public class BoardResourceStateSystem : StateSystemBase<CoreBoardResources>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardResourceStateSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000909.txt,native_arm64/TravelTown.Main/000909_BoardResourceStateSystem.s,2,2,1,0,fe1c34bcbbf2d76a48cc3c7a642797f51042cac539c2c0966a8ef27e944a2fad,0
910,TravelTown.Main.dll,,BoardSystem.<>c,private sealed class BoardSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000910.txt,native_arm64/TravelTown.Main/000910_BoardSystem_c.s,5,5,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
911,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass47_0,private sealed class BoardSystem.<>c__DisplayClass47_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000911.txt,native_arm64/TravelTown.Main/000911_BoardSystem_c__DisplayClass47_0.s,2,2,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
912,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass47_1,private sealed class BoardSystem.<>c__DisplayClass47_1,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000912.txt,native_arm64/TravelTown.Main/000912_BoardSystem_c__DisplayClass47_1.s,2,2,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
913,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass48_0,private sealed class BoardSystem.<>c__DisplayClass48_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000913.txt,native_arm64/TravelTown.Main/000913_BoardSystem_c__DisplayClass48_0.s,2,2,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
914,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass49_0,private sealed class BoardSystem.<>c__DisplayClass49_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000914.txt,native_arm64/TravelTown.Main/000914_BoardSystem_c__DisplayClass49_0.s,2,2,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
915,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass49_1,private struct BoardSystem.<>c__DisplayClass49_1,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000915.txt,,0,0,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
916,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass54_0,private sealed class BoardSystem.<>c__DisplayClass54_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000916.txt,native_arm64/TravelTown.Main/000916_BoardSystem_c__DisplayClass54_0.s,3,3,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
917,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass65_0,private sealed class BoardSystem.<>c__DisplayClass65_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000917.txt,native_arm64/TravelTown.Main/000917_BoardSystem_c__DisplayClass65_0.s,2,2,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
918,TravelTown.Main.dll,,BoardSystem.<>c__DisplayClass73_0,private sealed class BoardSystem.<>c__DisplayClass73_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000918.txt,native_arm64/TravelTown.Main/000918_BoardSystem_c__DisplayClass73_0.s,2,2,0,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,0
919,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,BoardSystem,public class BoardSystem : BaseBoardSystem,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/BoardSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000919.txt,native_arm64/TravelTown.Main/000919_BoardSystem.s,52,52,35,0,2564daf28f1559181319361196898334a1a6a46e055f395017c648c07ee9a594,2
920,TravelTown.Main.dll,,ChargableSystem.<>c,private sealed class ChargableSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ChargableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000920.txt,native_arm64/TravelTown.Main/000920_ChargableSystem_c.s,3,3,0,0,991f06eaa13a436f4fb1a306c76675a749daf90125da315c4eea33b809b40083,0
921,TravelTown.Main.dll,,ChargableSystem.<>c__DisplayClass11_0,private sealed class ChargableSystem.<>c__DisplayClass11_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ChargableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000921.txt,native_arm64/TravelTown.Main/000921_ChargableSystem_c__DisplayClass11_0.s,2,2,0,0,991f06eaa13a436f4fb1a306c76675a749daf90125da315c4eea33b809b40083,0
922,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,ChargableSystem,public class ChargableSystem : BaseItemSystem<ChargableComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ChargableSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000922.txt,native_arm64/TravelTown.Main/000922_ChargableSystem.s,10,10,8,0,991f06eaa13a436f4fb1a306c76675a749daf90125da315c4eea33b809b40083,0
923,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,GenericTokensStateSystem,public class GenericTokensStateSystem : StateSystemBase<GenericTokenState>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/GenericTokensStateSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000923.txt,native_arm64/TravelTown.Main/000923_GenericTokensStateSystem.s,4,4,2,0,6c9239abb0deb65a2c538884f4884426c6024bb09ef735ec79f2e786ec522681,0
924,TravelTown.Main.dll,,IItemsCombiner.OnItemsCombined,public sealed class IItemsCombiner.OnItemsCombined : MulticastDelegate,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/IItemsCombiner.cs,metadata_blocks/TravelTown.Main/TypeDef_000924.txt,native_arm64/TravelTown.Main/000924_IItemsCombiner_OnItemsCombined.s,4,4,0,0,11e16e05dbddb83e96b37369edefe444384b24cd577fac13a1477380896fddb1,0
925,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,IItemsCombiner,public interface IItemsCombiner,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/IItemsCombiner.cs,metadata_blocks/TravelTown.Main/TypeDef_000925.txt,,3,0,0,0,11e16e05dbddb83e96b37369edefe444384b24cd577fac13a1477380896fddb1,0
926,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,InteractionTrackingSystem,public class InteractionTrackingSystem : TickableSystem<InteractionTrackingComponent>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/InteractionTrackingSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000926.txt,native_arm64/TravelTown.Main/000926_InteractionTrackingSystem.s,4,4,2,0,1b9c502610cd73d940efafc6349d41cf79b926eacb7f782ca6584c69a54096b0,0
927,TravelTown.Main.dll,,ItemCountSystem.<>c__DisplayClass12_0,private sealed class ItemCountSystem.<>c__DisplayClass12_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ItemCountSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000927.txt,native_arm64/TravelTown.Main/000927_ItemCountSystem_c__DisplayClass12_0.s,2,2,0,0,c0334c8975a03f6bd462749ba57f5eb2e6feaa066536c7345cb59fa10eee3ead,0
928,TravelTown.Main.dll,,ItemCountSystem.<>c__DisplayClass15_0,private sealed class ItemCountSystem.<>c__DisplayClass15_0,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ItemCountSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000928.txt,native_arm64/TravelTown.Main/000928_ItemCountSystem_c__DisplayClass15_0.s,2,2,0,0,c0334c8975a03f6bd462749ba57f5eb2e6feaa066536c7345cb59fa10eee3ead,0
929,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,ItemCountSystem,public class ItemCountSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/ItemCountSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000929.txt,native_arm64/TravelTown.Main/000929_ItemCountSystem.s,11,11,6,0,c0334c8975a03f6bd462749ba57f5eb2e6feaa066536c7345cb59fa10eee3ead,0
930,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,MergeSystem,"public class MergeSystem : SystemBase, IItemsCombiner",旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/MergeSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000930.txt,native_arm64/TravelTown.Main/000930_MergeSystem.s,26,25,23,1,731ca5765663546fb5dd42bea3af17a8e3399d06494d41dd23598e6c58b06ab7,24
931,TravelTown.Main.dll,,SplitSystem.SplitContext,private class SplitSystem.SplitContext,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/SplitSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000931.txt,native_arm64/TravelTown.Main/000931_SplitSystem_SplitContext.s,23,23,0,0,0be2e8e26653441889fb3d4497964fc8a39cbb2ad9e5b80be62553484c24b7bc,0
932,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,SplitSystem,"public class SplitSystem : SystemBase, IItemsCombiner",旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/SplitSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000932.txt,native_arm64/TravelTown.Main/000932_SplitSystem.s,22,22,21,0,0be2e8e26653441889fb3d4497964fc8a39cbb2ad9e5b80be62553484c24b7bc,0
933,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,StackingSystem,"public class StackingSystem : SystemBase, IItemsCombiner",旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/StackingSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000933.txt,native_arm64/TravelTown.Main/000933_StackingSystem.s,10,10,9,0,6e30384c6317df179adeab3c44e3c495f19f4e4782f0367b34d45b90542041c5,0
934,TravelTown.Main.dll,,UnboxingSystem.<>c,private sealed class UnboxingSystem.<>c,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/UnboxingSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000934.txt,native_arm64/TravelTown.Main/000934_UnboxingSystem_c.s,3,3,0,0,4e7ac031402aa3a2b18b3a8bdb67b499876fd3491f0f0462c19cc1559ffaa25a,0
935,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,UnboxingSystem,public class UnboxingSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/UnboxingSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000935.txt,native_arm64/TravelTown.Main/000935_UnboxingSystem.s,11,11,10,0,4e7ac031402aa3a2b18b3a8bdb67b499876fd3491f0f0462c19cc1559ffaa25a,0
936,TravelTown.Main.dll,MergeEngine.ECS.Systems.Board,UndoSellAbuseSystem,public class UndoSellAbuseSystem : SystemBase,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Board/UndoSellAbuseSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000936.txt,native_arm64/TravelTown.Main/000936_UndoSellAbuseSystem.s,15,15,13,0,f9303e7f7d49bb9af72cb378c00f8e3105e355dde2f49be290ae78e70c0a47ff,0
937,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,MergeItemBoosterComponent,"public class MergeItemBoosterComponent : ComponentBase, IRemoteLoadedComponent<SerializedMergeItemBoosterComponent>",旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/MergeItemBoosterComponent.cs,metadata_blocks/TravelTown.Main/TypeDef_000937.txt,native_arm64/TravelTown.Main/000937_MergeItemBoosterComponent.s,4,4,1,0,2ce081e04e3b1b39dffbee82d79e037e976775674314d7657cd0924640df9c63,0
938,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,SerializedMergeItemBoosterComponent,public class SerializedMergeItemBoosterComponent,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/SerializedMergeItemBoosterComponent.cs,metadata_blocks/TravelTown.Main/TypeDef_000938.txt,native_arm64/TravelTown.Main/000938_SerializedMergeItemBoosterComponent.s,1,1,0,0,51903a0baced98090704ba9affc313db1093b8f57f82815a6942e9ad09c0fdfa,0
939,TravelTown.Main.dll,MergeEngine.ECS.Systems.Items,BaseItemSystem<T>,public abstract class BaseItemSystem<T> : TickableSystem<T>,旧棋盘系统,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BaseItemSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000939.txt,native_arm64/TravelTown.Main/000939_BaseItemSystem_T_.s,4,0,0,6,eeebfcda37696ea651de739e4eda6eabb020af577e0bb465131991f895d4a56b,0
940,TravelTown.Main.dll,,BaseToolAnalysisSystem.<>c<T>,private sealed class BaseToolAnalysisSystem.<>c<T>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BaseToolAnalysisSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000940.txt,native_arm64/TravelTown.Main/000940_BaseToolAnalysisSystem_c_T_.s,8,0,0,16,6b6165de4dc88306f462d41e548ce29a2b65868444f009e20aa3e5af5cfa4155,0
941,TravelTown.Main.dll,,BaseToolAnalysisSystem.<>c__DisplayClass27_0<T>,private sealed class BaseToolAnalysisSystem.<>c__DisplayClass27_0<T>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BaseToolAnalysisSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000941.txt,native_arm64/TravelTown.Main/000941_BaseToolAnalysisSystem_c__DisplayClass27_0_T_.s,3,0,0,6,6b6165de4dc88306f462d41e548ce29a2b65868444f009e20aa3e5af5cfa4155,0
942,TravelTown.Main.dll,,BaseToolAnalysisSystem.<>c__DisplayClass29_0<T>,private sealed class BaseToolAnalysisSystem.<>c__DisplayClass29_0<T>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BaseToolAnalysisSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000942.txt,native_arm64/TravelTown.Main/000942_BaseToolAnalysisSystem_c__DisplayClass29_0_T_.s,2,0,0,4,6b6165de4dc88306f462d41e548ce29a2b65868444f009e20aa3e5af5cfa4155,0
943,TravelTown.Main.dll,,BaseToolAnalysisSystem.<>c__DisplayClass32_0<T>,private sealed class BaseToolAnalysisSystem.<>c__DisplayClass32_0<T>,同一完整脚本,generated_csharp/TravelTown.Main/MergeEngine/ECS/Systems/Items/BaseToolAnalysisSystem.cs,metadata_blocks/TravelTown.Main/TypeDef_000943.txt,native_arm64/TravelTown.Main/000943_BaseToolAnalysisSystem_c__DisplayClass32_0_T_.s,2,0,0,4,6b6165de4dc88306f462d41e548ce29a2b65868444f009e20aa3e5af5cfa4155,0
