typedef_index,image,namespace,type_name,declaration,selection_reason,generated_csharp_file,metadata_block_file,arm64_file,method_count,native_rva_count,ghidra_method_count,generic_native_instantiation_count,generated_csharp_sha256,bounded_method_count
25760,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,MergeSystem,public class MergeSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/MergeSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025760.txt,native_arm64/TravelTown.MergeBoard/025760_MergeSystem.s,3,3,2,0,200dfe51ff7e4126d77e9e2504ed9e65b40757ea25d55795144b289354c065cf,2
25761,TravelTown.MergeBoard.dll,,MoveSystem.<>c__DisplayClass0_0,private sealed class MoveSystem.<>c__DisplayClass0_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/MoveSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025761.txt,native_arm64/TravelTown.MergeBoard/025761_MoveSystem_c__DisplayClass0_0.s,2,2,0,0,cb7a9c3dd845b1f9071bd38cb91272715bbbf2ed4a543e1295b03884df20770e,0
25762,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,MoveSystem,public class MoveSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/MoveSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025762.txt,native_arm64/TravelTown.MergeBoard/025762_MoveSystem.s,2,2,1,0,cb7a9c3dd845b1f9071bd38cb91272715bbbf2ed4a543e1295b03884df20770e,0
25763,TravelTown.MergeBoard.dll,,PendingItemsCombinationSystem.<>c__DisplayClass4_0,private sealed class PendingItemsCombinationSystem.<>c__DisplayClass4_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/PendingItemsCombinationSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025763.txt,native_arm64/TravelTown.MergeBoard/025763_PendingItemsCombinationSystem_c__DisplayClass4_0.s,2,2,0,0,b1b29da7ad79b7115923160d998d5ef1181d8fb422776cee751bf85b8cc13425,0
25764,TravelTown.MergeBoard.dll,,PendingItemsCombinationSystem.<>c__DisplayClass6_0,private sealed class PendingItemsCombinationSystem.<>c__DisplayClass6_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/PendingItemsCombinationSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025764.txt,native_arm64/TravelTown.MergeBoard/025764_PendingItemsCombinationSystem_c__DisplayClass6_0.s,2,2,0,0,b1b29da7ad79b7115923160d998d5ef1181d8fb422776cee751bf85b8cc13425,0
25765,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,PendingItemsCombinationSystem,public class PendingItemsCombinationSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/PendingItemsCombinationSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025765.txt,native_arm64/TravelTown.MergeBoard/025765_PendingItemsCombinationSystem.s,8,8,7,0,b1b29da7ad79b7115923160d998d5ef1181d8fb422776cee751bf85b8cc13425,0
25766,TravelTown.MergeBoard.dll,,ProducerSystem.<>c,private sealed class ProducerSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ProducerSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025766.txt,native_arm64/TravelTown.MergeBoard/025766_ProducerSystem_c.s,4,4,0,0,8f00f04abcb2509873fd50c9b3f4abb8c4465f10ae5fb7d50b37f62ad61529fe,0
25767,TravelTown.MergeBoard.dll,,ProducerSystem.<>c__DisplayClass5_0,private sealed class ProducerSystem.<>c__DisplayClass5_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ProducerSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025767.txt,native_arm64/TravelTown.MergeBoard/025767_ProducerSystem_c__DisplayClass5_0.s,2,2,0,0,8f00f04abcb2509873fd50c9b3f4abb8c4465f10ae5fb7d50b37f62ad61529fe,0
25768,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,ProducerSystem,public class ProducerSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ProducerSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025768.txt,native_arm64/TravelTown.MergeBoard/025768_ProducerSystem.s,5,5,4,0,8f00f04abcb2509873fd50c9b3f4abb8c4465f10ae5fb7d50b37f62ad61529fe,0
25769,TravelTown.MergeBoard.dll,,ResourceItemDropSystem.<>c,private sealed class ResourceItemDropSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ResourceItemDropSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025769.txt,native_arm64/TravelTown.MergeBoard/025769_ResourceItemDropSystem_c.s,3,3,0,0,98d8ecb7a8064f7297b449f3bb1e39c92e225b6650522b7f09975a7581004452,0
25770,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,ResourceItemDropSystem,public class ResourceItemDropSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ResourceItemDropSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025770.txt,native_arm64/TravelTown.MergeBoard/025770_ResourceItemDropSystem.s,3,3,2,0,98d8ecb7a8064f7297b449f3bb1e39c92e225b6650522b7f09975a7581004452,0
25771,TravelTown.MergeBoard.dll,,SpawnerSystem.<>c,private sealed class SpawnerSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SpawnerSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025771.txt,native_arm64/TravelTown.MergeBoard/025771_SpawnerSystem_c.s,5,5,0,0,a8fdfc5cca1989259ed08e20a71ab9cb1194cb4ca5141f64c03b2181d742540e,0
25772,TravelTown.MergeBoard.dll,,SpawnerSystem.<>c__DisplayClass5_0,private sealed class SpawnerSystem.<>c__DisplayClass5_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SpawnerSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025772.txt,native_arm64/TravelTown.MergeBoard/025772_SpawnerSystem_c__DisplayClass5_0.s,2,2,0,0,a8fdfc5cca1989259ed08e20a71ab9cb1194cb4ca5141f64c03b2181d742540e,0
25773,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,SpawnerSystem,public class SpawnerSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SpawnerSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025773.txt,native_arm64/TravelTown.MergeBoard/025773_SpawnerSystem.s,5,5,4,0,a8fdfc5cca1989259ed08e20a71ab9cb1194cb4ca5141f64c03b2181d742540e,0
25774,TravelTown.MergeBoard.dll,,SplitSystem.<>c,private sealed class SplitSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SplitSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025774.txt,native_arm64/TravelTown.MergeBoard/025774_SplitSystem_c.s,3,3,0,0,75a10a8d2566f02d0f676617e1a2e7f1bc5b627bedb34edb8dc6c45f82f70ec1,0
25775,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,SplitSystem,public class SplitSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SplitSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025775.txt,native_arm64/TravelTown.MergeBoard/025775_SplitSystem.s,7,7,6,0,75a10a8d2566f02d0f676617e1a2e7f1bc5b627bedb34edb8dc6c45f82f70ec1,0
25776,TravelTown.MergeBoard.dll,,SwapSystem.<>c__DisplayClass0_0,private sealed class SwapSystem.<>c__DisplayClass0_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SwapSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025776.txt,native_arm64/TravelTown.MergeBoard/025776_SwapSystem_c__DisplayClass0_0.s,2,2,0,0,c94d3c260aa30b85293de47bfa9f1875c09535c45f5f222359db3ac57088cb1b,0
25777,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,SwapSystem,public class SwapSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SwapSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025777.txt,native_arm64/TravelTown.MergeBoard/025777_SwapSystem.s,3,3,2,0,c94d3c260aa30b85293de47bfa9f1875c09535c45f5f222359db3ac57088cb1b,0
25778,TravelTown.MergeBoard.dll,,SystemsZenjectExtension.SystemsBuilderWithContext,public struct SystemsZenjectExtension.SystemsBuilderWithContext,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SystemsZenjectExtension.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025778.txt,native_arm64/TravelTown.MergeBoard/025778_SystemsZenjectExtension_SystemsBuilderWithContext.s,2,1,0,2,df04f283b5054a9c8adc80f5021d650c0f4bceaef8ac4a3b7f1107c40e95f163,0
25779,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,SystemsZenjectExtension,public static class SystemsZenjectExtension,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/SystemsZenjectExtension.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025779.txt,native_arm64/TravelTown.MergeBoard/025779_SystemsZenjectExtension.s,1,1,1,0,df04f283b5054a9c8adc80f5021d650c0f4bceaef8ac4a3b7f1107c40e95f163,0
25780,TravelTown.MergeBoard.dll,,TimeCycleSystem.<>c,private sealed class TimeCycleSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeCycleSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025780.txt,native_arm64/TravelTown.MergeBoard/025780_TimeCycleSystem_c.s,3,3,0,0,2ad551c73408d90d1c4ea23b565b971f0f2b2a287db8a46b57af0213794afa44,0
25781,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,TimeCycleSystem,public class TimeCycleSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeCycleSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025781.txt,native_arm64/TravelTown.MergeBoard/025781_TimeCycleSystem.s,11,11,10,0,2ad551c73408d90d1c4ea23b565b971f0f2b2a287db8a46b57af0213794afa44,0
25782,TravelTown.MergeBoard.dll,,TimeDurationSystem.<>c,private sealed class TimeDurationSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeDurationSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025782.txt,native_arm64/TravelTown.MergeBoard/025782_TimeDurationSystem_c.s,3,3,0,0,de9322737b94ba329add2be37bdfa0292ab804c307b5744d4897f787b0f1c5a6,0
25783,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,TimeDurationSystem,public class TimeDurationSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeDurationSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025783.txt,native_arm64/TravelTown.MergeBoard/025783_TimeDurationSystem.s,3,3,2,0,de9322737b94ba329add2be37bdfa0292ab804c307b5744d4897f787b0f1c5a6,0
25784,TravelTown.MergeBoard.dll,,TimeLockSystem.<>c,private sealed class TimeLockSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeLockSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025784.txt,native_arm64/TravelTown.MergeBoard/025784_TimeLockSystem_c.s,6,6,0,0,11a54af753c4a7ce1bb519389b66de81b3ed6146c3d353c9f2c305ae0365c921,0
25785,TravelTown.MergeBoard.dll,,TimeLockSystem.<>c__DisplayClass10_0,private sealed class TimeLockSystem.<>c__DisplayClass10_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeLockSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025785.txt,native_arm64/TravelTown.MergeBoard/025785_TimeLockSystem_c__DisplayClass10_0.s,2,2,0,0,11a54af753c4a7ce1bb519389b66de81b3ed6146c3d353c9f2c305ae0365c921,0
25786,TravelTown.MergeBoard.dll,,TimeLockSystem.<>c__DisplayClass1_0,private sealed class TimeLockSystem.<>c__DisplayClass1_0,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeLockSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025786.txt,native_arm64/TravelTown.MergeBoard/025786_TimeLockSystem_c__DisplayClass1_0.s,2,2,0,0,11a54af753c4a7ce1bb519389b66de81b3ed6146c3d353c9f2c305ae0365c921,0
25787,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,TimeLockSystem,public class TimeLockSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TimeLockSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025787.txt,native_arm64/TravelTown.MergeBoard/025787_TimeLockSystem.s,14,14,13,0,11a54af753c4a7ce1bb519389b66de81b3ed6146c3d353c9f2c305ae0365c921,0
25788,TravelTown.MergeBoard.dll,,ToolSpawningSystem.<>c,private sealed class ToolSpawningSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ToolSpawningSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025788.txt,native_arm64/TravelTown.MergeBoard/025788_ToolSpawningSystem_c.s,4,4,0,0,c298b61d240a68474d5b9652d5c7fc7948e2563a5d31780828ced720238e2aa5,0
25789,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,ToolSpawningSystem,public class ToolSpawningSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/ToolSpawningSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025789.txt,native_arm64/TravelTown.MergeBoard/025789_ToolSpawningSystem.s,3,3,2,0,c298b61d240a68474d5b9652d5c7fc7948e2563a5d31780828ced720238e2aa5,0
25790,TravelTown.MergeBoard.dll,,TransformSystem.<>c,private sealed class TransformSystem.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TransformSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025790.txt,native_arm64/TravelTown.MergeBoard/025790_TransformSystem_c.s,4,4,0,0,ab931ad3bff8bbd4d178e8c37251463ba26dc5953e09b2c33e4a1811b28d5409,0
25791,TravelTown.MergeBoard.dll,Merger.MergeBoard.Systems,TransformSystem,public class TransformSystem : ISystem,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Systems/TransformSystem.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025791.txt,native_arm64/TravelTown.MergeBoard/025791_TransformSystem.s,6,6,5,0,ab931ad3bff8bbd4d178e8c37251463ba26dc5953e09b2c33e4a1811b28d5409,0
25792,TravelTown.MergeBoard.dll,Merger.MergeBoard.Signals,MergeBoardClearItemSelectionSignal,public class MergeBoardClearItemSelectionSignal,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Signals/MergeBoardClearItemSelectionSignal.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025792.txt,native_arm64/TravelTown.MergeBoard/025792_MergeBoardClearItemSelectionSignal.s,1,1,0,0,c94c2617863f8a1f7f9132d895b0bbc03d03bb00d6c170609c7502fa5c366a91,0
25793,TravelTown.MergeBoard.dll,Merger.MergeBoard.Signals,MergeBoardItemLandedSignal,public class MergeBoardItemLandedSignal,声明的基类/接口,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Signals/MergeBoardItemLandedSignal.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025793.txt,native_arm64/TravelTown.MergeBoard/025793_MergeBoardItemLandedSignal.s,5,5,0,0,23af299511c79c5658395d98637734e18eedaf1b4ff90f8eb0a5aaf8f0ccaec1,0
25794,TravelTown.MergeBoard.dll,Merger.MergeBoard.Signals,MergeBoardItemSelectedSignal,public class MergeBoardItemSelectedSignal,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Signals/MergeBoardItemSelectedSignal.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025794.txt,native_arm64/TravelTown.MergeBoard/025794_MergeBoardItemSelectedSignal.s,2,2,0,0,855e1ae2bfbac75f956fbe269bfe3218d73e906c5b8668e6da4768b580d5eb50,0
25795,TravelTown.MergeBoard.dll,Merger.MergeBoard.Signals,MergeBoardNewItemCreatedSignal,public class MergeBoardNewItemCreatedSignal,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Signals/MergeBoardNewItemCreatedSignal.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025795.txt,native_arm64/TravelTown.MergeBoard/025795_MergeBoardNewItemCreatedSignal.s,2,2,0,0,bec0162297707752dcb180a95070b97372f94f9c28697cfb6bff8f9b10a29a26,0
25798,TravelTown.MergeBoard.dll,Merger.MergeBoard.Services,IMergeBoardOperationTrackingService,"public interface IMergeBoardOperationTrackingService : IBlockingFlags<OperationTrackingFlags>, IDebugBlockingFlags",新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Services/IMergeBoardOperationTrackingService.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025798.txt,,2,0,0,0,0a13efdcc914de373e75fee7b260521c1a1a3ad4ac5e0259729f50f93dc144d7,0
25800,TravelTown.MergeBoard.dll,Merger.MergeBoard.Services,MergeBoardOperationTrackingService,"public class MergeBoardOperationTrackingService : BlockingFlagsService<OperationTrackingFlags>, IMergeBoardOperationTrackingService, IBlockingFlags<OperationTrackingFlags>, IDebugBlockingFlags",新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Services/MergeBoardOperationTrackingService.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025800.txt,native_arm64/TravelTown.MergeBoard/025800_MergeBoardOperationTrackingService.s,6,5,4,1,a805160bbbbaaa1916fe6b29815dc4ef8babb9f5edcc6654ef4d9cb8bf2c7f2d,0
25802,TravelTown.MergeBoard.dll,Merger.MergeBoard.Providers,IBoardItemsContainerProvider,public interface IBoardItemsContainerProvider,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Providers/IBoardItemsContainerProvider.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025802.txt,,1,0,0,0,7050ea3c628927631afd7e84705d427f22ed07b8bf06e5872ce3ce71118d7622,0
25803,TravelTown.MergeBoard.dll,Merger.MergeBoard.Providers,IOperationTrackingMetadataProvider,public interface IOperationTrackingMetadataProvider,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Providers/IOperationTrackingMetadataProvider.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025803.txt,,2,0,0,0,b6a2608c1fadc6b156e5c060ba7e22f087904ed219f4f4551b71c88415ded1a3,0
25804,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,ActiveTilesModel,public class ActiveTilesModel : IActiveTilesModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/ActiveTilesModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025804.txt,native_arm64/TravelTown.MergeBoard/025804_ActiveTilesModel.s,6,6,2,0,e7be3699f4e427e1e3faea8f1e9f04d0f6d8a47730815f57f7cea4e971e756b8,0
25805,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,IActiveTilesModel,public interface IActiveTilesModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/IActiveTilesModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025805.txt,,5,0,0,0,3d7a29806de88af9372b31d9d9d28d8decd83f17de8af29f812f5f0fda2ffeee,0
25806,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,IItemsDiscoveryModel,public interface IItemsDiscoveryModel : IPlayerItemsCollectionModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/IItemsDiscoveryModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025806.txt,,6,0,0,0,72f3e398718a064b65c0f7119c7d97b9ac8b008eefd691ba42e70e50633d69a2,0
25807,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,IMergeBoardModel,public interface IMergeBoardModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/IMergeBoardModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025807.txt,,6,0,0,0,e194b0f493c7464bc12ae3938347b7165bb42bca0ca609ff23d1dcd4cf13c612,0
25808,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,IMergeBoardSelectedItemModel,public interface IMergeBoardSelectedItemModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/IMergeBoardSelectedItemModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025808.txt,,3,0,0,0,50f7fc9cc457cc809fd64167e430b129fcc4672826d4709bc8d2955f1f2cae85,0
25809,TravelTown.MergeBoard.dll,,ItemsDiscoveryModel.ItemDiscoveryRecord,private class ItemsDiscoveryModel.ItemDiscoveryRecord,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/ItemsDiscoveryModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025809.txt,native_arm64/TravelTown.MergeBoard/025809_ItemsDiscoveryModel_ItemDiscoveryRecord.s,1,1,0,0,72628555ed7b06ddacc0e67aede467bdd36e12a3ba24b2733d6428c757fa738e,0
25810,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,ItemsDiscoveryModel,"public class ItemsDiscoveryModel : ModelBase, IItemsDiscoveryModel, IPlayerItemsCollectionModel",新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/ItemsDiscoveryModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025810.txt,native_arm64/TravelTown.MergeBoard/025810_ItemsDiscoveryModel.s,16,16,14,0,72628555ed7b06ddacc0e67aede467bdd36e12a3ba24b2733d6428c757fa738e,0
25811,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,ITileConfigurationModel,public interface ITileConfigurationModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/ITileConfigurationModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025811.txt,,5,0,0,0,42c00945663c9773e7a378b015597efefc0f91927ff77a6663bf440439954001,0
25812,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,MergeBoardModel,public class MergeBoardModel : IMergeBoardModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/MergeBoardModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025812.txt,native_arm64/TravelTown.MergeBoard/025812_MergeBoardModel.s,8,8,0,0,7d4f69f322d47c4f214843411b67a555c116a7a94d0e4d10f57ee43f4e36564a,0
25813,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,MergeBoardSelectedItemModel,"public class MergeBoardSelectedItemModel : ModelBase, IMergeBoardSelectedItemModel",新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/MergeBoardSelectedItemModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025813.txt,native_arm64/TravelTown.MergeBoard/025813_MergeBoardSelectedItemModel.s,4,4,2,0,a1c19b4326dc12dc7fc8d67a8b995f23685223104ee4f32a683691d2a81ffea5,0
25814,TravelTown.MergeBoard.dll,,TileConfigurationModel.<>c,private sealed class TileConfigurationModel.<>c,同一完整脚本,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/TileConfigurationModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025814.txt,native_arm64/TravelTown.MergeBoard/025814_TileConfigurationModel_c.s,4,4,0,0,83ea767242d9bad1995c62e4f2cb91b5f4e1d3fed702fa66ff8a7671b4109a9a,0
25815,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,TileConfigurationModel,public class TileConfigurationModel : ITileConfigurationModel,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/TileConfigurationModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025815.txt,native_arm64/TravelTown.MergeBoard/025815_TileConfigurationModel.s,7,7,4,0,83ea767242d9bad1995c62e4f2cb91b5f4e1d3fed702fa66ff8a7671b4109a9a,0
25816,TravelTown.MergeBoard.dll,Merger.MergeBoard.Models,ViewportMergeBoardModel,"public class ViewportMergeBoardModel : ModelBase, IMergeBoardModel",新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Models/ViewportMergeBoardModel.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025816.txt,native_arm64/TravelTown.MergeBoard/025816_ViewportMergeBoardModel.s,8,8,1,0,42946ed6c489bc53a4f5f95d631e61ee813c1536fc23b4c839df48c891ea8b9f,0
25823,TravelTown.MergeBoard.dll,Merger.MergeBoard.Logic,IBoardControllerPostTickProcessor,public interface IBoardControllerPostTickProcessor,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Logic/IBoardControllerPostTickProcessor.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025823.txt,,1,0,0,0,681e1f2bff1ea3b9f4454c724bd849cc98c4d806d555d380375c592c45fc6c19,0
25824,TravelTown.MergeBoard.dll,Merger.MergeBoard.Logic,IItemInteractionAffordabilityChecker,public interface IItemInteractionAffordabilityChecker,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Logic/IItemInteractionAffordabilityChecker.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025824.txt,,2,0,0,0,16a2d0cceedb7d27dc60ad2b59100f0ba987c431237ec74b8283aeff78261a59,0
25825,TravelTown.MergeBoard.dll,Merger.MergeBoard.Logic,IItemSelectionBoxPickHandler,public interface IItemSelectionBoxPickHandler,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Logic/IItemSelectionBoxPickHandler.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025825.txt,,1,0,0,0,a39a894a3cf367ecbbc9f0ba77635ccf3ff841af19ef3368882cf94e45657991,0
25826,TravelTown.MergeBoard.dll,Merger.MergeBoard.Logic,InteractionPostTickProcessor,public class InteractionPostTickProcessor : IBoardControllerPostTickProcessor,新棋盘玩法核心,generated_csharp/TravelTown.MergeBoard/Merger/MergeBoard/Logic/InteractionPostTickProcessor.cs,metadata_blocks/TravelTown.MergeBoard/TypeDef_025826.txt,native_arm64/TravelTown.MergeBoard/025826_InteractionPostTickProcessor.s,2,2,1,0,d83f81bf4d74fb8b55f229d64b14cffb15993c2b5490ca1db8a28a8e775a3cfb,0
