typedef_index,image,namespace,type_name,signature_from_dump,rva,metadata_status,native_status,native_byte_count,native_sha256,rva_in_script_address_index,arm64_file,ghidra_pseudoc_file,bounded_pseudoc_file
1350,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,DynamicMergeItemWeakReference,public override bool Equals(MergeItemWeakReference other) { },0x6004770,RVA_and_signature,arm64_complete_bound,184,7d175b3ed0f1902553f4ab7fee9a0c015f2cc03fdc0d431b0d3fed7b14b12ec0,True,native_arm64/TravelTown.Main/001350_DynamicMergeItemWeakReference.s,ghidra_pseudoc/0x6004770.c,
1351,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,IItemWeakReference,public abstract IItem get_Item();,,signature_only,signature_only,0,,False,,,
1353,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeGraphItemWeakReference,public void .ctor(string uniqueId) { },0x6004920,RVA_and_signature,arm64_complete_bound,88,64af3316e4f2e660c0a61d74b65c9998f16317839b145065c9f1a3868c2310e0,True,native_arm64/TravelTown.Main/001353_MergeGraphItemWeakReference.s,,
1353,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeGraphItemWeakReference,public void .ctor() { },0x6004978,RVA_and_signature,arm64_complete_bound,72,0a4ce778246f16f436e49dc961ce6b7d2aaf479d59240e7e06d0921adb6f4b08,True,native_arm64/TravelTown.Main/001353_MergeGraphItemWeakReference.s,,
1353,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeGraphItemWeakReference,public override bool get_IsKeyEmpty() { },0x60049C0,RVA_and_signature,arm64_complete_bound,12,92499447ba6f99119889ddff753e09ef2a4370845a0d014820f74f0a49cb981a,True,native_arm64/TravelTown.Main/001353_MergeGraphItemWeakReference.s,,
1354,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public IItem get_Item() { },0x60049CC,RVA_and_signature,arm64_complete_bound,12,50767d113baa4521dbcd38be03095daeebb0928092168560c5952169dd046f5a,True,native_arm64/TravelTown.Main/001354_MergeItemWeakReference.s,,
1354,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public void .ctor() { },0x60049D8,RVA_and_signature,arm64_complete_bound,72,6b937d803be0a15886edf245ce07860ffc5d26fc38ea1f41c09d8a671fc449af,True,native_arm64/TravelTown.Main/001354_MergeItemWeakReference.s,,
1354,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public void .ctor(string uniqueId) { },0x6004718,RVA_and_signature,arm64_complete_bound,88,2cc3b5938cc3d6b447b0c629875a0c2a0c127fd4d402223ccefee6440844fe9f,True,native_arm64/TravelTown.Main/001354_MergeItemWeakReference.s,ghidra_pseudoc/0x6004718.c,
1354,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public virtual bool Equals(MergeItemWeakReference other) { },0x6004828,RVA_and_signature,arm64_complete_bound,88,e23b3c827a3888fba717a9023e7cd0ca7632562496895b5a95dcb537012d4fe6,True,native_arm64/TravelTown.Main/001354_MergeItemWeakReference.s,ghidra_pseudoc/0x6004828.c,
1354,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public override bool Equals(object obj) { },0x6004A20,RVA_and_signature,arm64_complete_bound,160,d81f70d12953e39394394ecc49386d9471be6e67edea950bbb3d0f363c3c59ae,True,native_arm64/TravelTown.Main/001354_MergeItemWeakReference.s,ghidra_pseudoc/0x6004A20.c,
1354,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public override int GetHashCode() { },0x6004AC0,RVA_and_signature,arm64_complete_bound,40,1c10e5f0907a48189d36eb9b04e34896e734d084e148325de4cce2b069fd9a4c,True,native_arm64/TravelTown.Main/001354_MergeItemWeakReference.s,ghidra_pseudoc/0x6004AC0.c,
1365,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeBoardProvider,"protected override IBoard ProvideInstance(WeakReference<IBoard, string> reference) { }",0x6004EA4,RVA_and_signature,arm64_complete_bound,192,5c7a071460c966877199be22bc62912000c5f9ee1e066380e2fb4ceacf388f88,True,native_arm64/TravelTown.Main/001365_MergeBoardProvider.s,ghidra_pseudoc/0x6004EA4.c,
1365,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeBoardProvider,public void .ctor() { },0x600433C,RVA_and_signature,arm64_complete_bound,72,f15de8ee023379959e4f632a3072dcb7c8a50468fec4258d044431891e3352bb,True,native_arm64/TravelTown.Main/001365_MergeBoardProvider.s,,
1367,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeGraphItemProvider,"protected override IMergeGraphItem ProvideInstance(WeakReference<IMergeGraphItem, string> reference) { }",0x60050E4,RVA_and_signature,arm64_complete_bound,196,7ec93bab7aec3c37aa5486ecaedddcf60ce1a57d264c52715ddc4fb6bb098eda,True,native_arm64/TravelTown.Main/001367_MergeGraphItemProvider.s,ghidra_pseudoc/0x60050E4.c,
1367,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeGraphItemProvider,public void .ctor() { },0x600421C,RVA_and_signature,arm64_complete_bound,72,42212448c052661688c58de53e21dac00e192843bb5c1fd72ea8bf129a4aa096,True,native_arm64/TravelTown.Main/001367_MergeGraphItemProvider.s,,
1368,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeItemProvider,"protected override IMergeItem ProvideInstance(WeakReference<IMergeItem, string> reference) { }",0x60051A8,RVA_and_signature,arm64_complete_bound,448,00d541b6e4ad08f26d3bd5829ad0f3991d23ce7e711a313815ef44d973806d95,True,native_arm64/TravelTown.Main/001368_MergeItemProvider.s,ghidra_pseudoc/0x60051A8.c,
1368,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeItemProvider,"private IMergeItem GetDynamicMergeItem(IMergeItem originalMergeItem, DynamicMergeItemConfig mergeItemDynamicMergeData) { }",0x6005368,RVA_and_signature,arm64_complete_bound,756,651b0fafd053f4c70c0b0538c4b1d3085ad3f4325f8f43b87a67a9a0147a6f72,True,native_arm64/TravelTown.Main/001368_MergeItemProvider.s,ghidra_pseudoc/0x6005368.c,
1368,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeItemProvider,private IMergeItem CloneMergeItem(IMergeItem originalMergeItem) { },0x600565C,RVA_and_signature,arm64_complete_bound,608,7b5d49c9a846edfcee1352c90c14c3833deccb3b774c849c2e1220e90d6f6371,True,native_arm64/TravelTown.Main/001368_MergeItemProvider.s,ghidra_pseudoc/0x600565C.c,
1368,TravelTown.Main.dll,MergeEngine.Configuration.Definitions.WeakReferences.Providers,MergeItemProvider,public void .ctor() { },0x6004264,RVA_and_signature,arm64_complete_bound,72,a3e25100627e086841fe1fc165ff109878fbb3c1b8a9f25308cd0a60cc7140c0,True,native_arm64/TravelTown.Main/001368_MergeItemProvider.s,,
1430,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,BaseIdCapability,public string get_Id() { },0x600F9C8,RVA_and_signature,arm64_complete_bound,8,dfb556a413c8bda5332942d0202e8d5f1e52f45158aec3676294cf11ad5909cb,True,native_arm64/TravelTown.Main/001430_BaseIdCapability.s,,
1430,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,BaseIdCapability,public string get_UUId() { },0x600F9D0,RVA_and_signature,arm64_complete_bound,8,bd237e5d99f6462770946dd64c9d5273577f92aeb78154ba485fef49e0d73851,True,native_arm64/TravelTown.Main/001430_BaseIdCapability.s,,
1430,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,BaseIdCapability,"public void .ctor(string id, string uuId) { }",0x600F9D8,RVA_and_signature,arm64_complete_bound,68,b8b4e366b27497d8f6ff7bb43c527b092f5e04b330bfaf8afacfa0a927187880,True,native_arm64/TravelTown.Main/001430_BaseIdCapability.s,,
1431,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,BoardCapability,public void .ctor() { },0x600FA1C,RVA_and_signature,arm64_complete_bound,8,4f3f3692aba3f1efab0f3cd7100f80caad87ed499ce94af58fb0592a24a8597c,True,native_arm64/TravelTown.Main/001431_BoardCapability.s,,
1432,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,BoardQueueOrderCapability,public void .ctor() { },0x600FA24,RVA_and_signature,arm64_complete_bound,8,09944fb8f832b5a4355ccc4449625c491a1c0979680651aa03628a9d812afb06,True,native_arm64/TravelTown.Main/001432_BoardQueueOrderCapability.s,,
1433,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,BubbleItemCapability,public void .ctor() { },0x600FA2C,RVA_and_signature,arm64_complete_bound,8,e9b9f1e6d40e88f494c536549cceeb8d7ba3ade7e0790afe9027c2985682c2a0,True,native_arm64/TravelTown.Main/001433_BubbleItemCapability.s,,
1434,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,CapabilityBase,public void .ctor() { },0x600F9C0,RVA_and_signature,arm64_complete_bound,8,721dab43eba53bf228ffa7aa5f7399ebe49234346c256297279c87aea11d9a45,True,native_arm64/TravelTown.Main/001434_CapabilityBase.s,,
1435,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ChargableCapability,public RemoteSpriteLocation[] GetStateSpriteAssets() { },0x600FA34,RVA_and_signature,arm64_complete_bound,744,da02efe3fb6a48e20b75cbf2013c50c6e35ee212c9b35fa872d40c5163093f73,True,native_arm64/TravelTown.Main/001435_ChargableCapability.s,ghidra_pseudoc/0x600FA34.c,
1435,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ChargableCapability,public void .ctor() { },0x600FD1C,RVA_and_signature,arm64_complete_bound,8,5b5d25b46765d3e2af2f0a74a3133962299e73e922b3a3b5bc85ac4301a8d795,True,native_arm64/TravelTown.Main/001435_ChargableCapability.s,,
1436,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,CollectableItemCapability,"public void .ctor(CollectCapability itemConfigurationCollect, CollectResourceCapability itemConfigurationCollectResource) { }",0x600FD24,RVA_and_signature,arm64_complete_bound,136,346cd2834ee855dc6e42bcb78c62559fb5060920ca7682d8a601b11811576d67,True,native_arm64/TravelTown.Main/001436_CollectableItemCapability.s,,
1437,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,CollectCapability,public void .ctor() { },0x600FDAC,RVA_and_signature,arm64_complete_bound,8,c61c85436dab83e6e3519276e2156a665b5dde0b2c1b6241ded623ba09a97972,True,native_arm64/TravelTown.Main/001437_CollectCapability.s,,
1438,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,CollectResourceCapability,public AfterCollectAnimation get_AfterCollectAnimation() { },0x600FDB4,RVA_and_signature,arm64_complete_bound,148,c2649ce3a0e79289c645315e9ef06e01727b8b279fa35bfede88707eafca93b9,True,native_arm64/TravelTown.Main/001438_CollectResourceCapability.s,,
1438,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,CollectResourceCapability,public void .ctor() { },0x600FE48,RVA_and_signature,arm64_complete_bound,8,0738cdc369524d4027df0fc83e524d19565237db65b24b1e23f8f63c68f42f4d,True,native_arm64/TravelTown.Main/001438_CollectResourceCapability.s,,
1439,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,DifficultyCapability,public void .ctor() { },0x600FE50,RVA_and_signature,arm64_complete_bound,136,9d44e362382f70b6d0bbce13c72340f1791af7285cce180fe7ddaf348a952007,True,native_arm64/TravelTown.Main/001439_DifficultyCapability.s,,
1440,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,DifficultyEntry,public void .ctor() { },0x600FED8,RVA_and_signature,arm64_complete_bound,8,f661bdceda511d8b588dcaa35d98cf06bf46cc3d93dfad3a93b246364f8ba6d6,True,native_arm64/TravelTown.Main/001440_DifficultyEntry.s,,
1441,TravelTown.Main.dll,,ExpendableCapability.<>c,private static void .cctor() { },0x601037C,RVA_and_signature,arm64_complete_bound,104,f3e9ab5ffd1b670e6fd0e32283eb6385bbe6c9b97f2dc99603abb3f725756331,True,native_arm64/TravelTown.Main/001441_ExpendableCapability_c.s,,
1441,TravelTown.Main.dll,,ExpendableCapability.<>c,public void .ctor() { },0x60103E4,RVA_and_signature,arm64_complete_bound,8,854a2093f2e06318a615fcc9040744570327a689a9eeb1332444dd5dcc1f8432,True,native_arm64/TravelTown.Main/001441_ExpendableCapability_c.s,,
1441,TravelTown.Main.dll,,ExpendableCapability.<>c,internal bool <get_SpawnedMergeItems>b__13_0(EmptiableWeightedItemSpawnable empitable) { },0x60103EC,RVA_and_signature,arm64_complete_bound,32,7bb5b72cd657cf2654b50c6bea25e4df931a8357f1d0e5f4d710a8d6f421c594,True,native_arm64/TravelTown.Main/001441_ExpendableCapability_c.s,,
1441,TravelTown.Main.dll,,ExpendableCapability.<>c,internal IMergeItem <get_SpawnedMergeItems>b__13_1(EmptiableWeightedItemSpawnable weightedItem) { },0x601040C,RVA_and_signature,arm64_complete_bound,36,0a6eef5304c28eecf65d80b38b487a27879828611c512dde2f796047594822f9,True,native_arm64/TravelTown.Main/001441_ExpendableCapability_c.s,,
1441,TravelTown.Main.dll,,ExpendableCapability.<>c,internal IMergeItem <get_SpawnedMergeItems>b__13_2(WeightedItemSpawnable item) { },0x6010430,RVA_and_signature,arm64_complete_bound,36,00539c494ce12c77ce2b73c07a13b77b23c7df7b123e262cef27661562d1f29f,True,native_arm64/TravelTown.Main/001441_ExpendableCapability_c.s,,
1442,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ExpendableCapability,public List<IMergeItem> get_SpawnedMergeItems() { },0x600FEE0,RVA_and_signature,arm64_complete_bound,812,b6f5309fd6bfd4076214b8ef28651869f35117bd4f07cee0c39d95496d973b58,True,native_arm64/TravelTown.Main/001442_ExpendableCapability.s,,
1442,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ExpendableCapability,public void .ctor() { },0x601020C,RVA_and_signature,arm64_complete_bound,368,968aa66dabebe53dd6068ea95b1642c9080f4657b04adf7bfcbe0eaba4e5310b,True,native_arm64/TravelTown.Main/001442_ExpendableCapability.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,public ProducerTimerTrigger get_Trigger() { },0x6010454,RVA_and_signature,arm64_complete_bound,8,ca9be5891608b757b7bc8d84905b452237de4af4115e73ad7cd6348b92859bf1,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,public int get_Duration() { },0x601045C,RVA_and_signature,arm64_complete_bound,8,6f1929ee2376e6ada94db6d2aafe012dfc8382613e73b99aea0c7dea270fac13,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,private void set_Duration(int value) { },0x6010464,RVA_and_signature,arm64_complete_bound,8,4f1731a5a3d5539e5c40e4019b837526eaa31ef7b03eb65ceaee7084e15a198b,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,public string get_TriggerString() { },0x601046C,RVA_and_signature,arm64_complete_bound,8,bd237e5d99f6462770946dd64c9d5273577f92aeb78154ba485fef49e0d73851,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,private void set_TriggerString(string value) { },0x6010474,RVA_and_signature,arm64_complete_bound,168,8bb32a9484f0c7d8e7d462e7de5dacc4e492fc1df1edf20e141c86e806da328c,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,public void .ctor() { },0x601051C,RVA_and_signature,arm64_complete_bound,8,fe1b870efdc450f01df64e772aaf5a2e7bf00c64c9894d132d5ca167f97af2ae,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,public void .ctor(ProducerTimerConfig other) { },0x6010524,RVA_and_signature,arm64_complete_bound,64,ac83d81a40594ceaf91cd3137377176f0e2915252366a49972a8b727ee12a78b,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1443,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ProducerTimerConfig,"public void .ctor(int duration, ProducerTimerTrigger trigger, string triggerString) { }",0x6010564,RVA_and_signature,arm64_complete_bound,68,6deeff76c7cdaae148683aaff2dc6c078d6fd24ee2d56ceafee1d545b7067389,True,native_arm64/TravelTown.Main/001443_ProducerTimerConfig.s,,
1445,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,FeedingCombinationCapability,public void .ctor(InteractionCapability interactionCapability) { },0x60105A8,RVA_and_signature,arm64_complete_bound,100,7da13828fcf510431083369654683831268a3131f13ae3640710171505af452b,True,native_arm64/TravelTown.Main/001445_FeedingCombinationCapability.s,,
1446,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,IdCapability,public string get_Id() { },0x601062C,RVA_and_signature,arm64_complete_bound,8,dfb556a413c8bda5332942d0202e8d5f1e52f45158aec3676294cf11ad5909cb,True,native_arm64/TravelTown.Main/001446_IdCapability.s,,
1446,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,IdCapability,public Nullable<ItemOrigin> get_ItemOrigin() { },0x6010634,RVA_and_signature,arm64_complete_bound,8,bd237e5d99f6462770946dd64c9d5273577f92aeb78154ba485fef49e0d73851,True,native_arm64/TravelTown.Main/001446_IdCapability.s,,
1446,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,IdCapability,public string get_UUid() { },0x601063C,RVA_and_signature,arm64_complete_bound,8,f289023bfc90be5c90aa1a98a40c5b356af639e69af0399f5914b2202364955c,True,native_arm64/TravelTown.Main/001446_IdCapability.s,,
1446,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,IdCapability,"public void .ctor(string id, Nullable<ItemOrigin> itemOrigin, string uuid) { }",0x6010644,RVA_and_signature,arm64_complete_bound,84,413aaab6a61580cbacc20a46aaa4ee17b6e07c74fd048ab33ca3eca0281d60f2,True,native_arm64/TravelTown.Main/001446_IdCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public bool get_IsToolbox() { },0x6010698,RVA_and_signature,arm64_complete_bound,8,0e6de766d449fe554507239b6a7ad2c85106a33b67dea05075aa7cbb025dafb1,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public void set_IsToolbox(bool value) { },0x60106A0,RVA_and_signature,arm64_complete_bound,12,9906fb0bb75f2a4f1e046af27730d9706441c14db85d4c11511dbf71d58892f3,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public List<WeightedTool> get_ToolsWeights() { },0x60106AC,RVA_and_signature,arm64_complete_bound,8,bd237e5d99f6462770946dd64c9d5273577f92aeb78154ba485fef49e0d73851,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public void set_ToolsWeights(List<WeightedTool> value) { },0x60106B4,RVA_and_signature,arm64_complete_bound,8,9ce842099489d786e373817d3c4c38ff83bd5dc435f415ea9b651ca2b9cb30d5,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public List<WeightedToolLevel> get_ToolLevelsWeights() { },0x60106BC,RVA_and_signature,arm64_complete_bound,8,f289023bfc90be5c90aa1a98a40c5b356af639e69af0399f5914b2202364955c,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public void set_ToolLevelsWeights(List<WeightedToolLevel> value) { },0x60106C4,RVA_and_signature,arm64_complete_bound,8,840dc7d5f02a9fc856b4fa9e59d9c8ef13572b12dba8e428c2ff3e90a3f86cec,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public int get_NumberOfToolsToSpawn() { },0x60106CC,RVA_and_signature,arm64_complete_bound,8,ba269e200604d0dd95f57e6bd974cfb4fb4a15db1799161315f4b00aef67931c,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public void set_NumberOfToolsToSpawn(int value) { },0x60106D4,RVA_and_signature,arm64_complete_bound,8,9e40c154908b27c28daea725a2a8b301cdb33ac03bba4f1283b986b2c7c65080,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,public void .ctor() { },0x60106DC,RVA_and_signature,arm64_complete_bound,28,562dd7467f470794604f7a1a34457bac2787ebcfd6b06739ccb3b2a708673c2f,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1447,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,ImmediateToolCapability,"public void .ctor(ToolSpawningCapability toolSpawning, int numberOfToolsToSpawn) { }",0x60106F8,RVA_and_signature,arm64_complete_bound,92,f0c020aa1cfec8d2a8d6805858efb3c38eb98d125117bb0b078e79fc924b6ee2,True,native_arm64/TravelTown.Main/001447_ImmediateToolCapability.s,,
1448,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,InteractionCapability,public bool get_Enabled() { },0x601060C,RVA_and_signature,arm64_complete_bound,32,6f9a714e79018fd56f6c0cb7ae97c5909d505095b1ffdd96d0f90ee43375f159,True,native_arm64/TravelTown.Main/001448_InteractionCapability.s,,
1448,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,InteractionCapability,public void .ctor() { },0x6010754,RVA_and_signature,arm64_complete_bound,248,b114d1cabf4b06de367e8c336688bae06a4df481f329a6562508861b3099abf8,True,native_arm64/TravelTown.Main/001448_InteractionCapability.s,,
1449,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,InteractionConstraintCapability,public void .ctor() { },0x601084C,RVA_and_signature,arm64_complete_bound,8,dd1223c2b164b0332ff1a4a5a354a3a211919320f0eea0b36bc71458086ab14b,True,native_arm64/TravelTown.Main/001449_InteractionConstraintCapability.s,,
1450,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,InventoryCapability,public void .ctor() { },0x6010854,RVA_and_signature,arm64_complete_bound,8,7b494942bb48b4795cec49c32304301e68b7d67a7bdff54a4cece5073c8d9754,True,native_arm64/TravelTown.Main/001450_InventoryCapability.s,,
1451,TravelTown.Main.dll,MergeEngine.Configuration.Capabilities,InventorySlotCapability,"public void .ctor(int slotIndex = 0, InventorySlotType slotType = 0, string slotId) { }",0x601085C,RVA_and_signature,arm64_complete_bound,68,438ff91d14c3e29f7f3c3dd09a9341f65d3fd5bedff8c2dde6da4cb9b65d7668,True,native_arm64/TravelTown.Main/001451_InventorySlotCapability.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,private static void .cctor() { },0x6011444,RVA_and_signature,arm64_complete_bound,104,fda7ddcaf3a149fc2bb6eff0c8966cd6125de617f4d88b2a1d91f1cf8e812fe0,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,public void .ctor() { },0x60114AC,RVA_and_signature,arm64_complete_bound,8,5747acc11a64d8908087a90c9933f77dadcb4522cad9e8832d347dddda0bf704,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IMergeItem <GetSpawningList>b__13_0(ConsumedItemToProducedItemMapping linkedItem) { },0x60114B4,RVA_and_signature,arm64_complete_bound,36,5f0adf5562a0da453b6f55f1eb95a23a3ec63b14395a9e575dbf1ecbfde1abc7,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IEnumerable<IMergeItem> <GetSpawningList>b__13_1(Combination c) { },0x60114D8,RVA_and_signature,arm64_complete_bound,260,af1d6e39f7f4ebb7c9e4448c35e6f8c50b5e348701826109cb07863c519b71b2,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IMergeItem <GetSpawningList>b__13_6(WeightedItem p) { },0x60115DC,RVA_and_signature,arm64_complete_bound,36,dd74409f6e3fecedc06269a18e5eebba236546aad3d425a5015f0314ef476409,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IMergeItem <GetSpawningList>b__13_2(WeightedItemSpawnable weightedItem) { },0x6011600,RVA_and_signature,arm64_complete_bound,36,70d30e48c153404e39497f56b5da06135a1d72f55e790a2088d650450b2aa1c8,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IMergeItem <GetSpawningList>b__13_3(FixedItemSpawnable fixedItem) { },0x6011624,RVA_and_signature,arm64_complete_bound,36,69db64e1aaf96df5530b747d173ad29c8a4c4a5df0cfd50360c68de0e6bd956e,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IMergeItem <GetSpawningList>b__13_4(WeightedItemSpawnable weightedItem) { },0x6011648,RVA_and_signature,arm64_complete_bound,36,1ec251ab0ff86640157e6d255df51893c59c08203ee156ff1ff79443ec442e6d,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal IMergeItem <GetSpawningList>b__13_5(FixedItemSpawnable fixedItem) { },0x601166C,RVA_and_signature,arm64_complete_bound,36,d557cb3d86a85c670226b34719a5752dfa6484cdeb3f1c46108f7eadc4b0954e,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,"internal KeyValuePair<IMergeItem, int> <GetItemPoolWithSpawnCounts>b__15_0(FixedItemSpawnable fixedItem) { }",0x6011690,RVA_and_signature,arm64_complete_bound,128,225e0b46729875f16c13224986ee385d004fec81a94a40876b715898107ca1e3,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
1452,TravelTown.Main.dll,,ItemsSpawningCapability.<>c,internal int <GetItemPoolWithSpawnCounts>b__15_1(WeightedItemSpawnable item) { },0x6011710,RVA_and_signature,arm64_complete_bound,24,aa07f43ea22941bf3922872d8f9034a87669b38a67040aeaf658f44c9bbcb54d,True,native_arm64/TravelTown.Main/001452_ItemsSpawningCapability_c.s,,
