typedef_index,image,namespace,type_name,signature_from_dump,rva,metadata_status,native_status,native_byte_count,native_sha256,rva_in_script_address_index,arm64_file,ghidra_pseudoc_file,bounded_pseudoc_file
33,TravelTown.Main.dll,,BoardTransitionPayload,public void .ctor(string reason) { },0x5FD4240,RVA_and_signature,arm64_complete_bound,48,91cae0424d4f2d862694b6924fd1e2b7da91eb203de9d61a5b7ded438218cb95,True,native_arm64/TravelTown.Main/000033_BoardTransitionPayload.s,,
89,TravelTown.Main.dll,MergeEngine,IItemsEntityService,"public abstract void TryLoadSharedItemComponents(Entity entity, ItemPayloadBase item);",,signature_only,signature_only,0,,False,,,
90,TravelTown.Main.dll,,BoardUtil.<>c,private static void .cctor() { },0x5FE84A0,RVA_and_signature,arm64_complete_bound,104,73ce38fc0f73d46c274894f2500e36379b2783c18d78275cd7daaea5fef10296,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,public void .ctor() { },0x5FE8508,RVA_and_signature,arm64_complete_bound,8,b24c8ae9b0fa15c56afc61651cdec56fc719162fa9e0862f9df62cce4fe1657a,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal bool <AnyItemsCanBeProduced>b__0_0(ITimeCycleComponent component) { },0x5FE8510,RVA_and_signature,arm64_complete_bound,172,013b26007af67ab6c4b9f5e9c672d57d4da02c49d045b6cd8a8ba7dcbba4fbc7,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal bool <GetProducerThatCanProduce>b__1_0(ITimeCycleComponent component) { },0x5FE85BC,RVA_and_signature,arm64_complete_bound,172,a50eb6cbd58d4dfcafb09ad5ca29c50d21ed02abc31be31cf3514d9647dbced8,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal string <HasUnmergedProducersOnBoard>b__2_0(ITimeCycleComponent producer) { },0x5FE8668,RVA_and_signature,arm64_complete_bound,192,af939d866647a7da85bb3321e0510b48245c8bab4b79bf0093d299063d5f3dce,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,"internal bool <HasUnmergedProducersOnBoard>b__2_1(IGrouping<string, ITimeCycleComponent> g) { }",0x5FE8728,RVA_and_signature,arm64_complete_bound,84,f4f989f38552737ea5f67ad3e0c0661be26fcd8f66b3d17893b6aba7b81b5397,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal bool <HasToolsOnBoard>b__3_0(CollectableComponent component) { },0x5FE877C,RVA_and_signature,arm64_complete_bound,24,10e32633d20cce1f0d23f16c8ac201c3bbc94caf0b38186c468f534be3329637,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal bool <GetFirstToolOnBoard>b__4_0(CollectableComponent component) { },0x5FE8794,RVA_and_signature,arm64_complete_bound,24,c2c1b739cfd879ff55dbef65984a97d9aeaa602c40f3187b43252cdfec2d0b9f,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal bool <GetTimeCycleComponents>b__5_0(PositionComponent component) { },0x5FE87AC,RVA_and_signature,arm64_complete_bound,92,015b511ed76e5882ae4937e887d2bec9869821850c0ca0ca0d1cf5bdf4b7b669,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
90,TravelTown.Main.dll,,BoardUtil.<>c,internal IEnumerable<ITimeCycleComponent> <GetTimeCycleComponents>b__5_1(PositionComponent comp) { },0x5FE8808,RVA_and_signature,arm64_complete_bound,80,3f9a454331ecef33428fb513ad9f06a3846a69bc92c2f113b5a9b39885e11d38,True,native_arm64/TravelTown.Main/000090_BoardUtil_c.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static bool AnyItemsCanBeProduced(IEntityManager entityManager) { },0x5FE7918,RVA_and_signature,arm64_complete_bound,268,5e37ec454ac2227460df8d4b44ecfb6fbee5b23aa57e773c5567ed4c1a3cbfc9,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static ITimeCycleComponent GetProducerThatCanProduce(IEntityManager entityManager) { },0x5FE7BF0,RVA_and_signature,arm64_complete_bound,268,7866f1021fe1ad30822e8e4bc2ca4419976f49065a86e40b699d8d273c9b9cf5,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static bool HasUnmergedProducersOnBoard(IEntityManager entityManager) { },0x5FE7CFC,RVA_and_signature,arm64_complete_bound,460,6d8083b8de585386d3a8352e49e40128b01c580e62c4876909242d50ba5424f4,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static bool HasToolsOnBoard(IEntityManager entityManager) { },0x5FE7EC8,RVA_and_signature,arm64_complete_bound,412,a105e9c10f62f1083fbfda63bf5fd34c2584e54ac02496a5c668f788f3bac168,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static CollectableComponent GetFirstToolOnBoard(IEntityManager entityManager) { },0x5FE8064,RVA_and_signature,arm64_complete_bound,412,623be3c7a6207a8edb226822868744bf61606fa0eb90078ad11b4e78b52b20b3,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,private static IEnumerable<ITimeCycleComponent> GetTimeCycleComponents(IEntityManager entityManager) { },0x5FE7A24,RVA_and_signature,arm64_complete_bound,460,90a0548ec61b8d29e16f519f28b37223600ca573fa9b3c8582103dc34c4bfda8,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static IEnumerable<PositionComponent> GetUnlockedComponents(IEntityManager entityManager) { },0x5FE8200,RVA_and_signature,arm64_complete_bound,404,3c6c97b471622938ffaac535ea635f70e36d171a7f2d51f86ba50d2a3076c03a,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,public static bool AnyItemsCanBeMerged(ISystemManager systemManager) { },0x5FE8394,RVA_and_signature,arm64_complete_bound,204,e91cd6a5dce6fe655e602f5f082d3ec95d6da5e57d251d8d43c24c58ac08c1a1,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
91,TravelTown.Main.dll,MergeEngine.Util,BoardUtil,"public static bool IsInBounds(BoardItemPosition pos, BoardComponent board) { }",0x5FE8460,RVA_and_signature,arm64_complete_bound,64,68f121dc391d737420c75f1f6c27833379a0ba347a7ef40349875941e0a011ae,True,native_arm64/TravelTown.Main/000091_BoardUtil.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,private static void .cctor() { },0x5FEA948,RVA_and_signature,arm64_complete_bound,104,e5070f9ea0d6b3d26ffa197cdb81bef3a22ce527d370d0836a9004c07506383a,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,public void .ctor() { },0x5FEA9B0,RVA_and_signature,arm64_complete_bound,8,fd8d210df279ac31a6f54655fabbd63008ccb9ae6b88240e3de9c70b53c38552,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal IEnumerable<WeightedItem> <AddCombinationWeightedItems>b__16_0(Combination interactionCostItem) { },0x5FEA9B8,RVA_and_signature,arm64_complete_bound,24,30f8be2189af86fca63c4ef429e7d0ee3cb28e4d6a56460dd2d890b92b38b868,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal WeightedItemSpawnable <AddCombinationWeightedItems>b__16_1(WeightedItem i) { },0x5FEA9D0,RVA_and_signature,arm64_complete_bound,124,7c1d0b091cd38b5ef339f6df6de2c988f8cf561e422d24d6feab4ef91f7c6ff3,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,"internal int <AddCombinationWeightedItems>b__16_3(WeightedItemSpawnable item1, WeightedItemSpawnable item2) { }",0x5FEAA4C,RVA_and_signature,arm64_complete_bound,36,de1177087363af960ea03ed0dc1f3a9e769fbf5daca3ded18799646337776698,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal int <AddCombinationWeightedItems>b__16_4(WeightedItemSpawnable item) { },0x5FEAA70,RVA_and_signature,arm64_complete_bound,24,ae13b01aaa2c57c077a3d5b9461f07b2d776ecb94f7d1598c2b379ed49c6d7de,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal WeightedItemSpawnable <AddCombinationWeightedItems>b__16_5(WeightedItemSpawnable item) { },0x5FEAA88,RVA_and_signature,arm64_complete_bound,8,50ddf39453988ba55a1b7d9bbba7f1ae7c5c5c3f7414c859acf17118fa4886b8,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal string <GetNextItems>b__17_4(MergeItemWeakReference i) { },0x5FEAA90,RVA_and_signature,arm64_complete_bound,36,96be2c8568d640c093b12fb72ccf6c42ae3c7ca75d32cd5fed5b19dcbff51e09,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal string <GetNextItems>b__17_5(ItemPayloadBase i) { },0x5FEAAB4,RVA_and_signature,arm64_complete_bound,24,0155ad382dbf44afa121ef41fa140322e954a451ecaa2f55059aa20fea6f1f6b,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,"internal int <AddWeightedItems>b__20_0(WeightedItemSpawnable item1, WeightedItemSpawnable item2) { }",0x5FEAACC,RVA_and_signature,arm64_complete_bound,36,6c0c44f71107fcf5fca28a4802199cb6c7c7b7fcdc638c0aa0c418a21b761667,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal int <AddWeightedItems>b__20_1(WeightedItemSpawnable item) { },0x5FEAAF0,RVA_and_signature,arm64_complete_bound,24,ef813e7afbafe16d7c1e5377467c3711b750a9c9d2efc7b114ffc7e55707434a,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal WeightedItemSpawnable <AddWeightedItems>b__20_2(WeightedItemSpawnable item) { },0x5FEAB08,RVA_and_signature,arm64_complete_bound,8,50ddf39453988ba55a1b7d9bbba7f1ae7c5c5c3f7414c859acf17118fa4886b8,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal IEnumerable<IMergeItem> <IsItemInQueue>b__22_0(Combination c) { },0x5FEAB10,RVA_and_signature,arm64_complete_bound,260,660e404716b29076fc8d304062d6fe2068085db28431c742838162602e9962db,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
93,TravelTown.Main.dll,,ItemSpawningQueue.<>c,internal IMergeItem <IsItemInQueue>b__22_4(WeightedItem p) { },0x5FEAC14,RVA_and_signature,arm64_complete_bound,36,f7f5238d35d5e34287bf2ddbac2e036a27815b0e334cde8dd1cefed6955f28c2,True,native_arm64/TravelTown.Main/000093_ItemSpawningQueue_c.s,,
94,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass16_0,public void .ctor() { },0x5FE9BEC,RVA_and_signature,arm64_complete_bound,8,5e2c7e7b20be7960895288c327809ff17d38ba4569bb4a8cef217a2e5d2d0e4d,True,native_arm64/TravelTown.Main/000094_ItemSpawningQueue_c__DisplayClass16_0.s,,
94,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass16_0,internal bool <AddCombinationWeightedItems>b__2(WeightedItemSpawnable item) { },0x5FEAC38,RVA_and_signature,arm64_complete_bound,244,5205934d00f42b493998c1bbb7e3ab83912e47291c46225a1f1cb11bf8a3d6cf,True,native_arm64/TravelTown.Main/000094_ItemSpawningQueue_c__DisplayClass16_0.s,,
95,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass16_1,public void .ctor() { },0x5FEAD2C,RVA_and_signature,arm64_complete_bound,8,a3d23f737041e85e159394957ffb427b4ee21c5fb592d1a07e6502788e0f2d65,True,native_arm64/TravelTown.Main/000095_ItemSpawningQueue_c__DisplayClass16_1.s,,
95,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass16_1,internal bool <AddCombinationWeightedItems>b__6(WeightedItem produced) { },0x5FEAD34,RVA_and_signature,arm64_complete_bound,88,af619a8c49c7b5ead561792700a8ffff9ba92e63c81440ba1e1c36232c171afa,True,native_arm64/TravelTown.Main/000095_ItemSpawningQueue_c__DisplayClass16_1.s,,
96,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_0,public void .ctor() { },0x5FEA43C,RVA_and_signature,arm64_complete_bound,8,ccc4ca4effb9519bfc11a0b49eed826a210353ca4ae07eba3262cb1f38c59d2b,True,native_arm64/TravelTown.Main/000096_ItemSpawningQueue_c__DisplayClass17_0.s,,
96,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_0,internal bool <GetNextItems>b__1(ConsumedItemToProducedItemMapping item) { },0x5FEAD8C,RVA_and_signature,arm64_complete_bound,248,31bb2bed17b5cdc1bc1a97cfad4bfe00976fe760098349167f80a5880fefa7fa,True,native_arm64/TravelTown.Main/000096_ItemSpawningQueue_c__DisplayClass17_0.s,,
96,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_0,internal bool <GetNextItems>b__0(Combination item) { },0x5FEAE8C,RVA_and_signature,arm64_complete_bound,248,21e0f95fcc0acc17ce01f7336466d5b355c2e1485fe21cb584f3d7a98c4888d3,True,native_arm64/TravelTown.Main/000096_ItemSpawningQueue_c__DisplayClass17_0.s,,
97,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_1,public void .ctor() { },0x5FEAE84,RVA_and_signature,arm64_complete_bound,8,2027f0c58ddb37dc6b07e26543602a3124b0634f7b895654850276e86c4d00b2,True,native_arm64/TravelTown.Main/000097_ItemSpawningQueue_c__DisplayClass17_1.s,,
97,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_1,internal bool <GetNextItems>b__2(ItemMultiple consumedItem) { },0x5FEAF8C,RVA_and_signature,arm64_complete_bound,132,7622bbc15c9f829650a1c16836189b11faffd332180307feb1c9b3c74a8bb05b,True,native_arm64/TravelTown.Main/000097_ItemSpawningQueue_c__DisplayClass17_1.s,,
98,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_2,public void .ctor() { },0x5FEAF84,RVA_and_signature,arm64_complete_bound,8,f48e983da836a9b1528f92446a86bb1c4cbfe19987627d4af26e549b5dbc45c7,True,native_arm64/TravelTown.Main/000098_ItemSpawningQueue_c__DisplayClass17_2.s,,
98,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass17_2,internal bool <GetNextItems>b__3(ItemMultiple consumedItem) { },0x5FEB010,RVA_and_signature,arm64_complete_bound,168,451334a515951efe95545ed224667837d14179d769dadbc8626f14f2eb28e841,True,native_arm64/TravelTown.Main/000098_ItemSpawningQueue_c__DisplayClass17_2.s,,
99,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass22_0,public void .ctor() { },0x5FEA940,RVA_and_signature,arm64_complete_bound,8,3ff1e0c896f1a1db8efb43096dbe4da6029a7f14abc5f3b4bacb89896d4ea36c,True,native_arm64/TravelTown.Main/000099_ItemSpawningQueue_c__DisplayClass22_0.s,,
99,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass22_0,internal bool <IsItemInQueue>b__1(IMergeItem i) { },0x5FEB0B8,RVA_and_signature,arm64_complete_bound,276,c98040dca3e7c1ade77d6b480ca3a7eb23ac5175cc3aa506c5c4396d35ef11be,True,native_arm64/TravelTown.Main/000099_ItemSpawningQueue_c__DisplayClass22_0.s,,
99,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass22_0,internal bool <IsItemInQueue>b__2(ConsumedItemToProducedItemMapping linkedItem) { },0x5FEB1CC,RVA_and_signature,arm64_complete_bound,208,bf1a74f35f79e6b5714b9b3b96975f36283ad1329db1dfd5d8b4f152b89249ad,True,native_arm64/TravelTown.Main/000099_ItemSpawningQueue_c__DisplayClass22_0.s,,
99,TravelTown.Main.dll,,ItemSpawningQueue.<>c__DisplayClass22_0,internal bool <IsItemInQueue>b__3(ItemSpawnable itemSpawnable) { },0x5FEB29C,RVA_and_signature,arm64_complete_bound,56,f1160657e085daa14616fafd3dcc1a97f0a3b5851dcaa52eb1b25b308b084ede,True,native_arm64/TravelTown.Main/000099_ItemSpawningQueue_c__DisplayClass22_0.s,,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,public int get_CurrentItemIndex() { },0x5FE8950,RVA_and_signature,arm64_complete_bound,8,96907067fcf1f0f92a64ad5b4f6ac39cae65f2312486c4abdf79e771a70fbafe,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,private void set_CurrentItemIndex(int value) { },0x5FE8958,RVA_and_signature,arm64_complete_bound,8,bec88c0b626323e3656f327f9dbd2aef67c785ce4650404cbbf20ffdd9b27c95,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,public bool get_HasMoreItems() { },0x5FE8960,RVA_and_signature,arm64_complete_bound,68,3ba9526d1bcfbf7344f780c4b921a5f6e47677bff39083bbbf2f413462146f21,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,private int get_NumItemsInCycle() { },0x5FE89A4,RVA_and_signature,arm64_complete_bound,36,e0ec7e0ac3c7f471cbdd678c6ebc6f59b59639540e6132d0b940b989047bcb8c,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,"public void .ctor(ItemsSpawningCapability capability, int seed, int startIndex = 0) { }",0x5FE89C8,RVA_and_signature,arm64_complete_bound,316,d63e64c11c0513d6a62b9b50d6a9a8e911d46c62f7babc7a7ceb28f8c77f6721,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FE89C8.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,"public void Refill(int seed = 0, List<Combination> combinations) { }",0x5FE8B04,RVA_and_signature,arm64_complete_bound,696,cbe84f1d6815aff11afbb1bd098a5746a394c8c5db4ad3c7f3baa0e93044b498,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FE8B04.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,"public void AddCombinationWeightedItems(List<Combination> combinations, int numItemsInCycles) { }",0x5FE932C,RVA_and_signature,arm64_complete_bound,2240,3e154f35c87353f1921168621b916aa27c1ad620a4af0507cb9de7b5b8ac4980,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FE932C.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,"public ItemSpawnable GetNextItems(ItemMultiple[] consumedItems, List<Combination> combinations, List<ItemPayloadBase> feedingConsumedItems) { }",0x5FE9BF4,RVA_and_signature,arm64_complete_bound,2120,4d286ab2039f65bd10b2414ed2c68fa2da20c4c4957376e1ffcaf435cdb2ee3b,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FE9BF4.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,"private void AddFixedItems(List<ItemSpawnable> spawningList, List<FixedItemSpawnable> fixedItems) { }",0x5FE8DBC,RVA_and_signature,arm64_complete_bound,548,7da6cf463c9dc0e40cc65a95102c0178175cebac521d46ff8445980600ea4471,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FE8DBC.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,public void AddWeightedItems(List<WeightedItemSpawnable> items) { },0x5FEA444,RVA_and_signature,arm64_complete_bound,432,f1ad3fe681a06c99fd9a0807ec387966d868832b261416e6402cab240baee0c8,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FEA444.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,"private void AddWeightedItems(List<ItemSpawnable> spawningList, List<WeightedItemSpawnable> items, int numItemsInCycles) { }",0x5FE8FE0,RVA_and_signature,arm64_complete_bound,844,e92f43e0590310738b254fe621403fb2634e7a448b7a45ed0ffd4185739aba98,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FE8FE0.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,public ItemSpawnable PeekNextItem() { },0x5FEA5F4,RVA_and_signature,arm64_complete_bound,156,4a0836746591fb9ddfdce9ce98ddbabbb3ea6f9903414594e6e04a14f5bace88,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FEA5F4.c,
100,TravelTown.Main.dll,MergeEngine.Util,ItemSpawningQueue,public bool IsItemInQueue(IMergeItem item) { },0x5FEA690,RVA_and_signature,arm64_complete_bound,688,e2b58e2261a729003883a3651c2bc02e86df6e57a0345109adc024d6afe7a9dc,True,native_arm64/TravelTown.Main/000100_ItemSpawningQueue.s,ghidra_pseudoc/0x5FEA690.c,
116,TravelTown.Main.dll,,TwoDArray.<>c__DisplayClass17_0<T>,public void .ctor() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000116_TwoDArray_c__DisplayClass17_0_T_.s,,
116,TravelTown.Main.dll,,TwoDArray.<>c__DisplayClass17_0<T>,internal void <ForEach>b__0(T[] array) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000116_TwoDArray_c__DisplayClass17_0_T_.s,,
116,TravelTown.Main.dll,,TwoDArray.<>c__DisplayClass17_0<T>,internal void <ForEach>b__1(T item) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000116_TwoDArray_c__DisplayClass17_0_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,public bool get_IsFull() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,public ReadOnlyCollection<BoardItemPosition> get_EmptyPositions() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,"public void .ctor(int cols, int rows) { }",,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,private void FillEmptyPositions() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,private void CreateArray() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,public T GetItem(BoardItemPosition position) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,"public bool SetItem(BoardItemPosition position, T item) { }",,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,"public List<BoardItemPosition> GetAdjacentPositions(BoardItemPosition position, bool includeDiagonal) { }",,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,private bool IsInBounds(BoardItemPosition boardItemPosition) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
117,TravelTown.Main.dll,MergeEngine.Util,TwoDArray<T>,public void ForEach(Action<T> action) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000117_TwoDArray_T_.s,,
118,TravelTown.Main.dll,MergeEngine.Util,WeightedItem<T>,public T get_Item() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000118_WeightedItem_T_.s,,
118,TravelTown.Main.dll,MergeEngine.Util,WeightedItem<T>,public int get_Weight() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000118_WeightedItem_T_.s,,
118,TravelTown.Main.dll,MergeEngine.Util,WeightedItem<T>,public int get_SumWeights() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000118_WeightedItem_T_.s,,
118,TravelTown.Main.dll,MergeEngine.Util,WeightedItem<T>,"public void .ctor(T item, int weight, int sumWeights) { }",,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000118_WeightedItem_T_.s,,
119,TravelTown.Main.dll,,WeightedItemList.<>c<TItem>,private static void .cctor() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000119_WeightedItemList_c_TItem_.s,,
119,TravelTown.Main.dll,,WeightedItemList.<>c<TItem>,public void .ctor() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000119_WeightedItemList_c_TItem_.s,,
119,TravelTown.Main.dll,,WeightedItemList.<>c<TItem>,internal TItem <get_PlainItems>b__2_0(WeightedItem<TItem> weightedItem) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000119_WeightedItemList_c_TItem_.s,,
120,TravelTown.Main.dll,,WeightedItemList.<>c__DisplayClass8_0<TItem>,public void .ctor() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000120_WeightedItemList_c__DisplayClass8_0_TItem_.s,,
120,TravelTown.Main.dll,,WeightedItemList.<>c__DisplayClass8_0<TItem>,internal bool <GetItem>b__0(WeightedItem<TItem> item) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000120_WeightedItemList_c__DisplayClass8_0_TItem_.s,,
121,TravelTown.Main.dll,MergeEngine.Util,WeightedItemList<TItem>,public List<TItem> get_PlainItems() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000121_WeightedItemList_TItem_.s,,
121,TravelTown.Main.dll,MergeEngine.Util,WeightedItemList<TItem>,public int get_Count() { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000121_WeightedItemList_TItem_.s,,
121,TravelTown.Main.dll,MergeEngine.Util,WeightedItemList<TItem>,public void AddItem(WeightedItem<TItem> item) { },,signature_only,signature_only,0,,False,native_arm64/TravelTown.Main/000121_WeightedItemList_TItem_.s,,
