caller_rva,caller_type_indices,callee_rva,callee_type_index,callee_namespace,callee_type,callee_signature,callee_selected
0x45342CC,992,0x4534B0C,992,MergeEngine.ECS.Systems.Items.Producers,SpawningItemsSystem<T>,MergeEngine.ECS.Systems.Items.Producers.SpawningItemsSystem<object>$$CreateNewBoostedItem,True
0x45342CC,992,0x5FE9BF4,100,MergeEngine.Util,ItemSpawningQueue,"public ItemSpawnable GetNextItems(ItemMultiple[] consumedItems, List<Combination> combinations, List<ItemPayloadBase> feedingConsumedItems) { }",True
0x4534608,992,0x666AF0C,919,MergeEngine.ECS.Systems.Board,BoardSystem,public bool IsUnlockedItemOnBoard(string itemId) { },True
0x4534B0C,992,0x6004718,1354,MergeEngine.Configuration.Definitions.WeakReferences.References,MergeItemWeakReference,public void .ctor(string uniqueId) { },True
0x4534B0C,992,0x6A29A84,1335,MergeEngine.Configuration.Definitions,WeightedItemSpawnable,public void .ctor() { },True
0x4534B0C,992,0x6A29A94,1304,MergeEngine.Configuration.Definitions,FixedItemSpawnable,public void .ctor() { },True
0x4534B0C,992,0x6A29AA4,1308,MergeEngine.Configuration.Definitions,ItemSpawnable,public void .ctor() { },True
0x4535260,992,0x6901AF4,1117,MergeEngine.ECS.Components.InteractionTracking,ItemSpawningTrackingData,"public Nullable<int> SetLifeTime(IMergeItem spawnerItem, IItemSpawningComponent itemSpawningComponent) { }",True
0x4535260,992,0x6901D24,1117,MergeEngine.ECS.Components.InteractionTracking,ItemSpawningTrackingData,public int GetRemainingItemsInSubCycle(IItemSpawningComponent producer) { },True
0x4535260,992,0x6901F0C,1117,MergeEngine.ECS.Components.InteractionTracking,ItemSpawningTrackingData,public void .ctor() { },True
0x4535260,992,0x6901F94,1118,MergeEngine.ECS.Components.InteractionTracking,LowLevelProduceTrackingData,public void .ctor() { },True
0x453588C,992,0x6901AF4,1117,MergeEngine.ECS.Components.InteractionTracking,ItemSpawningTrackingData,"public Nullable<int> SetLifeTime(IMergeItem spawnerItem, IItemSpawningComponent itemSpawningComponent) { }",True
0x453588C,992,0x6901D24,1117,MergeEngine.ECS.Components.InteractionTracking,ItemSpawningTrackingData,public int GetRemainingItemsInSubCycle(IItemSpawningComponent producer) { },True
0x453588C,992,0x6901F0C,1117,MergeEngine.ECS.Components.InteractionTracking,ItemSpawningTrackingData,public void .ctor() { },True
0x4535BBC,992,0x4532CCC,992,MergeEngine.ECS.Systems.Items.Producers,SpawningItemsSystem<T>,MergeEngine.ECS.Systems.Items.Producers.SpawningItemsSystem<object>$$get_IsRemoteSpawning,True
0x4535BBC,992,0x6901F9C,1119,MergeEngine.ECS.Components.InteractionTracking,RemoteItemSpawningTrackingData,public void .ctor() { },True
0x4535CC4,992,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x4535CC4,992,0x453657C,992,MergeEngine.ECS.Systems.Items.Producers,SpawningItemsSystem<T>,MergeEngine.ECS.Systems.Items.Producers.SpawningItemsSystem<object>$$OnItemBoosted,True
0x4535CC4,992,0x60117CC,1454,MergeEngine.Configuration.Capabilities,LockedCapability,"public void .ctor(bool locked, bool boxed, int lockedByLevel, bool bubbled, UnboxingType unboxingType, int interactionAmount, PlayerResourceEnum interactionResource = 1) { }",True
0x4535CC4,992,0x626F74C,599,MergeEngine.ECS.Util,BoardSystemUtil,"public static void SlideItemInOnInteractionCostDeducted(BoardSystem boardSystem, BoardItemPosition position, BoardItemPosition fromPosition, InteractionComponent interactionComponent) { }",True
0x4535CC4,992,0x68FC474,1063,MergeEngine.ECS.Components.Items,IdComponent,public string get_Uuid() { },True
0x4535CC4,992,0x6904FE0,1132,MergeEngine.Data,BoardItemPosition,public override string ToString() { },True
0x4535CC4,992,0x6913BC8,1186,MergeEngine.Configuration,MergeItemInstanceConfiguration,"public static MergeItemInstanceConfiguration CreateBoardConfiguration(BoardItemPosition position, Nullable<ItemOrigin> itemOrigin, LockedCapability lockedCapability, string uuid) { }",True
0x453657C,992,0x3F4E744,991,,SpawningItemsSystem.<>c__DisplayClass29_0<T>,MergeEngine.ECS.Systems.Items.Producers.SpawningItemsSystem.<>c__DisplayClass29_0<object>$$.ctor,True
0x4536958,992,0x3BED81C,1054,MergeEngine.ECS.Components.Items,ComponentBase,MergeEngine.ECS.Components.Items.ComponentBase$$GetComponent<object>,True
0x4536958,992,0x68FE14C,1094,MergeEngine.ECS.Components.Items,TimeLockComponent,public bool get_Locked() { },True
0x45528AC,9848,0x3F38EAC,9847,,SyncPayloadServiceBase.<>c__DisplayClass13_0<TPayload>,Merger.Services.Backend.Sync.SyncPayloadServiceBase.<>c__DisplayClass13_0<object>$$.ctor,True
0x4552B90,9848,0x614CB20,3000,Merger.Rewards.Constants,RewardTypesConstants,public static IRewardType GetRewardType(PlayerResourceEnum resourceEnum) { },True
0x45530F4,9848,0x614CB20,3000,Merger.Rewards.Constants,RewardTypesConstants,public static IRewardType GetRewardType(PlayerResourceEnum resourceEnum) { },True
0x45F03B0,691,0x3DB6AC8,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponents<object>,True
0x4653F70,117,0x46542AC,117,MergeEngine.Util,TwoDArray<T>,MergeEngine.Util.TwoDArray<object>$$FillEmptyPositions,True
0x4653F70,117,0x46543B4,117,MergeEngine.Util,TwoDArray<T>,MergeEngine.Util.TwoDArray<object>$$CreateArray,True
0x4653F70,117,0x68FDC94,1132,MergeEngine.Data,BoardItemPosition,"public void .ctor(int col, int row) { }",True
0x46542AC,117,0x68FDC94,1132,MergeEngine.Data,BoardItemPosition,"public void .ctor(int col, int row) { }",True
0x4654664,117,0x68FDC94,1132,MergeEngine.Data,BoardItemPosition,"public void .ctor(int col, int row) { }",True
0x465482C,117,0x3F3F7A0,116,,TwoDArray.<>c__DisplayClass17_0<T>,MergeEngine.Util.TwoDArray.<>c__DisplayClass17_0<object>$$.ctor,True
0x4931D38,11216,0x68B2E98,10424,Framework.Core,Base,public void Dispose() { },True
0x4944654,121,0x4B1B8AC,120,,WeightedItemList.<>c__DisplayClass8_0<TItem>,MergeEngine.Util.WeightedItemList.<>c__DisplayClass8_0<int>$$.ctor,True
0x4944A38,121,0x4B1B8D8,120,,WeightedItemList.<>c__DisplayClass8_0<TItem>,MergeEngine.Util.WeightedItemList.<>c__DisplayClass8_0<Int32Enum>$$.ctor,True
0x4944E1C,121,0x4B1BFA0,120,,WeightedItemList.<>c__DisplayClass8_0<TItem>,MergeEngine.Util.WeightedItemList.<>c__DisplayClass8_0<object>$$.ctor,True
0x4BEC194,8921,0x68AAF28,10428,Framework.Core.View,ViewComponent,public RectTransform get_RectTransform() { },True
0x4BEC2C0,939,0x67A3210,1003,MergeEngine.ECS.Systems.Items.Exceptions,ProcessItemException,"public void .ctor(string id, Exception e) { }",True
0x4BEC740,939,0x67A3210,1003,MergeEngine.ECS.Systems.Items.Exceptions,ProcessItemException,"public void .ctor(string id, Exception e) { }",True
0x4C0382C,944,0x614CB20,3000,Merger.Rewards.Constants,RewardTypesConstants,public static IRewardType GetRewardType(PlayerResourceEnum resourceEnum) { },True
0x4C03AD8,944,0x4C03FC0,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$GetUnlockedItemsOnBoard,True
0x4C03AD8,944,0x4C041EC,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$GetToolGraphsFromItems,True
0x4C03AD8,944,0x4C04334,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$AnalyzeSingleToolGraph,True
0x4C03FC0,944,0x3DB6AC8,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponents<object>,True
0x4C04334,944,0x4C044D0,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$CalculateItemsLevelSum,True
0x4C04334,944,0x4C04634,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$AddOrUpdateDictionary,True
0x4C044D0,944,0x3F4D984,941,,BaseToolAnalysisSystem.<>c__DisplayClass27_0<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem.<>c__DisplayClass27_0<object>$$.ctor,True
0x4C046EC,944,0x3F4E58C,942,,BaseToolAnalysisSystem.<>c__DisplayClass29_0<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem.<>c__DisplayClass29_0<object>$$.ctor,True
0x4C048BC,944,0x6797E70,976,MergeEngine.ECS.Systems.Items,ToolsRequiredByBuildingsHelper,"public HashSet<PlayerResourceEnum> FindToolsNeededByUpgrade(List<BuildingInstanceProgression> unlockedBuildings, Dictionary<PlayerResourceEnum, int> currentToolAmounts) { }",True
0x4C04A08,944,0x3F54968,943,,BaseToolAnalysisSystem.<>c__DisplayClass32_0<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem.<>c__DisplayClass32_0<object>$$.ctor,True
0x4C04AC4,944,0x3E36E88,123,MergeEngine.Util,WeightedItemUtil,"MergeEngine.Util.WeightedItemUtil$$GenerateWeightedItemList<WeightedTool, Int32Enum>",True
0x4C04DE8,944,0x3E372E4,123,MergeEngine.Util,WeightedItemUtil,"MergeEngine.Util.WeightedItemUtil$$GenerateWeightedItemList<WeightedToolLevel, int>",True
0x4C04DE8,944,0x4944654,121,MergeEngine.Util,WeightedItemList<TItem>,MergeEngine.Util.WeightedItemList<int>$$GetItem,True
0x4C04DE8,944,0x4C046EC,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$FilterToolLevelsByChainProgress,True
0x4C05210,944,0x4C03610,944,MergeEngine.ECS.Systems.Items,BaseToolAnalysisSystem<T>,MergeEngine.ECS.Systems.Items.BaseToolAnalysisSystem<object>$$get_ToolsRequiredByMetagameBooster,True
0x4C05368,944,0x6798A68,976,MergeEngine.ECS.Systems.Items,ToolsRequiredByBuildingsHelper,public void .ctor() { },True
0x4C05944,944,0x614CB20,3000,Merger.Rewards.Constants,RewardTypesConstants,public static IRewardType GetRewardType(PlayerResourceEnum resourceEnum) { },True
0x4C0611C,944,0x3DB6AC8,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponents<object>,True
0x4C06A60,944,0x6797E70,976,MergeEngine.ECS.Systems.Items,ToolsRequiredByBuildingsHelper,"public HashSet<PlayerResourceEnum> FindToolsNeededByUpgrade(List<BuildingInstanceProgression> unlockedBuildings, Dictionary<PlayerResourceEnum, int> currentToolAmounts) { }",True
0x4C06C70,944,0x3E36E88,123,MergeEngine.Util,WeightedItemUtil,"MergeEngine.Util.WeightedItemUtil$$GenerateWeightedItemList<WeightedTool, Int32Enum>",True
0x4C06F94,944,0x3E372E4,123,MergeEngine.Util,WeightedItemUtil,"MergeEngine.Util.WeightedItemUtil$$GenerateWeightedItemList<WeightedToolLevel, int>",True
0x4C06F94,944,0x4944654,121,MergeEngine.Util,WeightedItemList<TItem>,MergeEngine.Util.WeightedItemList<int>$$GetItem,True
0x4C0752C,944,0x6798A68,976,MergeEngine.ECS.Systems.Items,ToolsRequiredByBuildingsHelper,public void .ctor() { },True
0x4C17F4C,768,0x3AF70E8,762,MergeEngine.ECS.Systems.State,StateSystemBase<TStatePayload>,"MergeEngine.ECS.Systems.State.StateSystemBase<object>$$TryLoadComponent<object, object>",True
0x4C17F4C,768,0x3DB68FC,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponent<object>,True
0x4C17F4C,768,0x5FF34DC,215,MergeEngine.Signal.Items,InventoryStateUpdatedSignal,public void .ctor() { },True
0x4C1802C,770,0x6286B48,659,MergeEngine.ECS.Systems,InventorySystem,public void RemoveInventoryItem(InventorySlotComponent slotComponent) { },True
0x4C181F4,770,0x3DB6AC8,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponents<object>,True
0x4C184F4,770,0x3AF70E8,762,MergeEngine.ECS.Systems.State,StateSystemBase<TStatePayload>,"MergeEngine.ECS.Systems.State.StateSystemBase<object>$$TryLoadComponent<object, object>",True
0x4C184F4,770,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x4C184F4,770,0x3DB68FC,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponent<object>,True
0x4C184F4,770,0x53973F4,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$AddNewEntity,True
0x4C184F4,770,0x53974A4,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$HandleExistingEntities,True
0x4C184F4,770,0x5397634,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$TryGetEntity,True
0x4C184F4,770,0x5FF34DC,215,MergeEngine.Signal.Items,InventoryStateUpdatedSignal,public void .ctor() { },True
0x4C184F4,770,0x6913CFC,1186,MergeEngine.Configuration,MergeItemInstanceConfiguration,"public static MergeItemInstanceConfiguration CreateInventoryConfiguration(int slotIndex, InventorySlotType slotType = 0, string slotId) { }",True
0x4C18BF0,774,0x3DB6AC8,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponents<object>,True
0x4C18DB0,774,0x4C18F2C,774,MergeEngine.ECS.Systems.State.Board,BoardItemsStateSystem<TState>,MergeEngine.ECS.Systems.State.Board.BoardItemsStateSystem<object>$$ProcessItem,True
0x4C18DB0,774,0x53974A4,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$HandleExistingEntities,True
0x4C18F2C,774,0x3AF70E8,762,MergeEngine.ECS.Systems.State,StateSystemBase<TStatePayload>,"MergeEngine.ECS.Systems.State.StateSystemBase<object>$$TryLoadComponent<object, object>",True
0x4C18F2C,774,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x4C18F2C,774,0x4C191A4,774,MergeEngine.ECS.Systems.State.Board,BoardItemsStateSystem<TState>,MergeEngine.ECS.Systems.State.Board.BoardItemsStateSystem<object>$$UpdateTimeLockCapacityState,True
0x4C18F2C,774,0x4C195DC,774,MergeEngine.ECS.Systems.State.Board,BoardItemsStateSystem<TState>,MergeEngine.ECS.Systems.State.Board.BoardItemsStateSystem<object>$$ValidateTimeCycleComponent,True
0x4C18F2C,774,0x53973F4,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$AddNewEntity,True
0x4C18F2C,774,0x5397634,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$TryGetEntity,True
0x4C18F2C,774,0x6664880,919,MergeEngine.ECS.Systems.Board,BoardSystem,public BoardItemPosition GetRandomAvailablePosition() { },True
0x4C18F2C,774,0x6913BC8,1186,MergeEngine.Configuration,MergeItemInstanceConfiguration,"public static MergeItemInstanceConfiguration CreateBoardConfiguration(BoardItemPosition position, Nullable<ItemOrigin> itemOrigin, LockedCapability lockedCapability, string uuid) { }",True
0x4C191A4,774,0x3BED81C,1054,MergeEngine.ECS.Components.Items,ComponentBase,MergeEngine.ECS.Components.Items.ComponentBase$$GetComponent<object>,True
0x4C191A4,774,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x4C19248,774,0x4B1D590,772,,BoardItemsStateSystem.<>c__DisplayClass9_0<TState>,MergeEngine.ECS.Systems.State.Board.BoardItemsStateSystem.<>c__DisplayClass9_0<object>$$.ctor,True
0x4C19248,774,0x6668F84,919,MergeEngine.ECS.Systems.Board,BoardSystem,public void MoveDuplicatePositionedItemsToItemQueue(IEnumerable<PositionComponent> duplicatePositionedItems) { },True
0x4C195DC,774,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x4C1A7A8,777,0x454506C,762,MergeEngine.ECS.Systems.State,StateSystemBase<TStatePayload>,MergeEngine.ECS.Systems.State.StateSystemBase<object>$$InitializeSystem,True
0x4C1A910,777,0x3DB68FC,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponent<object>,True
0x4C1A96C,777,0x3DB68FC,685,MergeEngine.ECS.Systems,SystemBase,MergeEngine.ECS.Systems.SystemBase$$GetComponent<object>,True
0x4C1A96C,777,0x4C1AAD4,777,MergeEngine.ECS.Systems.State.Board,BoardQueueStateSystem<TState>,MergeEngine.ECS.Systems.State.Board.BoardQueueStateSystem<object>$$ConvertToQueuedItem,True
0x4C1A96C,777,0x690439C,1128,MergeEngine.ECS.Components.Board,BoardQueueComponent,public List<string> TrackPreviousState(List<QueuedItem> queuedItems) { },True
0x4C1AAD4,777,0x4C1ADA4,777,MergeEngine.ECS.Systems.State.Board,BoardQueueStateSystem<TState>,MergeEngine.ECS.Systems.State.Board.BoardQueueStateSystem<object>$$GetItemEntityData,True
0x4C1AAD4,777,0x667D0EC,8495,Merger.Game.Data,QueuedItem,"public void .ctor(IItem item, long enqueueTimestamp, BoardQueueOrder boardQueueOrder, string uuidInBoardQueue, Entity entityData, string boosterUuid, string reason) { }",True
0x4C1ADA4,777,0x6905088,1132,MergeEngine.Data,BoardItemPosition,public static BoardItemPosition TopLeftCorner() { },True
0x4C1ADA4,777,0x6913BC8,1186,MergeEngine.Configuration,MergeItemInstanceConfiguration,"public static MergeItemInstanceConfiguration CreateBoardConfiguration(BoardItemPosition position, Nullable<ItemOrigin> itemOrigin, LockedCapability lockedCapability, string uuid) { }",True
0x4D5F314,1054,0x68F7118,1054,MergeEngine.ECS.Components.Items,ComponentBase,public void .ctor(Entity entity) { },True
0x4D5F358,1054,0x68F7118,1054,MergeEngine.ECS.Components.Items,ComponentBase,public void .ctor(Entity entity) { },True
0x4D5F438,1054,0x68F7118,1054,MergeEngine.ECS.Components.Items,ComponentBase,public void .ctor(Entity entity) { },True
0x51BAF70,6441,0x68B2E90,10424,Framework.Core,Base,protected virtual void SubscribeToSignals() { },True
0x51BB088,6441,0x51BD73C,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$TryUnloadTmpSpriteOverride,True
0x51BB088,6441,0x51BDAF0,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$UnloadSoundConfig,True
0x51BB26C,6441,0x51BC7A8,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$UpdateData,True
0x51BB26C,6441,0x51BD1B4,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$LateCreate,True
0x51BB414,6441,0x51BB464,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$TrySetStateToPendingActivation,True
0x51BB414,6441,0x51BC7A8,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$UpdateData,True
0x51BB548,6441,0x51BB464,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$TrySetStateToPendingActivation,True
0x51BB548,6441,0x51BC824,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$SetActivationDependency,True
0x51BB9B0,6441,0x51BAC08,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$get_HasRemoteAssets,True
0x51BBCAC,6441,0x51BAC08,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$get_HasRemoteAssets,True
0x51BBCAC,6441,0x51BBBDC,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$DownloadAsset,True
0x51BC1CC,6441,0x51BC560,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$UpdateOnActivationIfNeeded,True
0x51BC1CC,6441,0x51BCC5C,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$StartEventInternal,True
0x51BCA18,6441,0x51BB6E4,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$ActivateOrStartEvent,True
0x51BCA88,6441,0x51BAC70,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$get_CurrentServerTimeMS,True
0x51BCC5C,6441,0x51BD7C8,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$LoadSoundConfig,True
0x51BD088,6441,0x51BAE50,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$get_IconsSystem,True
0x51BD088,6441,0x51BCDE4,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$CreateIconDataContainer,True
0x51BD134,6441,0x51BAE50,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$get_IconsSystem,True
0x51BD134,6441,0x51BCDE4,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$CreateIconDataContainer,True
0x51BD1B4,6441,0x51BB9B0,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$InitializeRemoteContentBundleHandler,True
0x51BD1B4,6441,0x51BBCAC,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$DownloadEventAssets,True
0x51BDD9C,6441,0x51BD438,6441,Merger.RemoteLiveOps.Controllers,EventControllerBase<TEventData>,Merger.RemoteLiveOps.Controllers.EventControllerBase<object>$$TryAddTmpSpriteOverride,True
0x5269B3C,8590,0x6625ED4,8279,Merger.Game.ViewModel,GameBaseViewModel,public BindableProperty<bool> get_Started() { },True
0x5269B94,8590,0x5269B3C,8590,Merger.Game.Views,GameViewBase<TViewModel>,Merger.Game.Views.GameViewBase<object>$$get_HasGameStarted,True
0x5269B94,8590,0x6625ED4,8279,Merger.Game.ViewModel,GameBaseViewModel,public BindableProperty<bool> get_Started() { },True
0x5269C70,8590,0x6625ED4,8279,Merger.Game.ViewModel,GameBaseViewModel,public BindableProperty<bool> get_Started() { },True
0x5269D38,8590,0x6625ED4,8279,Merger.Game.ViewModel,GameBaseViewModel,public BindableProperty<bool> get_Started() { },True
0x5393940,1103,0x5FE89C8,100,MergeEngine.Util,ItemSpawningQueue,"public void .ctor(ItemsSpawningCapability capability, int seed, int startIndex = 0) { }",True
0x5393A3C,1103,0x5FE89C8,100,MergeEngine.Util,ItemSpawningQueue,"public void .ctor(ItemsSpawningCapability capability, int seed, int startIndex = 0) { }",True
0x53974A4,781,0x4B1BE58,780,,ItemsStateSystemBase.<>c__DisplayClass8_0<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase.<>c__DisplayClass8_0<object>$$.ctor,True
0x5397634,781,0x5397834,781,MergeEngine.ECS.Systems.State.Board,ItemsStateSystemBase<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase<object>$$TryGetExistingItem,True
0x5397634,781,0x60046EC,1350,MergeEngine.Configuration.Definitions.WeakReferences.References,DynamicMergeItemWeakReference,"public void .ctor(string uniqueId, DynamicMergeItemConfig dynamicMergeItemData) { }",True
0x5397834,781,0x3F34FF4,779,,ItemsStateSystemBase.<>c__DisplayClass10_0<TLoadable>,MergeEngine.ECS.Systems.State.Board.ItemsStateSystemBase.<>c__DisplayClass10_0<object>$$.ctor,True
0x5F15720,33692,0x5F157BC,33702,ContextualizedECS.Context,TickArgs,public void .ctor() { },True
0x5F15720,33692,0x5F15844,33703,ContextualizedECS.Context,TickContext,"public void .ctor(IEntitiesHolder entitiesManager, TickArgs inArgs, TickArgs result) { }",True
0x5F15720,33692,0x5F15904,33692,ContextualizedECS.Systems,SystemsManager,private void ExecuteSystems(TickContext context) { },True
0x5FE7918,91,0x5FE7A24,91,MergeEngine.Util,BoardUtil,private static IEnumerable<ITimeCycleComponent> GetTimeCycleComponents(IEntityManager entityManager) { },True
0x5FE7A24,91,0x5FE8200,91,MergeEngine.Util,BoardUtil,public static IEnumerable<PositionComponent> GetUnlockedComponents(IEntityManager entityManager) { },True
0x5FE7BF0,91,0x5FE7A24,91,MergeEngine.Util,BoardUtil,private static IEnumerable<ITimeCycleComponent> GetTimeCycleComponents(IEntityManager entityManager) { },True
0x5FE7CFC,91,0x5FE7A24,91,MergeEngine.Util,BoardUtil,private static IEnumerable<ITimeCycleComponent> GetTimeCycleComponents(IEntityManager entityManager) { },True
0x5FE8394,91,0x66596DC,894,MergeEngine.ECS.Systems.Board,BoardIdleHintSystem,"public Tuple<IdComponent, IdComponent> GetFirstMergeableItemTuple() { }",True
0x5FE87AC,90,0x3BED85C,1054,MergeEngine.ECS.Components.Items,ComponentBase,MergeEngine.ECS.Components.Items.ComponentBase$$GetComponents<object>,True
0x5FE89C8,100,0x5FE8B04,100,MergeEngine.Util,ItemSpawningQueue,"public void Refill(int seed = 0, List<Combination> combinations) { }",True
0x5FE8B04,100,0x5FE8DBC,100,MergeEngine.Util,ItemSpawningQueue,"private void AddFixedItems(List<ItemSpawnable> spawningList, List<FixedItemSpawnable> fixedItems) { }",True
0x5FE8B04,100,0x5FE8FE0,100,MergeEngine.Util,ItemSpawningQueue,"private void AddWeightedItems(List<ItemSpawnable> spawningList, List<WeightedItemSpawnable> items, int numItemsInCycles) { }",True
0x5FE8B04,100,0x5FE932C,100,MergeEngine.Util,ItemSpawningQueue,"public void AddCombinationWeightedItems(List<Combination> combinations, int numItemsInCycles) { }",True
0x5FE8FE0,100,0x3E36A2C,123,MergeEngine.Util,WeightedItemUtil,"MergeEngine.Util.WeightedItemUtil$$GenerateWeightedItemList<object, object>",True
0x5FE8FE0,100,0x4944E1C,121,MergeEngine.Util,WeightedItemList<TItem>,MergeEngine.Util.WeightedItemList<object>$$GetItem,True
