caller_rva,caller_type_indices,callee_rva,callee_type_index,callee_namespace,callee_type,callee_signature,callee_selected
0x3BD97D0,25984,0x3DC33E4,33702,ContextualizedECS.Context,TickArgs,ContextualizedECS.Context.TickArgs$$AddArgument<object>,True
0x3BD97D0,25984,0x5F157BC,33702,ContextualizedECS.Context,TickArgs,public void .ctor() { },True
0x3BD9860,25984,0x5F157BC,33702,ContextualizedECS.Context,TickArgs,public void .ctor() { },True
0x3BD9860,25984,0x6A9B560,25984,Merger.MergeBoard.Controller,BoardController,private void TickSystems(TickArgs inArgs) { },True
0x3BD9990,9136,0x3BD9C50,9136,Merger.Game.Views.BoardItem,BoardItemView2,Merger.Game.Views.BoardItem.BoardItemView2$$AttachBehaviourFromPool<object>,True
0x3BD9990,9136,0x3BD9D68,9136,Merger.Game.Views.BoardItem,BoardItemView2,Merger.Game.Views.BoardItem.BoardItemView2$$AttachBehaviourFromPrefab<object>,True
0x3BD9990,9136,0x673105C,9136,Merger.Game.Views.BoardItem,BoardItemView2,public void NotifyBehaviourAdded() { },True
0x3BD9C50,9136,0x67309D0,9136,Merger.Game.Views.BoardItem,BoardItemView2,"private void RegisterBehaviour(IBoardItemViewBehaviour behaviour, Type behaviourType, bool isPersistent, bool initialize = True) { }",True
0x3BD9D68,9136,0x67309D0,9136,Merger.Game.Views.BoardItem,BoardItemView2,"private void RegisterBehaviour(IBoardItemViewBehaviour behaviour, Type behaviourType, bool isPersistent, bool initialize = True) { }",True
0x3BDAF14,7779,0x4B0F7B0,7777,,BoosterModel.<>c__DisplayClass50_0<T>,Merger.Boosters.Models.BoosterModel.<>c__DisplayClass50_0<object>$$.ctor,True
0x3C148DC,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C14940,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C149A4,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C14A08,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C14A6C,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C14AD0,33695,0x3C1BD00,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<MoveBlockComponent>,True
0x3C14B34,33695,0x3C1BE30,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<ProducerComponent>,True
0x3C14C04,33695,0x3C1B840,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<CooldownBlockComponent>,True
0x3C14C04,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C14C7C,33695,0x3C1B8D8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<DeadComponent>,True
0x3C14C7C,33695,0x3C1BD00,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$HasComponent<MoveBlockComponent>,True
0x3C14D78,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C14E18,33695,0x3C1E3F0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BornComponent>,True
0x3C14EB8,33695,0x3C1E95C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<DeadComponent>,True
0x3C14F58,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C15038,33695,0x3C1F364,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ItemMovedComponent>,True
0x3C150D8,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C151BC,33695,0x3C1FF44,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeLockComponent>,True
0x3C15424,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C15424,33695,0x3C1E508,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoxComponent>,True
0x3C154FC,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C154FC,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C155F4,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C155F4,33695,0x3C1F57C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<MergeComponent>,True
0x3C156B8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C156B8,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C157BC,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C157BC,33695,0x3C1FF44,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeLockComponent>,True
0x3C158B4,33695,0x3C1E3F0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BornComponent>,True
0x3C158B4,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C159AC,33695,0x3C1E72C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<CollectableComponent>,True
0x3C159AC,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C15AD0,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C15AD0,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C15BC8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C15BC8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C15CC8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C15CC8,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C16000,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16000,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C16000,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C16154,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16154,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C16154,33695,0x3C1F364,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ItemMovedComponent>,True
0x3C1627C,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C1627C,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C1627C,33695,0x3C1F57C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<MergeComponent>,True
0x3C163A0,33695,0x3C1E3F0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BornComponent>,True
0x3C163A0,33695,0x3C1E72C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<CollectableComponent>,True
0x3C163A0,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C164EC,33695,0x3C1E95C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<DeadComponent>,True
0x3C164EC,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C164EC,33695,0x3C1F140,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ItemConsumedComponent>,True
0x3C16610,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16610,33695,0x3C1E95C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<DeadComponent>,True
0x3C16610,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C16728,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C16728,33695,0x3C1FD24,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeDurationComponent>,True
0x3C16728,33695,0x3C1FE34,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeLimitedActivationComponent>,True
0x3C1686C,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C1686C,33695,0x3C1E95C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<DeadComponent>,True
0x3C1686C,33695,0x3C1ECB4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<FeedingCombinationComponent>,True
0x3C16958,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16958,33695,0x3C1E95C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<DeadComponent>,True
0x3C16958,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C16A70,33695,0x3C1E508,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoxComponent>,True
0x3C16A70,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C16A70,33695,0x3C1F470,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<LockComponent>,True
0x3C16BA8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16BA8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C16BA8,33695,0x3C1F9D4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ResourceConsumedComponent>,True
0x3C16CC0,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16CC0,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C16CC0,33695,0x3C1FD24,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeDurationComponent>,True
0x3C16DF0,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C16DF0,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C16DF0,33695,0x3C1FF44,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeLockComponent>,True
0x3C17210,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17210,33695,0x3C1E3F0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BornComponent>,True
0x3C17210,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C17210,33695,0x3C1F258,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ItemMergedComponent>,True
0x3C17354,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17354,33695,0x3C1E3F0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BornComponent>,True
0x3C17354,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C17354,33695,0x3C1F258,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ItemMergedComponent>,True
0x3C17498,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17498,33695,0x3C1EA68,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<DynamicItemConfigComponent>,True
0x3C17498,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C17498,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C1760C,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C1760C,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C1760C,33695,0x3C1F57C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<MergeComponent>,True
0x3C1760C,33695,0x3C1F7AC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingItemsCombinationComponent>,True
0x3C17758,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17758,33695,0x3C1ECB4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<FeedingCombinationComponent>,True
0x3C17758,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C17758,33695,0x3C1F8B8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ProducerComponent>,True
0x3C178A8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C178A8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C178A8,33695,0x3C1F8B8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ProducerComponent>,True
0x3C178A8,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C17A24,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17A24,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C17A24,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C17A24,33695,0x3C20060,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ToolSpawningComponent>,True
0x3C17B78,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17B78,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C17B78,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C17B78,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C17D10,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17D10,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C17D10,33695,0x3C1FD24,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeDurationComponent>,True
0x3C17D10,33695,0x3C1FE34,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeLimitedActivationComponent>,True
0x3C17E70,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17E70,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C17E70,33695,0x3C1EEF4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ImmediateToolComponent>,True
0x3C17E70,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C17FE4,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C17FE4,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C17FE4,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C17FE4,33695,0x3C1F8B8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ProducerComponent>,True
0x3C184F8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C184F8,33695,0x3C1E72C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<CollectableComponent>,True
0x3C184F8,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C184F8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C184F8,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C186BC,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C186BC,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C186BC,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C186BC,33695,0x3C1F8B8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ProducerComponent>,True
0x3C186BC,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C18868,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C18868,33695,0x3C1E620,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ChargeableComponent>,True
0x3C18868,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C18868,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C18868,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C18A1C,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C18A1C,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C18A1C,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C18A1C,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C18A1C,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C18BE8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C18BE8,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C18BE8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C18BE8,33695,0x3C1FAE0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<SpawnerComponent>,True
0x3C18BE8,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C191DC,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C191DC,33695,0x3C1ECB4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<FeedingCombinationComponent>,True
0x3C191DC,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C191DC,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C191DC,33695,0x3C1F8B8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ProducerComponent>,True
0x3C191DC,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C193C8,33695,0x3C1E2E4,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<BoardTilePositionComponent>,True
0x3C193C8,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C193C8,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C193C8,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C193C8,33695,0x3C1FAE0,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<SpawnerComponent>,True
0x3C193C8,33695,0x3C1FC04,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeCycleComponent>,True
0x3C195BC,33695,0x3C1EB8C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<ExpendableComponent>,True
0x3C195BC,33695,0x3C1EDCC,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<IdComponent>,True
0x3C195BC,33695,0x3C1F018,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<InteractionComponent>,True
0x3C195BC,33695,0x3C1F694,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<PendingInteractionComponent>,True
0x3C195BC,33695,0x3C1FD24,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeDurationComponent>,True
0x3C195BC,33695,0x3C1FE34,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$TryGetComponent<TimeLimitedActivationComponent>,True
0x3C203E4,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C203E4,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C205BC,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C205BC,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C20838,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C20838,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C20A90,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C20A90,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C21700,588,0x61446D0,588,MergeEngine.ECS,Entity,"private void RemoveComponentFromCache(Type type, IComponentBase component) { }",True
0x3C2183C,588,0x61446D0,588,MergeEngine.ECS,Entity,"private void RemoveComponentFromCache(Type type, IComponentBase component) { }",True
0x3C21978,588,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x3C21978,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C21978,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C21B68,588,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x3C21B68,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C21B68,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C21DD8,588,0x3C20D84,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetComponent<object>,True
0x3C21DD8,588,0x3C210B0,588,MergeEngine.ECS,Entity,MergeEngine.ECS.Entity$$GetConstructor<object>,True
0x3C21DD8,588,0x61441B0,588,MergeEngine.ECS,Entity,private void InternalAddComponent(ComponentBase componentInstance) { },True
0x3C2233C,591,0x3C224B0,591,MergeEngine.ECS,EntityManager,MergeEngine.ECS.EntityManager$$GetComponents<object>,True
0x3D1FCD0,25903,0x3C1C94C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<CollectableComponent>,True
0x3D1FD84,25903,0x3C1CD5C,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<ExpendableComponent>,True
0x3D1FFE4,25903,0x3C1D988,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<ProducerComponent>,True
0x3D20084,25903,0x3C1DB24,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<SpawnerComponent>,True
0x3D201C4,25903,0x3C1DCC8,33678,ContextualizedECS,Entity,ContextualizedECS.Entity$$SetComponent<TimeCycleComponent>,True
