Caller	CallerRVA	CalleeRVA	Il2CppDumperCalleeName	CalleeSignature	PseudocodeFile
BoardController.OnEvent	1902314	2A52D30	System.Action<object>$$.ctor	void System_Action_object____ctor (System_Action_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2A52D30* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	1884DD8	MergePuzzle.ItemEntityFactory$$GetFromPickBox	MergePuzzle_ItemEntity_o* MergePuzzle_ItemEntityFactory__GetFromPickBox (MergePuzzle_ItemInfo_o itemInfo, MergePuzzle_Coordinate_o coordinate, MergePuzzle_ItemInfo_o pickBox, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	18CB8A4	MergePuzzle.ItemInfoExtension$$ToItemInfo	MergePuzzle_ItemInfo_o MergePuzzle_ItemInfoExtension__ToItemInfo (MergePuzzle_BoardItemData_o* boardItemData, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	18CCBE0	MergePuzzle.ItemInfoExtension$$ToItemInfo	MergePuzzle_ItemInfo_o MergePuzzle_ItemInfoExtension__ToItemInfo (MergePuzzle_ItemController_o* itemController, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	18E6318	MergePuzzle.BoardController$$CreateParticle	void MergePuzzle_BoardController__CreateParticle (MergePuzzle_BoardController_o* __this, UnityEngine_ParticleSystem_o* particlePrefab, UnityEngine_Vector3_o position, UnityEngine_Transform_o* parent, MergePuzzle_SortingData_o* sortingData, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	1BE1F84	MergePuzzle.SoundHapticRaiser$$Raise	void MergePuzzle_SoundHapticRaiser__Raise (int32_t sound, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	1CB5938	MergePuzzle.Item.Creation.ItemCreationHandler$$GetItemCreationHandler	MergePuzzle_Item_Creation_ItemCreationHandler_o* MergePuzzle_Item_Creation_ItemCreationHandler__GetItemCreationHandler (const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	1902418	1CB5A9C	MergePuzzle.Item.Creation.ItemCreationHandler$$SetPerishableSpawnerLocation	MergePuzzle_Item_Creation_ItemCreationHandler_o* MergePuzzle_Item_Creation_ItemCreationHandler__SetPerishableSpawnerLocation (MergePuzzle_Item_Creation_ItemCreationHandler_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	19027E0	18F0D70	MergePuzzle.BoardController$$ArrangeSelectedCellImage	void MergePuzzle_BoardController__ArrangeSelectedCellImage (MergePuzzle_BoardController_o* __this, bool isActive, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	19027E0	1927998	MergePuzzle.BoardPosition$$SetItemToNull	void MergePuzzle_BoardPosition__SetItemToNull (MergePuzzle_BoardPosition_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	19027F0	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	19027F4	18CCB18	MergePuzzle.ItemInfoExtension$$ToItemInfo	MergePuzzle_ItemInfo_o MergePuzzle_ItemInfoExtension__ToItemInfo (MergePuzzle_ItemEntity_o* itemEntity, bool convertToSetID, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	19027F4	195E4D8	MergePuzzle.BoardTaskController$$IsDoneable	bool MergePuzzle_BoardTaskController__IsDoneable (MergePuzzle_BoardTaskController_o* __this, MergePuzzle_ItemInfo_o itemInfo, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardController.OnEvent	19027F4	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
InventoryEntity.PopIllegalSpawnerItems	1935434	2AFA9F0	System.Collections.Generic.List<object>$$.ctor	void System_Collections_Generic_List_object____ctor (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFA9F0* method);	ghidra_flow_pseudocode.c
InventoryEntity.PopIllegalSpawnerItems	1935434	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
InventoryEntity.PopIllegalSpawnerItems	1935434	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.PopIllegalSpawnerItems	1935434	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_flow_pseudocode.c
InventoryEntity.IncreaseInventorySize	19357A0	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.IncreaseInventorySize	19357A0	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_flow_pseudocode.c
InventoryEntity.IncreaseInventorySize	19357A0	48B2F0C	System.Type$$GetTypeFromHandle	System_Type_o* System_Type__GetTypeFromHandle (System_RuntimeTypeHandle_o handle, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToInventory	19357BC	19359C8	MergePuzzle.InventoryEntity$$AddBoardSlotFullCounter	void MergePuzzle_InventoryEntity__AddBoardSlotFullCounter (MergePuzzle_InventoryEntity_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToInventory	19357BC	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToInventory	19357BC	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToInventory	19357BC	48B2F0C	System.Type$$GetTypeFromHandle	System_Type_o* System_Type__GetTypeFromHandle (System_RuntimeTypeHandle_o handle, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.GetSpawnerInventoryItemEntities	1935AB0	2AFA9F0	System.Collections.Generic.List<object>$$.ctor	void System_Collections_Generic_List_object____ctor (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFA9F0* method);	ghidra_flow_pseudocode.c
InventoryEntity.GetSpawnerInventoryItemEntities	1935AB0	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.GetSpawnerInventoryItemEntities	1935AB0	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	190672C	MergePuzzle.ItemLinkModel$$get_LinkID	MergePuzzle_ItemLinkID_o MergePuzzle_ItemLinkModel__get_LinkID (MergePuzzle_ItemLinkModel_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	190F61C	MergePuzzle.ItemLinkModel$$ContainsItemSet	bool MergePuzzle_ItemLinkModel__ContainsItemSet (MergePuzzle_ItemLinkModel_o* __this, int32_t itemSetId, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	1C48890	MergePuzzle.Rope.EventBusService.EventBusRaiser$$InventoryUpdated	void MergePuzzle_Rope_EventBusService_EventBusRaiser__InventoryUpdated (const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	2AFB954	System.Collections.Generic.List<object>$$Exists	bool System_Collections_Generic_List_object___Exists (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB954* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddToSpawnerInventory	1935D28	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_flow_pseudocode.c
InventoryEntity.AddBoardSlotFullCounter	19359C8	1A5D454	MergePuzzle.SessionSummary$$AddSlotFull	void MergePuzzle_SessionSummary__AddSlotFull (MergePuzzle_SessionSummary_o* __this, int32_t boardType, int32_t slotFullType, int32_t amount, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventoryWithGameplay	19361A0	1C48890	MergePuzzle.Rope.EventBusService.EventBusRaiser$$InventoryUpdated	void MergePuzzle_Rope_EventBusService_EventBusRaiser__InventoryUpdated (const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventoryWithGameplay	19361A0	2AFB99C	System.Collections.Generic.List<object>$$Find	Il2CppObject* System_Collections_Generic_List_object___Find (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB99C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventoryWithGameplay	19361A0	2AFC128	System.Collections.Generic.List<object>$$IndexOf	int32_t System_Collections_Generic_List_object___IndexOf (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFC128* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventoryWithGameplay	19361A0	2AFCA74	System.Collections.Generic.List<object>$$Remove	bool System_Collections_Generic_List_object___Remove (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFCA74* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventoryWithGameplay	19361A0	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventoryWithGameplay	19361A0	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	193623C	1C48890	MergePuzzle.Rope.EventBusService.EventBusRaiser$$InventoryUpdated	void MergePuzzle_Rope_EventBusService_EventBusRaiser__InventoryUpdated (const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	193623C	2AFB99C	System.Collections.Generic.List<object>$$Find	Il2CppObject* System_Collections_Generic_List_object___Find (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB99C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	193623C	2AFC128	System.Collections.Generic.List<object>$$IndexOf	int32_t System_Collections_Generic_List_object___IndexOf (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFC128* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	193623C	2AFCA74	System.Collections.Generic.List<object>$$Remove	bool System_Collections_Generic_List_object___Remove (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFCA74* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	193623C	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	193623C	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	2AFCB9C	System.Collections.Generic.List<object>$$RemoveAll	int32_t System_Collections_Generic_List_object___RemoveAll (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFCB9C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936650	48B2F0C	System.Type$$GetTypeFromHandle	System_Type_o* System_Type__GetTypeFromHandle (System_RuntimeTypeHandle_o handle, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936958	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936958	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936958	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936958	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_flow_pseudocode.c
InventoryEntity.RemoveFromInventory	1936958	48B2F0C	System.Type$$GetTypeFromHandle	System_Type_o* System_Type__GetTypeFromHandle (System_RuntimeTypeHandle_o handle, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.Reset	1936B44	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
InventoryEntity.Reset	1936B44	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_flow_pseudocode.c
InventoryEntity.IsFull	1936D14	18A45F0	Paxie.LogManager$$LogWarning	void Paxie_LogManager__LogWarning (System_String_o* message, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.SendUpdateEvent	19357B4	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
InventoryEntity.SendUpdateEvent	19357B4	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_flow_pseudocode.c
InventoryEntity.SendUpdateEvent	19357B4	48B2F0C	System.Type$$GetTypeFromHandle	System_Type_o* System_Type__GetTypeFromHandle (System_RuntimeTypeHandle_o handle, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.ToSpawnerInventory	1936DD4	190672C	MergePuzzle.ItemLinkModel$$get_LinkID	MergePuzzle_ItemLinkID_o MergePuzzle_ItemLinkModel__get_LinkID (MergePuzzle_ItemLinkModel_o* __this, const MethodInfo* method);	ghidra_flow_pseudocode.c
InventoryEntity.ToSpawnerInventory	1936DD4	242FF4C	System.Linq.Enumerable$$Last<object>	Il2CppObject* System_Linq_Enumerable__Last_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, const MethodInfo_242FF4C* method);	ghidra_flow_pseudocode.c
InventoryEntity.ToSpawnerInventory	1936DD4	2AFB954	System.Collections.Generic.List<object>$$Exists	bool System_Collections_Generic_List_object___Exists (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB954* method);	ghidra_flow_pseudocode.c
InventoryEntity.ToSpawnerInventory	1936DD4	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.GetCompletedTaskCount	19417C8	2AC81EC	System.Collections.Generic.List<int>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_int___GetEnumerator (System_Collections_Generic_List_int__o* __this, const MethodInfo_2AC81EC* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.IsTaskCompleted	1940718	26C0DC0	System.Array$$IndexOf<int>	int32_t System_Array__IndexOf_int_ (System_Int32_array* array, int32_t value, int32_t startIndex, int32_t count, const MethodInfo_26C0DC0* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.RemoveCompletedTask	1941BFC	26C0DC0	System.Array$$IndexOf<int>	int32_t System_Array__IndexOf_int_ (System_Int32_array* array, int32_t value, int32_t startIndex, int32_t count, const MethodInfo_26C0DC0* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.RemoveCompletedTask	1941BFC	2AC8FA8	System.Collections.Generic.List<int>$$RemoveAt	void System_Collections_Generic_List_int___RemoveAt (System_Collections_Generic_List_int__o* __this, int32_t index, const MethodInfo_2AC8FA8* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	1860DEC	MergePuzzle.SpecialTaskDataConfig$$GetSpecialTaskData	MergePuzzle_SpecialTaskData_o* MergePuzzle_SpecialTaskDataConfig__GetSpecialTaskData (MergePuzzle_SpecialTaskDataConfig_o* __this, int32_t id, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	193F810	MergePuzzle.BoardTaskData$$GetBoardTaskItem	MergePuzzle_BoardTaskItem_o* MergePuzzle_BoardTaskData__GetBoardTaskItem (MergePuzzle_BoardTaskData_o* __this, int32_t taskNo, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	19424EC	MergePuzzle.BoardTaskItem$$.ctor	void MergePuzzle_BoardTaskItem___ctor (MergePuzzle_BoardTaskItem_o* __this, int32_t taskNo, MergePuzzle_BoardTaskItem_o* sourceBoardTask, int32_t loopLevelIncrease, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	1942570	MergePuzzle.BoardTaskItem$$.ctor	void MergePuzzle_BoardTaskItem___ctor (MergePuzzle_BoardTaskItem_o* __this, MergePuzzle_SpecialTaskData_o* specialTaskData, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2AFA9F0	System.Collections.Generic.List<object>$$.ctor	void System_Collections_Generic_List_object____ctor (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFA9F0* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2AFAFE8	System.Collections.Generic.List<object>$$set_Item	void System_Collections_Generic_List_object___set_Item (System_Collections_Generic_List_object__o* __this, int32_t index, Il2CppObject* value, const MethodInfo_2AFAFE8* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2AFBBF8	System.Collections.Generic.List<object>$$FindIndex	int32_t System_Collections_Generic_List_object___FindIndex (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFBBF8* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.InitializeActiveTaskLogic	1941D2C	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	19429A0	MergePuzzle.BoardTaskEntity$$FillFromUpcomingTasks	System_Collections_Generic_List_BoardTaskItem__o* MergePuzzle_BoardTaskEntity__FillFromUpcomingTasks (MergePuzzle_BoardTaskEntity_o* __this, MergePuzzle_BoardEntity_o* boardEntity, int32_t newLevel, MergePuzzle_BoardTaskItem_o* completedTask, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	1CA20AC	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$IsFeatureActive	bool MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__IsFeatureActive (int32_t featureType, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	1CA21D0	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$GetFeatureStatusUpdateEvent	MergePuzzle_ItemRewardBackup_ItemRewardConvertEvent_FeatureStatusUpdated_o MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__GetFeatureStatusUpdateEvent (int32_t convertType, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	1CA3BB4	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$GetItemRewardBackupConfig	System_Collections_Generic_List_KiteItemRewardConvertConfig__o* MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__GetItemRewardBackupConfig (int32_t featureType, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	1CA3FDC	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$UpdateRewardsWithUi	Cysharp_Threading_Tasks_UniTask_o MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__UpdateRewardsWithUi (MergePuzzle_ItemRewardBackup_ItemRewardConvertEvent_FeatureStatusUpdated_o statusUpdated, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	2503DB0	MergePuzzle.MasterFeatureHandler$$GetHandlers<object>	System_Collections_Generic_List_T__o* MergePuzzle_MasterFeatureHandler__GetHandlers_object_ (MergePuzzle_MasterFeatureHandler_o* __this, const MethodInfo_2503DB0* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	29ACB04	Paxie.LinkedHashMap<Int32Enum, object>$$GetEnumerator	System_Collections_Generic_IEnumerator_KeyValuePair_TKey__TValue___o* Paxie_LinkedHashMap_Int32Enum__object___GetEnumerator (Paxie_LinkedHashMap_TKey__TValue__o* __this, const MethodInfo_29ACB04* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	2A52D30	System.Action<object>$$.ctor	void System_Action_object____ctor (System_Action_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2A52D30* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.Initialize	19425BC	2AFBED4	System.Collections.Generic.List<object>$$ForEach	void System_Collections_Generic_List_object___ForEach (System_Collections_Generic_List_object__o* __this, System_Action_T__o* action, const MethodInfo_2AFBED4* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.FindUpcomingTasks	1943CB4	18BBE48	Paxie.GeneralUtils$$GetCallerClassAndName	System_String_o* Paxie_GeneralUtils__GetCallerClassAndName (const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.FindUpcomingTasks	1943CB4	1943E60	MergePuzzle.BoardTaskEntity$$CompleteEventTask	System_ValueTuple_List_BoardTaskItem___bool__o MergePuzzle_BoardTaskEntity__CompleteEventTask (MergePuzzle_BoardTaskEntity_o* __this, MergePuzzle_BoardTaskItemController_o* taskController, MergePuzzle_BoardTaskItem_o* completedTask, MergePuzzle_BoardEntity_o* boardEntity, MergePuzzle_EventEntity_o* eventEntity, const MethodInfo* method);	ghidra_flow_pseudocode.c
BoardTaskEntity.FindUpcomingTasks	1943CB4	1943F18	MergePuzzle.BoardTaskEntity$$CompleteDefaultGameplayTask	System_ValueTuple_List_BoardTaskItem___bool__o MergePuzzle_BoardTaskEntity__CompleteDefaultGameplayTask (MergePuzzle_BoardTaskEntity_o* __this, MergePuzzle_BoardTaskItemController_o* taskController, MergePuzzle_BoardTaskItem_o* completedTask, MergePuzzle_BoardEntity_o* boardEntity, const MethodInfo* method);	ghidra_flow_pseudocode.c
