Caller	CallerRVA	CalleeRVA	Il2CppDumperCalleeName	CalleeSignature	PseudocodeFile
BoardItemChestSpawner.GetRandomItem	18C67C0	188610C	MergePuzzle.ChestSpawnerConfigAdaptor$$GetSpawnedItems	System_Collections_Generic_List_SpawnedItem__o* MergePuzzle_ChestSpawnerConfigAdaptor__GetSpawnedItems (MergePuzzle_ChestSpawnerConfigAdaptor_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemChestSpawner.GetRandomItem	18C67C0	18C66FC	MergePuzzle.BoardItemChestSpawner$$GetConfigAdaptor	MergePuzzle_ChestSpawnerConfigAdaptor_o* MergePuzzle_BoardItemChestSpawner__GetConfigAdaptor (MergePuzzle_BoardItemChestSpawner_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemChestSpawner.GetRandomItem	18C67C0	27F4BE0	System.Linq.GroupedEnumerable<object, int, object>$$.ctor	void System_Linq_GroupedEnumerable_object__int__object____ctor (System_Linq_GroupedEnumerable_TSource__TKey__TElement__o* __this, System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__TKey__o* keySelector, System_Func_TSource__TElement__o* elementSelector, System_Collections_Generic_IEqualityComparer_TKey__o* comparer, const MethodInfo_27F4BE0* method);	ghidra_expanded_pseudocode.c
BoardItemChestSpawner.GetRandomItem	18C67C0	2842564	System.Linq.IdentityFunction<object>$$get_Instance	System_Func_TElement__TElement__o* System_Linq_IdentityFunction_object___get_Instance (const MethodInfo_2842564* method);	ghidra_expanded_pseudocode.c
BoardItemSpawnerData.GetRandomItem	18C7E90	18C09B0	MergePuzzle.SpawnerConfigAdaptor$$GetSpawnedItems	System_Collections_Generic_List_SpawnedItem__o* MergePuzzle_SpawnerConfigAdaptor__GetSpawnedItems (MergePuzzle_SpawnerConfigAdaptor_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemSpawnerData.GetRandomItem	18C7E90	18C6300	MergePuzzle.BoardItemSpawnerData$$GetConfigAdaptor	MergePuzzle_SpawnerConfigAdaptor_o* MergePuzzle_BoardItemSpawnerData__GetConfigAdaptor (MergePuzzle_BoardItemSpawnerData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemSpawnerData.GetRandomItem	18C7E90	27F4BE0	System.Linq.GroupedEnumerable<object, int, object>$$.ctor	void System_Linq_GroupedEnumerable_object__int__object____ctor (System_Linq_GroupedEnumerable_TSource__TKey__TElement__o* __this, System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__TKey__o* keySelector, System_Func_TSource__TElement__o* elementSelector, System_Collections_Generic_IEqualityComparer_TKey__o* comparer, const MethodInfo_27F4BE0* method);	ghidra_expanded_pseudocode.c
BoardItemSpawnerData.GetRandomItem	18C7E90	2842564	System.Linq.IdentityFunction<object>$$get_Instance	System_Func_TElement__TElement__o* System_Linq_IdentityFunction_object___get_Instance (const MethodInfo_2842564* method);	ghidra_expanded_pseudocode.c
BoardItemSpawnerData.ProcessOfflineCapacity	18C8A80	18A3DAC	Paxie.LogManager$$IsLoggingEnabled	bool Paxie_LogManager__IsLoggingEnabled (const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemSpawnerData.ProcessOfflineCapacity	18C8A80	18C6300	MergePuzzle.BoardItemSpawnerData$$GetConfigAdaptor	MergePuzzle_SpawnerConfigAdaptor_o* MergePuzzle_BoardItemSpawnerData__GetConfigAdaptor (MergePuzzle_BoardItemSpawnerData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemPerishableSpawner.GetRandomItem	18CA538	18BF02C	MergePuzzle.PerishableSpawnerConfigAdaptor$$GetSpawnedItems	System_Collections_Generic_List_SpawnedItem__o* MergePuzzle_PerishableSpawnerConfigAdaptor__GetSpawnedItems (MergePuzzle_PerishableSpawnerConfigAdaptor_o* __this, bool useOriginalSetID, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemPerishableSpawner.GetRandomItem	18CA538	18CA050	MergePuzzle.BoardItemPerishableSpawner$$GetConfigAdaptor	MergePuzzle_PerishableSpawnerConfigAdaptor_o* MergePuzzle_BoardItemPerishableSpawner__GetConfigAdaptor (MergePuzzle_BoardItemPerishableSpawner_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
BoardItemPerishableSpawner.GetRandomItem	18CA538	27F4BE0	System.Linq.GroupedEnumerable<object, int, object>$$.ctor	void System_Linq_GroupedEnumerable_object__int__object____ctor (System_Linq_GroupedEnumerable_TSource__TKey__TElement__o* __this, System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__TKey__o* keySelector, System_Func_TSource__TElement__o* elementSelector, System_Collections_Generic_IEqualityComparer_TKey__o* comparer, const MethodInfo_27F4BE0* method);	ghidra_expanded_pseudocode.c
BoardItemPerishableSpawner.GetRandomItem	18CA538	2842564	System.Linq.IdentityFunction<object>$$get_Instance	System_Func_TElement__TElement__o* System_Linq_IdentityFunction_object___get_Instance (const MethodInfo_2842564* method);	ghidra_expanded_pseudocode.c
ItemController.ChangeCurrentCapacity	1886B5C	1882DE0	MergePuzzle.ItemEntity$$CalculateNextChargingTime	void MergePuzzle_ItemEntity__CalculateNextChargingTime (MergePuzzle_ItemEntity_o* __this, MergePuzzle_BoardItemSpawnerData_o* data, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ChangeCurrentCapacity	1886B5C	1886F94	MergePuzzle.ItemController$$ArrangeSpawnerState	void MergePuzzle_ItemController__ArrangeSpawnerState (MergePuzzle_ItemController_o* __this, MergePuzzle_BoardItemSpawnerData_o* spawnerData, bool isRewardedCapacity, bool animateClockDisappear, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ChangeCurrentCapacity	1886B5C	18A4544	Paxie.LogManager$$LogDebug	void Paxie_LogManager__LogDebug (System_String_o* message, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ChangeCurrentCapacity	1886B5C	18C0924	MergePuzzle.SpawnerConfigAdaptor$$GetBigCapacity	int32_t MergePuzzle_SpawnerConfigAdaptor__GetBigCapacity (MergePuzzle_SpawnerConfigAdaptor_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ChangeCurrentCapacity	1886B5C	18C6300	MergePuzzle.BoardItemSpawnerData$$GetConfigAdaptor	MergePuzzle_SpawnerConfigAdaptor_o* MergePuzzle_BoardItemSpawnerData__GetConfigAdaptor (MergePuzzle_BoardItemSpawnerData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ChangeCurrentCapacity	1886B5C	1C4865C	MergePuzzle.Rope.EventBusService.EventBusRaiser$$SaveBoard	void MergePuzzle_Rope_EventBusService_EventBusRaiser__SaveBoard (int32_t eventIndex, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	17E6870	MergePuzzle.EventEntity$$GetSpecialEnergy	int32_t MergePuzzle_EventEntity__GetSpecialEnergy (MergePuzzle_EventEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	17E6D48	MergePuzzle.EventEntity$$ChangeEnergy	void MergePuzzle_EventEntity__ChangeEnergy (MergePuzzle_EventEntity_o* __this, int32_t amount, bool sendUpdate, bool saveBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	18869A4	MergePuzzle.ItemController$$get_EnergyMultiplierHandler	MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler_o* MergePuzzle_ItemController__get_EnergyMultiplierHandler (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	1888498	MergePuzzle.ItemController$$UsesEnergy	bool MergePuzzle_ItemController__UsesEnergy (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	18C0924	MergePuzzle.SpawnerConfigAdaptor$$GetBigCapacity	int32_t MergePuzzle_SpawnerConfigAdaptor__GetBigCapacity (MergePuzzle_SpawnerConfigAdaptor_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	18C6300	MergePuzzle.BoardItemSpawnerData$$GetConfigAdaptor	MergePuzzle_SpawnerConfigAdaptor_o* MergePuzzle_BoardItemSpawnerData__GetConfigAdaptor (MergePuzzle_BoardItemSpawnerData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	1915C98	MergePuzzle.BoardData$$GetMaxUserEnergy	int32_t MergePuzzle_BoardData__GetMaxUserEnergy (MergePuzzle_BoardData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	1A57638	MergePuzzle.UserEntity$$ChangeEnergy	void MergePuzzle_UserEntity__ChangeEnergy (MergePuzzle_UserEntity_o* __this, int32_t changedEnergy, bool sendUpdate, bool saveBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	1DC4ECC	MergePuzzle.EnergyMultiplier.EnergyMultiplierHandler$$GetCapacityReduceAmount	float MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler__GetCapacityReduceAmount (MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler_o* __this, int32_t itemSetID, bool isBoardEvent, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	2503DB0	MergePuzzle.MasterFeatureHandler$$GetHandlers<object>	System_Collections_Generic_List_T__o* MergePuzzle_MasterFeatureHandler__GetHandlers_object_ (MergePuzzle_MasterFeatureHandler_o* __this, const MethodInfo_2503DB0* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	2AC78A4	System.Collections.Generic.List<int>$$Contains	bool System_Collections_Generic_List_int___Contains (System_Collections_Generic_List_int__o* __this, int32_t item, const MethodInfo_2AC78A4* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1887B70	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	17E6870	MergePuzzle.EventEntity$$GetSpecialEnergy	int32_t MergePuzzle_EventEntity__GetSpecialEnergy (MergePuzzle_EventEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	17E6D48	MergePuzzle.EventEntity$$ChangeEnergy	void MergePuzzle_EventEntity__ChangeEnergy (MergePuzzle_EventEntity_o* __this, int32_t amount, bool sendUpdate, bool saveBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	18869A4	MergePuzzle.ItemController$$get_EnergyMultiplierHandler	MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler_o* MergePuzzle_ItemController__get_EnergyMultiplierHandler (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	1888498	MergePuzzle.ItemController$$UsesEnergy	bool MergePuzzle_ItemController__UsesEnergy (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	18A4544	Paxie.LogManager$$LogDebug	void Paxie_LogManager__LogDebug (System_String_o* message, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	18CA050	MergePuzzle.BoardItemPerishableSpawner$$GetConfigAdaptor	MergePuzzle_PerishableSpawnerConfigAdaptor_o* MergePuzzle_BoardItemPerishableSpawner__GetConfigAdaptor (MergePuzzle_BoardItemPerishableSpawner_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	18D1058	MergePuzzle.ItemControllerProgressBar$$InitProgressBar	void MergePuzzle_ItemControllerProgressBar__InitProgressBar (MergePuzzle_ItemControllerProgressBar_o* __this, int32_t max, int32_t current, bool killAnimations, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	1915C98	MergePuzzle.BoardData$$GetMaxUserEnergy	int32_t MergePuzzle_BoardData__GetMaxUserEnergy (MergePuzzle_BoardData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	1A57638	MergePuzzle.UserEntity$$ChangeEnergy	void MergePuzzle_UserEntity__ChangeEnergy (MergePuzzle_UserEntity_o* __this, int32_t changedEnergy, bool sendUpdate, bool saveBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	1DC4ECC	MergePuzzle.EnergyMultiplier.EnergyMultiplierHandler$$GetCapacityReduceAmount	float MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler__GetCapacityReduceAmount (MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler_o* __this, int32_t itemSetID, bool isBoardEvent, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	2503DB0	MergePuzzle.MasterFeatureHandler$$GetHandlers<object>	System_Collections_Generic_List_T__o* MergePuzzle_MasterFeatureHandler__GetHandlers_object_ (MergePuzzle_MasterFeatureHandler_o* __this, const MethodInfo_2503DB0* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	2AC78A4	System.Collections.Generic.List<int>$$Contains	bool System_Collections_Generic_List_int___Contains (System_Collections_Generic_List_int__o* __this, int32_t item, const MethodInfo_2AC78A4* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	18887EC	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	17E6870	MergePuzzle.EventEntity$$GetSpecialEnergy	int32_t MergePuzzle_EventEntity__GetSpecialEnergy (MergePuzzle_EventEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	17E6D48	MergePuzzle.EventEntity$$ChangeEnergy	void MergePuzzle_EventEntity__ChangeEnergy (MergePuzzle_EventEntity_o* __this, int32_t amount, bool sendUpdate, bool saveBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	18869A4	MergePuzzle.ItemController$$get_EnergyMultiplierHandler	MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler_o* MergePuzzle_ItemController__get_EnergyMultiplierHandler (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	1888498	MergePuzzle.ItemController$$UsesEnergy	bool MergePuzzle_ItemController__UsesEnergy (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	18898D0	MergePuzzle.ItemController$$ThrowWarning	void MergePuzzle_ItemController__ThrowWarning (MergePuzzle_ItemController_o* __this, int32_t warningType, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	18A4544	Paxie.LogManager$$LogDebug	void Paxie_LogManager__LogDebug (System_String_o* message, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	18A98A8	Paxie.DateUtils$$CurrentMillisecond	int64_t Paxie_DateUtils__CurrentMillisecond (const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	1915C98	MergePuzzle.BoardData$$GetMaxUserEnergy	int32_t MergePuzzle_BoardData__GetMaxUserEnergy (MergePuzzle_BoardData_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	1A57638	MergePuzzle.UserEntity$$ChangeEnergy	void MergePuzzle_UserEntity__ChangeEnergy (MergePuzzle_UserEntity_o* __this, int32_t changedEnergy, bool sendUpdate, bool saveBoard, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.ProcessSpawn	1889294	1DC4ECC	MergePuzzle.EnergyMultiplier.EnergyMultiplierHandler$$GetCapacityReduceAmount	float MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler__GetCapacityReduceAmount (MergePuzzle_EnergyMultiplier_EnergyMultiplierHandler_o* __this, int32_t itemSetID, bool isBoardEvent, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	188FBC8	MergePuzzle.ItemController$$OpenProgressiveDialogue	void MergePuzzle_ItemController__OpenProgressiveDialogue (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	18901B0	MergePuzzle.ItemController$$GetProgressBar	MergePuzzle_ItemControllerProgressBar_o* MergePuzzle_ItemController__GetProgressBar (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	18902AC	MergePuzzle.ItemController$$CheckItemLock	void MergePuzzle_ItemController__CheckItemLock (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	1890334	MergePuzzle.ItemController$$DestroyItemBox	void MergePuzzle_ItemController__DestroyItemBox (MergePuzzle_ItemController_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	18B9138	Paxie.Movable$$SetStatus	void Paxie_Movable__SetStatus (Paxie_Movable_o* __this, int32_t status, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	18CCB18	MergePuzzle.ItemInfoExtension$$ToItemInfo	MergePuzzle_ItemInfo_o MergePuzzle_ItemInfoExtension__ToItemInfo (MergePuzzle_ItemEntity_o* itemEntity, bool convertToSetID, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	18D045C	MergePuzzle.ItemControllerItemIcon$$SetRenderer	void MergePuzzle_ItemControllerItemIcon__SetRenderer (MergePuzzle_ItemControllerItemIcon_o* __this, bool enable, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	1BA0494	Paxie.MergePuzzle.ItemCollections.Model.ItemCollectionHandler$$TryAddToDiscoveredListCheckGemActive	bool Paxie_MergePuzzle_ItemCollections_Model_ItemCollectionHandler__TryAddToDiscoveredListCheckGemActive (Paxie_MergePuzzle_ItemCollections_Model_ItemCollectionHandler_o* __this, MergePuzzle_ItemInfo_o itemInfo, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	1BE1F84	MergePuzzle.SoundHapticRaiser$$Raise	void MergePuzzle_SoundHapticRaiser__Raise (int32_t sound, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	1C4865C	MergePuzzle.Rope.EventBusService.EventBusRaiser$$SaveBoard	void MergePuzzle_Rope_EventBusService_EventBusRaiser__SaveBoard (int32_t eventIndex, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.Unbox	188FF1C	2528BB0	UnityEngine.Object$$Instantiate<object>	Il2CppObject* UnityEngine_Object__Instantiate_object_ (Il2CppObject* original, UnityEngine_Vector3_o position, UnityEngine_Quaternion_o rotation, const MethodInfo_2528BB0* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	176D630	Paxie.BaseSubscriber$$get_ActiveIndex	int32_t Paxie_BaseSubscriber__get_ActiveIndex (Paxie_BaseSubscriber_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	1883B24	MergePuzzle.ItemEntity$$IsInactiveItem	bool MergePuzzle_ItemEntity__IsInactiveItem (MergePuzzle_ItemEntity_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18840C0	MergePuzzle.ItemEntity$$IsSameLevelAndSet	bool MergePuzzle_ItemEntity__IsSameLevelAndSet (MergePuzzle_ItemEntity_o* __this, MergePuzzle_ItemEntity_o* item, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18898D0	MergePuzzle.ItemController$$ThrowWarning	void MergePuzzle_ItemController__ThrowWarning (MergePuzzle_ItemController_o* __this, int32_t warningType, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	1892764	MergePuzzle.ItemController$$ChargeIt	void MergePuzzle_ItemController__ChargeIt (MergePuzzle_ItemController_o* __this, MergePuzzle_CellController_o* nearestCollidingCell, MergePuzzle_ItemController_o* candidateItem, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	1892AF4	MergePuzzle.ItemController$$MergeIt	void MergePuzzle_ItemController__MergeIt (MergePuzzle_ItemController_o* __this, MergePuzzle_ItemController_o* targetItem, MergePuzzle_CellController_o* nearestCollidingCell, MergePuzzle_BoardItemData_o* mergedItemData, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18C642C	MergePuzzle.BoardItemCharge$$GetConfigAdaptor	MergePuzzle_ChargeAdaptor_o* MergePuzzle_BoardItemCharge__GetConfigAdaptor (MergePuzzle_BoardItemCharge_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18CA050	MergePuzzle.BoardItemPerishableSpawner$$GetConfigAdaptor	MergePuzzle_PerishableSpawnerConfigAdaptor_o* MergePuzzle_BoardItemPerishableSpawner__GetConfigAdaptor (MergePuzzle_BoardItemPerishableSpawner_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18CCF98	MergePuzzle.ItemController.<>c__DisplayClass195_0$$.ctor	void MergePuzzle_ItemController___c__DisplayClass195_0___ctor (MergePuzzle_ItemController___c__DisplayClass195_0_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18D10E0	MergePuzzle.ItemControllerProgressBar$$SetFillAmount	void MergePuzzle_ItemControllerProgressBar__SetFillAmount (MergePuzzle_ItemControllerProgressBar_o* __this, int32_t amount, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18D1238	MergePuzzle.ItemControllerProgressText$$SetRatioText	void MergePuzzle_ItemControllerProgressText__SetRatioText (MergePuzzle_ItemControllerProgressText_o* __this, int32_t current, int32_t max, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18E24E8	MergePuzzle.BoardController$$GetPosition	MergePuzzle_BoardPosition_o* MergePuzzle_BoardController__GetPosition (MergePuzzle_BoardController_o* __this, MergePuzzle_Coordinate_o index, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	18F86C0	MergePuzzle.BoardController$$GetMergedItemData	MergePuzzle_BoardItemData_o* MergePuzzle_BoardController__GetMergedItemData (MergePuzzle_BoardController_o* __this, MergePuzzle_ItemController_o* candidateItem, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	190869C	MergePuzzle.ItemChainManager$$GetSetIDFromArchivedID	int32_t MergePuzzle_ItemChainManager__GetSetIDFromArchivedID (int32_t archivedID, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	1C46A80	MergePuzzle.Coordinate$$op_Equality	bool MergePuzzle_Coordinate__op_Equality (MergePuzzle_Coordinate_o lhs, MergePuzzle_Coordinate_o rhs, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	2517C24	Paxie.Movable$$GetNearestCollidingComponents<object>	System_Collections_Generic_List_T__o* Paxie_Movable__GetNearestCollidingComponents_object_ (Paxie_Movable_o* __this, const MethodInfo_2517C24* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_expanded_pseudocode.c
ItemController.IsMergeAvailable	189153C	2AFD060	System.Collections.Generic.List<object>$$Sort	void System_Collections_Generic_List_object___Sort (System_Collections_Generic_List_object__o* __this, System_Comparison_T__o* comparison, const MethodInfo_2AFD060* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	18930DC	MergePuzzle.ItemController$$MergeTweenAction	Cysharp_Threading_Tasks_UniTaskVoid_o MergePuzzle_ItemController__MergeTweenAction (MergePuzzle_ItemController_o* __this, MergePuzzle_ItemController_o* targetItem, MergePuzzle_BoardItemData_o* mergedItemData, MergePuzzle_CellController_o* nearestCollidingCell, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	18CBB0C	MergePuzzle.BoardItemProgressive$$GetConfigAdaptor	MergePuzzle_ProgressiveAdaptor_o* MergePuzzle_BoardItemProgressive__GetConfigAdaptor (MergePuzzle_BoardItemProgressive_o* __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	18D6448	MergePuzzle.MergeHintAnimationController$$TryKillCurrentAnimation	void MergePuzzle_MergeHintAnimationController__TryKillCurrentAnimation (MergePuzzle_MergeHintAnimationController_o* __this, MergePuzzle_ItemController_o* item1, MergePuzzle_ItemController_o* item2, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	1A54224	MergePuzzle.AnalyticsEntity$$IsCollectAnalyticEventDisabled	bool MergePuzzle_AnalyticsEntity__IsCollectAnalyticEventDisabled (MergePuzzle_AnalyticsEntity_o* __this, MergePuzzle_BoardEntity_o* boardEntity, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	1AD20B4	MergePuzzle.AnimationController$$KillActiveLoops	void MergePuzzle_AnimationController__KillActiveLoops (MergePuzzle_AnimationController_o* __this, DG_Tweening_Sequence_o* exception1, DG_Tweening_Sequence_o* exception2, DG_Tweening_Sequence_o* exception3, DG_Tweening_Sequence_o* exception4, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	1C46D84	MergePuzzle.Coordinate$$ToString	System_String_o* MergePuzzle_Coordinate__ToString (MergePuzzle_Coordinate_o __this, const MethodInfo* method);	ghidra_expanded_pseudocode.c
ItemController.MergeIt	1892AF4	242FF4C	System.Linq.Enumerable$$Last<object>	Il2CppObject* System_Linq_Enumerable__Last_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, const MethodInfo_242FF4C* method);	ghidra_expanded_pseudocode.c
