TypeDefIndex	Namespace	Type	Kind	Declaration	AssetRipperFile	ScopeReason	Il2CppDumperBlock	FieldCount	MethodCount
1568	MergePuzzle	FeatureHandlerBase	class	public abstract class FeatureHandlerBase : IFeature // TypeDefIndex: 1568	MergePuzzle/FeatureHandlerBase.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01568_FeatureHandlerBase.txt	5	23
1590	MergePuzzle	CellEntity	class	public class CellEntity // TypeDefIndex: 1590	MergePuzzle/CellEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01590_CellEntity.txt	7	4
1591	MergePuzzle	BoardCellData	class	public class BoardCellData : ScriptableObject // TypeDefIndex: 1591	MergePuzzle/BoardCellData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01591_BoardCellData.txt	6	1
1592	MergePuzzle	CellController	class	public class CellController : MonoBehaviour, ITutorialSetSorting // TypeDefIndex: 1592	MergePuzzle/CellController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01592_CellController.txt	18	33
1596	MergePuzzle	IItemEntity	interface	public interface IItemEntity // TypeDefIndex: 1596	MergePuzzle/IItemEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01596_IItemEntity.txt	0	0
1597	MergePuzzle	ItemEntity	class	public class ItemEntity : IItemEntity // TypeDefIndex: 1597	MergePuzzle/ItemEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01597_ItemEntity.txt	22	38
1598	MergePuzzle	ItemEntityFactory	class	public static class ItemEntityFactory // TypeDefIndex: 1598	MergePuzzle/ItemEntityFactory.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01598_ItemEntityFactory.txt	0	17
1599	MergePuzzle	ItemInfo	struct	public struct ItemInfo // TypeDefIndex: 1599	MergePuzzle/ItemInfo.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01599_ItemInfo.txt	2	9
1600	MergePuzzle	AdaptorBase	class	public abstract class AdaptorBase // TypeDefIndex: 1600	MergePuzzle/AdaptorBase.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01600_AdaptorBase.txt	1	4
1601	MergePuzzle	IConfigAdaptorBase	interface	public interface IConfigAdaptorBase // TypeDefIndex: 1601	MergePuzzle/IConfigAdaptorBase.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01601_IConfigAdaptorBase.txt	0	0
1602	MergePuzzle	IConfigAdaptor	interface	public interface IConfigAdaptor<T> : IConfigAdaptorBase // TypeDefIndex: 1602	MergePuzzle/IConfigAdaptor.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01602_IConfigAdaptor.txt	0	0
1604	MergePuzzle	ChestSpawnerConfigAdaptor	class	public class ChestSpawnerConfigAdaptor : AdaptorBase // TypeDefIndex: 1604	MergePuzzle/ChestSpawnerConfigAdaptor.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01604_ChestSpawnerConfigAdaptor.txt	1	9
1605	MergePuzzle	DailyChallengePickBoxSpawnerAdaptor	class	public class DailyChallengePickBoxSpawnerAdaptor : AdaptorBase // TypeDefIndex: 1605	MergePuzzle/DailyChallengePickBoxSpawnerAdaptor.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/01605_DailyChallengePickBoxSpawnerAdaptor.txt	1	6
1606	MergePuzzle	LevelBasedChestSpawnerConfigAdaptor	class	public class LevelBasedChestSpawnerConfigAdaptor : ChestSpawnerConfigAdaptor // TypeDefIndex: 1606	MergePuzzle/LevelBasedChestSpawnerConfigAdaptor.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01606_LevelBasedChestSpawnerConfigAdaptor.txt	2	3
1607	MergePuzzle	PerishableSpawnerConfigAdaptor	class	public class PerishableSpawnerConfigAdaptor : AdaptorBase // TypeDefIndex: 1607	MergePuzzle/PerishableSpawnerConfigAdaptor.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01607_PerishableSpawnerConfigAdaptor.txt	6	13
1608	MergePuzzle	PickBoxSpawnerConfigAdaptor	class	public class PickBoxSpawnerConfigAdaptor : AdaptorBase // TypeDefIndex: 1608	MergePuzzle/PickBoxSpawnerConfigAdaptor.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01608_PickBoxSpawnerConfigAdaptor.txt	1	7
1610	MergePuzzle	SpawnerConfigAdaptor	class	public class SpawnerConfigAdaptor : AdaptorBase // TypeDefIndex: 1610	MergePuzzle/SpawnerConfigAdaptor.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01610_SpawnerConfigAdaptor.txt	1	13
1615		KiteSpawnerManager.	class	private sealed class KiteSpawnerManager.<>c // TypeDefIndex: 1615	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01615_KiteSpawnerManager..txt	3	4
1616		KiteSpawnerManager.	class	private sealed class KiteSpawnerManager.<>c__DisplayClass19_0 // TypeDefIndex: 1616	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01616_KiteSpawnerManager..txt	1	2
1617		KiteSpawnerManager.	class	private sealed class KiteSpawnerManager.<>c__DisplayClass25_0 // TypeDefIndex: 1617	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01617_KiteSpawnerManager..txt	1	2
1618		KiteSpawnerManager.	class	private sealed class KiteSpawnerManager.<>c__DisplayClass28_0 // TypeDefIndex: 1618	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01618_KiteSpawnerManager..txt	1	2
1619		KiteSpawnerManager.	struct	private struct KiteSpawnerManager.<Init>d__11 : IAsyncStateMachine // TypeDefIndex: 1619	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01619_KiteSpawnerManager..txt	5	2
1620		KiteSpawnerManager.	struct	private struct KiteSpawnerManager.<InitBoardEvent>d__12 : IAsyncStateMachine // TypeDefIndex: 1620	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01620_KiteSpawnerManager..txt	5	2
1621	MergePuzzle	KiteSpawnerManager	class	public class KiteSpawnerManager : KiteManagerBase // TypeDefIndex: 1621	MergePuzzle/KiteSpawnerManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01621_KiteSpawnerManager.txt	9	22
1622	MergePuzzle	SpawnerState	enum	public enum SpawnerState // TypeDefIndex: 1622	MergePuzzle/SpawnerState.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01622_SpawnerState.txt	1	0
1623	MergePuzzle	ChestState	enum	public enum ChestState // TypeDefIndex: 1623	MergePuzzle/ChestState.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/01623_ChestState.txt	1	0
1624	MergePuzzle	SpawnerConfig	class	public class SpawnerConfig // TypeDefIndex: 1624	MergePuzzle/SpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01624_SpawnerConfig.txt	11	1
1625		PerishableSpawnerConfig.	class	private sealed class PerishableSpawnerConfig.<>c__DisplayClass10_0 // TypeDefIndex: 1625	MergePuzzle/PerishableSpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01625_PerishableSpawnerConfig..txt	3	3
1626		PerishableSpawnerConfig.	class	private sealed class PerishableSpawnerConfig.<>c__DisplayClass11_0 // TypeDefIndex: 1626	MergePuzzle/PerishableSpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01626_PerishableSpawnerConfig..txt	2	2
1627	MergePuzzle	PerishableSpawnerConfig	class	public class PerishableSpawnerConfig // TypeDefIndex: 1627	MergePuzzle/PerishableSpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01627_PerishableSpawnerConfig.txt	8	5
1628		LevelBasedChestSpawnerConfig.LevelBasedChestSpawn	class	public class LevelBasedChestSpawnerConfig.LevelBasedChestSpawn // TypeDefIndex: 1628	MergePuzzle/LevelBasedChestSpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01628_LevelBasedChestSpawnerConfig.LevelBasedChestSpawn.txt	2	1
1629	MergePuzzle	LevelBasedChestSpawnerConfig	class	public class LevelBasedChestSpawnerConfig // TypeDefIndex: 1629	MergePuzzle/LevelBasedChestSpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01629_LevelBasedChestSpawnerConfig.txt	1	1
1630	MergePuzzle	ChestSpawnerConfig	class	public class ChestSpawnerConfig // TypeDefIndex: 1630	MergePuzzle/ChestSpawnerConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01630_ChestSpawnerConfig.txt	7	1
1631	MergePuzzle	PickBoxConfig	class	public class PickBoxConfig // TypeDefIndex: 1631	MergePuzzle/PickBoxConfig.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01631_PickBoxConfig.txt	1	1
1633	MergePuzzle	PickBoxLevelBucket	class	public class PickBoxLevelBucket // TypeDefIndex: 1633	MergePuzzle/PickBoxLevelBucket.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01633_PickBoxLevelBucket.txt	4	1
1634	MergePuzzle	SpawnedItem	class	public class SpawnedItem // TypeDefIndex: 1634	MergePuzzle/SpawnedItem.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01634_SpawnedItem.txt	4	1
1635	MergePuzzle	SpawnIndexedItemGroup	class	public class SpawnIndexedItemGroup // TypeDefIndex: 1635	MergePuzzle/SpawnIndexedItemGroup.cs	关键类型的基类、接口、枚举或签名直接依赖	code/Il2CppDumper/type_blocks/01635_SpawnIndexedItemGroup.txt	2	1
1639	MergePuzzle	ItemMovableInputManager	class	public class ItemMovableInputManager : MonoBehaviour // TypeDefIndex: 1639	MergePuzzle/ItemMovableInputManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01639_ItemMovableInputManager.txt	1	7
1640	MergePuzzle	BoardItemAutoSpawner	class	public class BoardItemAutoSpawner : BoardItemSpawnerData // TypeDefIndex: 1640	MergePuzzle/BoardItemAutoSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01640_BoardItemAutoSpawner.txt	0	2
1641	MergePuzzle	BoardItemCardPack	class	public class BoardItemCardPack : BoardItemNonSpawnable // TypeDefIndex: 1641	MergePuzzle/BoardItemCardPack.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01641_BoardItemCardPack.txt	0	8
1642	MergePuzzle	BoardItemCharge	class	public class BoardItemCharge : BoardItemData, IConfigAdaptor<ChargeAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1642	MergePuzzle/BoardItemCharge.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01642_BoardItemCharge.txt	1	5
1643	MergePuzzle	BoardItemChargeable	class	public class BoardItemChargeable : BoardItemData // TypeDefIndex: 1643	MergePuzzle/BoardItemChargeable.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01643_BoardItemChargeable.txt	4	3
1644		BoardItemChestSpawner.	class	private sealed class BoardItemChestSpawner.<>c__DisplayClass6_0 // TypeDefIndex: 1644	MergePuzzle/BoardItemChestSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01644_BoardItemChestSpawner..txt	2	2
1645	MergePuzzle	BoardItemChestSpawner	class	public class BoardItemChestSpawner : BoardItemData, IConfigAdaptor<ChestSpawnerConfigAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1645	MergePuzzle/BoardItemChestSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01645_BoardItemChestSpawner.txt	5	11
1646		BoardItemCollectable.CollectableType	enum	public enum BoardItemCollectable.CollectableType // TypeDefIndex: 1646	MergePuzzle/BoardItemCollectable.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01646_BoardItemCollectable.CollectableType.txt	1	0
1647	MergePuzzle	BoardItemCollectable	class	public class BoardItemCollectable : BoardItemData // TypeDefIndex: 1647	MergePuzzle/BoardItemCollectable.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01647_BoardItemCollectable.txt	3	5
1648	MergePuzzle	BoardItemDailyChallengePickBox	class	public class BoardItemDailyChallengePickBox : BoardItemData, IConfigAdaptor<DailyChallengePickBoxSpawnerAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1648	MergePuzzle/BoardItemDailyChallengePickBox.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01648_BoardItemDailyChallengePickBox.txt	1	6
1649		BoardItemSpawnerData.	class	private sealed class BoardItemSpawnerData.<>c__DisplayClass4_0 // TypeDefIndex: 1649	MergePuzzle/BoardItemSpawnerData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01649_BoardItemSpawnerData..txt	2	2
1650	MergePuzzle	BoardItemSpawnerData	class	public abstract class BoardItemSpawnerData : BoardItemData, IConfigAdaptor<SpawnerConfigAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1650	MergePuzzle/BoardItemSpawnerData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01650_BoardItemSpawnerData.txt	1	12
1651		BoardItemData.ProgressTextData	struct	public struct BoardItemData.ProgressTextData // TypeDefIndex: 1651	MergePuzzle/BoardItemData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01651_BoardItemData.ProgressTextData.txt	4	0
1652	MergePuzzle	BoardItemData	class	public abstract class BoardItemData : ScriptableObject // TypeDefIndex: 1652	MergePuzzle/BoardItemData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01652_BoardItemData.txt	8	28
1653	MergePuzzle	BoardItemDefault	class	public class BoardItemDefault : BoardItemData // TypeDefIndex: 1653	MergePuzzle/BoardItemDefault.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01653_BoardItemDefault.txt	0	3
1654	MergePuzzle	BoardItemDefaultSpawner	class	public class BoardItemDefaultSpawner : BoardItemSpawnerData // TypeDefIndex: 1654	MergePuzzle/BoardItemDefaultSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01654_BoardItemDefaultSpawner.txt	0	1
1655	MergePuzzle	BoardItemEventCurrency	class	public class BoardItemEventCurrency : BoardItemData // TypeDefIndex: 1655	MergePuzzle/BoardItemEventCurrency.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01655_BoardItemEventCurrency.txt	0	3
1656	MergePuzzle	BoardItemNonSpawnable	class	public abstract class BoardItemNonSpawnable : BoardItemData // TypeDefIndex: 1656	MergePuzzle/BoardItemNonSpawnable.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01656_BoardItemNonSpawnable.txt	0	4
1657		BoardItemPerishableSpawner.	class	private sealed class BoardItemPerishableSpawner.<>c__DisplayClass12_0 // TypeDefIndex: 1657	MergePuzzle/BoardItemPerishableSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01657_BoardItemPerishableSpawner..txt	3	3
1658		BoardItemPerishableSpawner.	class	private sealed class BoardItemPerishableSpawner.<>c__DisplayClass13_0 // TypeDefIndex: 1658	MergePuzzle/BoardItemPerishableSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01658_BoardItemPerishableSpawner..txt	2	2
1659	MergePuzzle	BoardItemPerishableSpawner	class	public class BoardItemPerishableSpawner : BoardItemData, IConfigAdaptor<PerishableSpawnerConfigAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1659	MergePuzzle/BoardItemPerishableSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01659_BoardItemPerishableSpawner.txt	10	10
1660		BoardItemPickBox.	class	private sealed class BoardItemPickBox.<>c // TypeDefIndex: 1660	MergePuzzle/BoardItemPickBox.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01660_BoardItemPickBox..txt	2	3
1661		BoardItemPickBox.	class	private sealed class BoardItemPickBox.<>c__DisplayClass8_0 // TypeDefIndex: 1661	MergePuzzle/BoardItemPickBox.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01661_BoardItemPickBox..txt	1	2
1662		BoardItemPickBox.	class	private sealed class BoardItemPickBox.<>c__DisplayClass9_0 // TypeDefIndex: 1662	MergePuzzle/BoardItemPickBox.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01662_BoardItemPickBox..txt	2	2
1663	MergePuzzle	BoardItemPickBox	class	public class BoardItemPickBox : BoardItemData, IConfigAdaptor<PickBoxSpawnerConfigAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1663	MergePuzzle/BoardItemPickBox.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01663_BoardItemPickBox.txt	3	11
1664	MergePuzzle	BoardItemProgressive	class	public class BoardItemProgressive : BoardItemData, IConfigAdaptor<ProgressiveAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1664	MergePuzzle/BoardItemProgressive.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01664_BoardItemProgressive.txt	2	5
1665	MergePuzzle	BoardItemSurpriseBox	class	public class BoardItemSurpriseBox : BoardItemPerishableSpawner // TypeDefIndex: 1665	MergePuzzle/BoardItemSurpriseBox.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01665_BoardItemSurpriseBox.txt	0	1
1666		LevelBasedChestSpawner.	class	private sealed class LevelBasedChestSpawner.<>c__DisplayClass4_0 // TypeDefIndex: 1666	MergePuzzle/LevelBasedChestSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01666_LevelBasedChestSpawner..txt	2	2
1667	MergePuzzle	LevelBasedChestSpawner	class	public class LevelBasedChestSpawner : BoardItemChestSpawner, IConfigAdaptor<LevelBasedChestSpawnerConfigAdaptor>, IConfigAdaptorBase // TypeDefIndex: 1667	MergePuzzle/LevelBasedChestSpawner.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01667_LevelBasedChestSpawner.txt	1	8
1668	MergePuzzle	BoardItemSetData	class	public class BoardItemSetData : ScriptableObject // TypeDefIndex: 1668	MergePuzzle/BoardItemSetData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01668_BoardItemSetData.txt	14	6
1670	MergePuzzle	IItemController	interface	public interface IItemController // TypeDefIndex: 1670	MergePuzzle/IItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01670_IItemController.txt	0	0
1671	MergePuzzle	IItemRuntimeData	interface	public interface IItemRuntimeData // TypeDefIndex: 1671	MergePuzzle/IItemRuntimeData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01671_IItemRuntimeData.txt	0	0
1672		ItemController.WarningType	enum	public enum ItemController.WarningType // TypeDefIndex: 1672	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01672_ItemController.WarningType.txt	1	0
1673		ItemController.PositionUpdateType	enum	public enum ItemController.PositionUpdateType // TypeDefIndex: 1673	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01673_ItemController.PositionUpdateType.txt	1	0
1674		ItemController.	class	private sealed class ItemController.<>c__DisplayClass195_0 // TypeDefIndex: 1674	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01674_ItemController..txt	1	2
1675		ItemController.	class	private sealed class ItemController.<>c__DisplayClass197_0 // TypeDefIndex: 1675	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01675_ItemController..txt	2	2
1676		ItemController.	class	private sealed class ItemController.<>c__DisplayClass228_0 // TypeDefIndex: 1676	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01676_ItemController..txt	8	2
1677		ItemController.	class	private sealed class ItemController.<>c__DisplayClass229_0 // TypeDefIndex: 1677	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01677_ItemController..txt	1	2
1678		ItemController.	class	private sealed class ItemController.<>c__DisplayClass230_0 // TypeDefIndex: 1678	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01678_ItemController..txt	7	2
1679		ItemController.	class	private sealed class ItemController.<>c__DisplayClass245_0 // TypeDefIndex: 1679	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01679_ItemController..txt	2	3
1680		ItemController.	struct	private struct ItemController.<ChangeModulesSortingData>d__160 : IAsyncStateMachine // TypeDefIndex: 1680	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01680_ItemController..txt	5	2
1681		ItemController.	struct	private struct ItemController.<MergeTweenAction>d__198 : IAsyncStateMachine // TypeDefIndex: 1681	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01681_ItemController..txt	7	2
1682	MergePuzzle	ItemController	class	public class ItemController : BaseSubscriber, ITutorialSetSorting, IEventReceiver<BoardEvent.BoosterPanelStatusChange>, IEventReceiverBase, IEventReceiver<CanvasEvent.ToggleScreenInputBlocker>, IEventReceiver<TaskEvent.SetLevelUpOnItems>, IEventReceiver<TaskEvent.LevelUpDismissed>, IEventReceiver<SrDebuggerEvent.ShowDebugLayers>, IEventReceiver<CanvasEvent.StopBubbleTick>, IEventReceiver<CanvasEvent.ContinueBubbleTick>, IEventReceiver<SDKEvents.RewardedAdEarned>, IEventReceiver<SDKEvents.RewardedAdDismissed>, IEventReceiver<SDKEvents.RewardedAdFailedToShown>, IEventReceiver<TaskEvent.TaskDoneBoardTaskItemDisappearStarted>, IEventReceiver<BoardEvent.BoardItemRemoveFinished>, IEventReceiver<BoardEvent.RemoveItemViaSellComplete>, IEventReceiver<EntityUpdateEvent.BoardItemStatusChange>, IEventReceiver<CanvasEvent.OpenGameplayRequest>, IItemController // TypeDefIndex: 1682	MergePuzzle/ItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01682_ItemController.txt	45	235
1683	MergePuzzle	ItemRuntimeData	class	public class ItemRuntimeData : IItemRuntimeData // TypeDefIndex: 1683	MergePuzzle/ItemRuntimeData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01683_ItemRuntimeData.txt	41	12
1717		ItemChainManager.SpawnerPointsQueryHandler.	class	private sealed class ItemChainManager.SpawnerPointsQueryHandler.<>c // TypeDefIndex: 1717	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01717_ItemChainManager.SpawnerPointsQueryHandler..txt	2	3
1718		ItemChainManager.SpawnerPointsQueryHandler.	class	private sealed class ItemChainManager.SpawnerPointsQueryHandler.<>c__DisplayClass7_0 // TypeDefIndex: 1718	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01718_ItemChainManager.SpawnerPointsQueryHandler..txt	2	2
1719		ItemChainManager.SpawnerPointsQueryHandler	class	public class ItemChainManager.SpawnerPointsQueryHandler // TypeDefIndex: 1719	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01719_ItemChainManager.SpawnerPointsQueryHandler.txt	4	7
1720		ItemChainManager.SpawnerPointsQuery	class	private class ItemChainManager.SpawnerPointsQuery : IComparable<ItemChainManager.SpawnerPointsQuery> // TypeDefIndex: 1720	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01720_ItemChainManager.SpawnerPointsQuery.txt	3	2
1721		ItemChainManager.	class	private sealed class ItemChainManager.<>c // TypeDefIndex: 1721	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01721_ItemChainManager..txt	11	12
1722		ItemChainManager.	class	private sealed class ItemChainManager.<>c__DisplayClass15_0 // TypeDefIndex: 1722	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01722_ItemChainManager..txt	1	2
1723		ItemChainManager.	class	private sealed class ItemChainManager.<>c__DisplayClass24_0 // TypeDefIndex: 1723	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01723_ItemChainManager..txt	1	2
1724		ItemChainManager.	class	private sealed class ItemChainManager.<>c__DisplayClass25_0 // TypeDefIndex: 1724	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01724_ItemChainManager..txt	1	2
1725		ItemChainManager.	class	private sealed class ItemChainManager.<>c__DisplayClass36_0 // TypeDefIndex: 1725	MergePuzzle/ItemChainManager.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01725_ItemChainManager..txt	1	2
