TypeDefIndex	Namespace	Type	Kind	Declaration	AssetRipperFile	ScopeReason	Il2CppDumperBlock	FieldCount	MethodCount
1808		BoardEvent.TaskSupportChestSpawnerSpawn	struct	public struct BoardEvent.TaskSupportChestSpawnerSpawn : IEvent // TypeDefIndex: 1808	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01808_BoardEvent.TaskSupportChestSpawnerSpawn.txt	4	0
1809		BoardEvent.SellItemTrial	struct	public struct BoardEvent.SellItemTrial : IEvent // TypeDefIndex: 1809	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01809_BoardEvent.SellItemTrial.txt	2	0
1810		BoardEvent.BoardPositionSelection	struct	public struct BoardEvent.BoardPositionSelection : IEvent // TypeDefIndex: 1810	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01810_BoardEvent.BoardPositionSelection.txt	1	0
1811		BoardEvent.UndoItemSell	struct	public struct BoardEvent.UndoItemSell : IEvent // TypeDefIndex: 1811	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01811_BoardEvent.UndoItemSell.txt	2	0
1812		BoardEvent.ResetInfoArea	struct	public struct BoardEvent.ResetInfoArea : IEvent // TypeDefIndex: 1812	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01812_BoardEvent.ResetInfoArea.txt	0	0
1813		BoardEvent.BoardItemRemoved	struct	public struct BoardEvent.BoardItemRemoved : IEvent // TypeDefIndex: 1813	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01813_BoardEvent.BoardItemRemoved.txt	3	0
1814		BoardEvent.BoosterPanelStatusChange	struct	public struct BoardEvent.BoosterPanelStatusChange : IEvent // TypeDefIndex: 1814	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01814_BoardEvent.BoosterPanelStatusChange.txt	5	0
1815		BoardEvent.BoosterBoardAction	struct	public struct BoardEvent.BoosterBoardAction : IEvent // TypeDefIndex: 1815	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01815_BoardEvent.BoosterBoardAction.txt	3	0
1816		BoardEvent.BoosterUsed	struct	public struct BoardEvent.BoosterUsed : IEvent // TypeDefIndex: 1816	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01816_BoardEvent.BoosterUsed.txt	3	0
1817		BoardEvent.DecreaseBoosterCountEntity	struct	public struct BoardEvent.DecreaseBoosterCountEntity : IEvent // TypeDefIndex: 1817	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01817_BoardEvent.DecreaseBoosterCountEntity.txt	0	0
1818		BoardEvent.BoosterAnimationCompleted	struct	public struct BoardEvent.BoosterAnimationCompleted : IEvent // TypeDefIndex: 1818	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01818_BoardEvent.BoosterAnimationCompleted.txt	0	0
1819		BoardEvent.DestroyItemAfterTaskComplete	struct	public struct BoardEvent.DestroyItemAfterTaskComplete : IEvent // TypeDefIndex: 1819	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01819_BoardEvent.DestroyItemAfterTaskComplete.txt	3	0
1820		BoardEvent.CloudDestroy	struct	public struct BoardEvent.CloudDestroy : IEvent // TypeDefIndex: 1820	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01820_BoardEvent.CloudDestroy.txt	3	0
1821		BoardEvent.CloudClicked	struct	public struct BoardEvent.CloudClicked : IEvent // TypeDefIndex: 1821	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01821_BoardEvent.CloudClicked.txt	1	0
1822		BoardEvent.ClearBoard	struct	public struct BoardEvent.ClearBoard : IEvent // TypeDefIndex: 1822	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01822_BoardEvent.ClearBoard.txt	1	0
1823		BoardEvent.DestroyFromBoard	struct	public struct BoardEvent.DestroyFromBoard : IEvent // TypeDefIndex: 1823	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01823_BoardEvent.DestroyFromBoard.txt	2	0
1824		BoardEvent.EnergyRefillSuccess	struct	public struct BoardEvent.EnergyRefillSuccess : IEvent // TypeDefIndex: 1824	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01824_BoardEvent.EnergyRefillSuccess.txt	7	0
1825		BoardEvent.MoveDispersedItems	struct	public struct BoardEvent.MoveDispersedItems : IEvent // TypeDefIndex: 1825	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01825_BoardEvent.MoveDispersedItems.txt	0	0
1826		BoardEvent.RewardBoosterArrived	struct	public struct BoardEvent.RewardBoosterArrived : IEvent // TypeDefIndex: 1826	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01826_BoardEvent.RewardBoosterArrived.txt	2	0
1827		BoardEvent.SendOutPopupPurchaseRewards	struct	public struct BoardEvent.SendOutPopupPurchaseRewards : IEvent // TypeDefIndex: 1827	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01827_BoardEvent.SendOutPopupPurchaseRewards.txt	2	0
1828		BoardEvent.SendOutButtonBoosters	struct	public struct BoardEvent.SendOutButtonBoosters : IEvent // TypeDefIndex: 1828	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01828_BoardEvent.SendOutButtonBoosters.txt	1	0
1829		BoardEvent.RemoveItemViaSellComplete	struct	public struct BoardEvent.RemoveItemViaSellComplete : IEvent // TypeDefIndex: 1829	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01829_BoardEvent.RemoveItemViaSellComplete.txt	1	0
1830		BoardEvent.ItemRemoved	struct	public struct BoardEvent.ItemRemoved : IEvent // TypeDefIndex: 1830	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01830_BoardEvent.ItemRemoved.txt	0	0
1831		BoardEvent.ChestCharged	struct	public struct BoardEvent.ChestCharged : IEvent // TypeDefIndex: 1831	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01831_BoardEvent.ChestCharged.txt	0	0
1832		BoardEvent.TutorialLevelUpEvent	struct	public struct BoardEvent.TutorialLevelUpEvent : IEvent // TypeDefIndex: 1832	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01832_BoardEvent.TutorialLevelUpEvent.txt	0	0
1833		BoardEvent.TutorialLevelUpActiveFalse	struct	public struct BoardEvent.TutorialLevelUpActiveFalse : IEvent // TypeDefIndex: 1833	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01833_BoardEvent.TutorialLevelUpActiveFalse.txt	0	0
1834		BoardEvent.ApplicationPause	struct	public struct BoardEvent.ApplicationPause : IEvent // TypeDefIndex: 1834	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01834_BoardEvent.ApplicationPause.txt	3	0
1835		BoardEvent.ReturnSave	struct	public struct BoardEvent.ReturnSave : IEvent // TypeDefIndex: 1835	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01835_BoardEvent.ReturnSave.txt	4	0
1836		BoardEvent.BoardItemRemoveFinished	struct	public struct BoardEvent.BoardItemRemoveFinished : IEvent // TypeDefIndex: 1836	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01836_BoardEvent.BoardItemRemoveFinished.txt	0	0
1837		BoardEvent.SetUnlimitedEnergyDurationWaiting	struct	public struct BoardEvent.SetUnlimitedEnergyDurationWaiting : IEvent // TypeDefIndex: 1837	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01837_BoardEvent.SetUnlimitedEnergyDurationWaiting.txt	1	0
1838		BoardEvent.InfoAreaHighlight	struct	public struct BoardEvent.InfoAreaHighlight : IEvent // TypeDefIndex: 1838	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01838_BoardEvent.InfoAreaHighlight.txt	1	0
1839		BoardEvent.ResetSellButton	struct	public struct BoardEvent.ResetSellButton : IEvent // TypeDefIndex: 1839	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01839_BoardEvent.ResetSellButton.txt	0	0
1840		BoardEvent.RewardAnimationStartFromXPProgressbar	struct	public struct BoardEvent.RewardAnimationStartFromXPProgressbar : IEvent // TypeDefIndex: 1840	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01840_BoardEvent.RewardAnimationStartFromXPProgressbar.txt	0	0
1841		BoardEvent.UpdateScrollableAreaFinished	struct	public struct BoardEvent.UpdateScrollableAreaFinished : IEvent // TypeDefIndex: 1841	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01841_BoardEvent.UpdateScrollableAreaFinished.txt	0	0
1842		BoardEvent.FillUpcomingTasksAfterXPRollout	struct	public struct BoardEvent.FillUpcomingTasksAfterXPRollout : IEvent // TypeDefIndex: 1842	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01842_BoardEvent.FillUpcomingTasksAfterXPRollout.txt	0	0
1843		BoardEvent.OpenRewardsAreaEmpty	struct	public struct BoardEvent.OpenRewardsAreaEmpty : IEvent // TypeDefIndex: 1843	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01843_BoardEvent.OpenRewardsAreaEmpty.txt	0	0
1844		BoardEvent.ActiveRewardAdded	struct	public struct BoardEvent.ActiveRewardAdded : IEvent // TypeDefIndex: 1844	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01844_BoardEvent.ActiveRewardAdded.txt	2	0
1845		BoardEvent.UpdateUIBooster	struct	public struct BoardEvent.UpdateUIBooster : IEvent // TypeDefIndex: 1845	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01845_BoardEvent.UpdateUIBooster.txt	0	0
1846		BoardEvent.ItemBecomeTick	struct	public struct BoardEvent.ItemBecomeTick : IEvent // TypeDefIndex: 1846	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01846_BoardEvent.ItemBecomeTick.txt	1	0
1847		BoardEvent.BoardFeatureTutorialStatusChanged	struct	public struct BoardEvent.BoardFeatureTutorialStatusChanged : IEvent // TypeDefIndex: 1847	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01847_BoardEvent.BoardFeatureTutorialStatusChanged.txt	1	0
1848		BoardEvent.ArchiveTaskEjectFinished	struct	public struct BoardEvent.ArchiveTaskEjectFinished : IEvent // TypeDefIndex: 1848	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01848_BoardEvent.ArchiveTaskEjectFinished.txt	2	0
1849		BoardEvent.RemoveArchiveTask	struct	public struct BoardEvent.RemoveArchiveTask : IEvent // TypeDefIndex: 1849	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01849_BoardEvent.RemoveArchiveTask.txt	1	0
1850		BoardEvent.LockedChestDoubleClick	struct	public struct BoardEvent.LockedChestDoubleClick : IEvent // TypeDefIndex: 1850	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01850_BoardEvent.LockedChestDoubleClick.txt	0	0
1851	MergePuzzle	BoardEvent	class	public class BoardEvent // TypeDefIndex: 1851	MergePuzzle/BoardEvent.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01851_BoardEvent.txt	0	1
1852	MergePuzzle	BoardPositionEntity	class	public class BoardPositionEntity // TypeDefIndex: 1852	MergePuzzle/BoardPositionEntity.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01852_BoardPositionEntity.txt	3	6
1853	MergePuzzle	BoardType	enum	public enum BoardType // TypeDefIndex: 1853	MergePuzzle/BoardType.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01853_BoardType.txt	1	0
1854	MergePuzzle	IBoardController	interface	public interface IBoardController // TypeDefIndex: 1854	MergePuzzle/IBoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01854_IBoardController.txt	0	0
1855		BoardData.	class	private sealed class BoardData.<>c__DisplayClass84_0 // TypeDefIndex: 1855	MergePuzzle/BoardData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01855_BoardData..txt	1	2
1856		BoardData.	class	private sealed class BoardData.<>c__DisplayClass85_0 // TypeDefIndex: 1856	MergePuzzle/BoardData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01856_BoardData..txt	1	2
1857		BoardData.	class	private sealed class BoardData.<>c__DisplayClass92_0 // TypeDefIndex: 1857	MergePuzzle/BoardData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01857_BoardData..txt	1	2
1858	MergePuzzle	BoardData	class	public class BoardData : ScriptableObject, IBoardData // TypeDefIndex: 1858	MergePuzzle/BoardData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01858_BoardData.txt	62	38
1859	MergePuzzle	BoardItemDictionaryHandler	class	public class BoardItemDictionaryHandler // TypeDefIndex: 1859	MergePuzzle/BoardItemDictionaryHandler.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01859_BoardItemDictionaryHandler.txt	2	8
1860	MergePuzzle	BubbleGroupData	class	public class BubbleGroupData : ScriptableObject // TypeDefIndex: 1860	MergePuzzle/BubbleGroupData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01860_BubbleGroupData.txt	1	1
1861	MergePuzzle	JellyGroupData	class	public class JellyGroupData : ScriptableObject // TypeDefIndex: 1861	MergePuzzle/JellyGroupData.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01861_JellyGroupData.txt	1	1
1863	MergePuzzle	BoardCloudItemController	class	public class BoardCloudItemController : BaseSubscriber, IEventReceiver<CameraEvent.CameraChangedRequest>, IEventReceiverBase, IEventReceiver<BoardEvent.BoosterPanelStatusChange> // TypeDefIndex: 1863	MergePuzzle/BoardCloudItemController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01863_BoardCloudItemController.txt	16	13
1864		BoardController.	class	private sealed class BoardController.<>c // TypeDefIndex: 1864	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01864_BoardController..txt	17	18
1865		BoardController.	class	private sealed class BoardController.<>c__DisplayClass130_0 // TypeDefIndex: 1865	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01865_BoardController..txt	2	2
1866		BoardController.	class	private sealed class BoardController.<>c__DisplayClass136_0 // TypeDefIndex: 1866	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01866_BoardController..txt	3	2
1867		BoardController.	class	private sealed class BoardController.<>c__DisplayClass142_0 // TypeDefIndex: 1867	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01867_BoardController..txt	1	1
1868		BoardController.	class	private sealed class BoardController.<>c__DisplayClass142_1 // TypeDefIndex: 1868	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01868_BoardController..txt	2	2
1869		BoardController.	class	private sealed class BoardController.<>c__DisplayClass145_0 // TypeDefIndex: 1869	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01869_BoardController..txt	1	2
1870		BoardController.	class	private sealed class BoardController.<>c__DisplayClass149_0 // TypeDefIndex: 1870	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01870_BoardController..txt	1	2
1871		BoardController.	class	private sealed class BoardController.<>c__DisplayClass168_0 // TypeDefIndex: 1871	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01871_BoardController..txt	5	2
1872		BoardController.	class	private sealed class BoardController.<>c__DisplayClass179_0 // TypeDefIndex: 1872	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01872_BoardController..txt	1	2
1873		BoardController.	class	private sealed class BoardController.<>c__DisplayClass211_0 // TypeDefIndex: 1873	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01873_BoardController..txt	5	2
1874		BoardController.	class	private sealed class BoardController.<>c__DisplayClass215_0 // TypeDefIndex: 1874	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01874_BoardController..txt	4	2
1875		BoardController.	class	private sealed class BoardController.<>c__DisplayClass216_0 // TypeDefIndex: 1875	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01875_BoardController..txt	5	2
1876		BoardController.	class	private sealed class BoardController.<>c__DisplayClass219_0 // TypeDefIndex: 1876	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01876_BoardController..txt	3	2
1877		BoardController.	class	private sealed class BoardController.<>c__DisplayClass249_0 // TypeDefIndex: 1877	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01877_BoardController..txt	1	4
1878		BoardController.	class	private sealed class BoardController.<>c__DisplayClass251_0 // TypeDefIndex: 1878	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01878_BoardController..txt	2	3
1879		BoardController.	class	private sealed class BoardController.<>c__DisplayClass269_0 // TypeDefIndex: 1879	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01879_BoardController..txt	1	2
1880		BoardController.	class	private sealed class BoardController.<>c__DisplayClass272_0 // TypeDefIndex: 1880	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01880_BoardController..txt	3	2
1881		BoardController.	class	private sealed class BoardController.<>c__DisplayClass298_0 // TypeDefIndex: 1881	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01881_BoardController..txt	2	3
1882		BoardController.	class	private sealed class BoardController.<>c__DisplayClass321_0 // TypeDefIndex: 1882	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01882_BoardController..txt	4	2
1883		BoardController.	class	private sealed class BoardController.<>c__DisplayClass339_0 // TypeDefIndex: 1883	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01883_BoardController..txt	5	3
1884		BoardController.	class	private sealed class BoardController.<>c__DisplayClass339_1 // TypeDefIndex: 1884	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01884_BoardController..txt	3	3
1885		BoardController.	class	private sealed class BoardController.<>c__DisplayClass339_2 // TypeDefIndex: 1885	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01885_BoardController..txt	2	2
1886		BoardController.	class	private sealed class BoardController.<>c__DisplayClass352_0 // TypeDefIndex: 1886	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01886_BoardController..txt	1	2
1887		BoardController.	class	private sealed class BoardController.<CreateParticleRoutine>d__202 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 1887	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01887_BoardController..txt	8	6
1888		BoardController.	struct	private struct BoardController.<InitBoard>d__130 : IAsyncStateMachine // TypeDefIndex: 1888	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01888_BoardController..txt	5	2
1889		BoardController.	struct	private struct BoardController.<InitBoardEvent>d__129 : IAsyncStateMachine // TypeDefIndex: 1889	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01889_BoardController..txt	6	2
1890		BoardController.	struct	private struct BoardController.<InitializeAsync>d__132 : IAsyncStateMachine // TypeDefIndex: 1890	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01890_BoardController..txt	6	2
1891		BoardController.	struct	private struct BoardController.<InitializeBoard>d__136 : IAsyncStateMachine // TypeDefIndex: 1891	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01891_BoardController..txt	9	2
1892		BoardController.	struct	private struct BoardController.<InitializeEventBoard>d__127 : IAsyncStateMachine // TypeDefIndex: 1892	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01892_BoardController..txt	8	2
1893		BoardController.	class	private sealed class BoardController.<ItemSetAnimationRoutine>d__209 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 1893	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01893_BoardController..txt	12	6
1894		BoardController.	struct	private struct BoardController.<LoadBoard>d__140 : IAsyncStateMachine // TypeDefIndex: 1894	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01894_BoardController..txt	6	2
1895		BoardController.	struct	private struct BoardController.<ProcessCloudDestroy>d__271 : IAsyncStateMachine // TypeDefIndex: 1895	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01895_BoardController..txt	7	2
1896		BoardController.	struct	private struct BoardController.<ProcessCurrencyClick>d__296 : IAsyncStateMachine // TypeDefIndex: 1896	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01896_BoardController..txt	12	2
1897		BoardController.	struct	private struct BoardController.<ProcessSplit>d__267 : IAsyncStateMachine // TypeDefIndex: 1897	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01897_BoardController..txt	14	2
1898		BoardController.	struct	private struct BoardController.<RemoveUnusedAddressables>d__137 : IAsyncStateMachine // TypeDefIndex: 1898	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01898_BoardController..txt	5	2
1899		BoardController.	struct	private struct BoardController.<ResultCallback>d__131 : IAsyncStateMachine // TypeDefIndex: 1899	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01899_BoardController..txt	5	2
1900		BoardController.	class	private sealed class BoardController.<SendSaveBoardEvent>d__279 : IEnumerator<object>, IEnumerator, IDisposable // TypeDefIndex: 1900	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01900_BoardController..txt	3	6
1901		BoardController.	struct	private struct BoardController.<SetCloudItemsAsync>d__273 : IAsyncStateMachine // TypeDefIndex: 1901	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01901_BoardController..txt	5	2
1902		BoardController.	struct	private struct BoardController.<SpawnAllAnimatedRewardsForTask>d__235 : IAsyncStateMachine // TypeDefIndex: 1902	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01902_BoardController..txt	9	2
1903		BoardController.	struct	private struct BoardController.<SpawnItemAsync>d__167 : IAsyncStateMachine // TypeDefIndex: 1903	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01903_BoardController..txt	12	2
1904		BoardController.	struct	private struct BoardController.<SpawnItemAsyncOnSplit>d__166 : IAsyncStateMachine // TypeDefIndex: 1904	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01904_BoardController..txt	8	2
1905		BoardController.	struct	private struct BoardController.<StopBoard>d__150 : IAsyncStateMachine // TypeDefIndex: 1905	MergePuzzle/BoardController.cs	主棋盘、物品、生成/消耗、任务、存档或直接依赖	code/Il2CppDumper/type_blocks/01905_BoardController..txt	4	2
