TypeDefIndex	Namespace	Type	RVA	Signature	AssetRipperFile	Il2CppDumperBlock	NativePseudocodeFile	Recovery
2248		MetaData.	19B069C	public void .ctor() { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02248_MetaData..txt		signature only
2248		MetaData.	19B2A10	internal bool <FindPackage>b__0(ShopBasePackage item) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02248_MetaData..txt		signature only
2248		MetaData.	19B2A44	internal bool <FindPackage>b__1(ShopBasePackage item) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02248_MetaData..txt		signature only
2249	MergePuzzle	MetaData	19B03D4	public MetaTaskData get_MetaTaskData() { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B03DC	private ShopBasePackage FindPackage(MetaEntity metaEntity, ShopBasePackage package, string platformBasedID) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B06A4	public ShopBasePackage GetPackageFromID(string platformBasedID) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B0C14	public void SetMetaTaskData(MetaTaskData metaTaskData) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B0EE0	public HashSet<string> GetCompletedMetaTaskSkinsOfLevel(MetaEntity metaEntity, int level) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1420	public HashSet<string> GetCompletedPreviouslyRemovedMetaTaskSkinsOfLevel(MetaEntity metaEntity, int level) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1990	public MetaVisitData GetMetaCharacter(int metaLevel) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1304	public MetaTaskItem GetMetaTaskItem(int level, int taskNo) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19A2CE4	public List<MetaTaskItem> GetMetaTaskItemsOfLevel(int level) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1AAC	public List<MetaTaskItem> GetEditableMetaTaskItemsOfLevel(int level, bool isClothes) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1BD0	public List<MetaTaskItem> GetEditableMetaTaskItemsOfLevel(int level) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19A3A20	public bool UpdateMetaLevelIfRequired(MetaEntity metaEntity) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19A56D4	public MetaTaskItemData GetRevealTaskForLevel(int level) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1D40	public int GetRevealTaskNoForLevel(int level) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B1FC4	public MetaTaskItem GetActiveMetaTaskItem(MetaEntity metaEntity) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19A4EEC	public List<MetaTaskItem> GetActiveMetaTaskItems(MetaEntity metaEntity) { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2249	MergePuzzle	MetaData	19B2350	public void .ctor() { }	MergePuzzle/MetaData.cs	code/Il2CppDumper/type_blocks/02249_MetaData.txt		signature only
2526	MergePuzzle	RewardData	1A1B4B4	public static RewardData GetItemRewardData(BoardData boardData, int id, int level, int count, bool last, bool forceAsItem) { }	MergePuzzle/RewardData.cs	code/Il2CppDumper/type_blocks/02526_RewardData.txt		signature only
2526	MergePuzzle	RewardData	1A1BAE4	public static RewardData GetCollectableRewardData(BoardData boardData, int id, int level, int count, bool last) { }	MergePuzzle/RewardData.cs	code/Il2CppDumper/type_blocks/02526_RewardData.txt		signature only
2526	MergePuzzle	RewardData	1A1BE8C	public static RewardData GetBoosterRewardData(int id, int count, bool last) { }	MergePuzzle/RewardData.cs	code/Il2CppDumper/type_blocks/02526_RewardData.txt		signature only
2526	MergePuzzle	RewardData	1A1BADC	public void .ctor() { }	MergePuzzle/RewardData.cs	code/Il2CppDumper/type_blocks/02526_RewardData.txt		signature only
2526	MergePuzzle	RewardData	1A1BFC4	public void .ctor(bool unlimitedEnergy) { }	MergePuzzle/RewardData.cs	code/Il2CppDumper/type_blocks/02526_RewardData.txt		signature only
2526	MergePuzzle	RewardData	1A1BFEC	public int CompareTo(RewardData other) { }	MergePuzzle/RewardData.cs	code/Il2CppDumper/type_blocks/02526_RewardData.txt		signature only
2530	MergePuzzle	GameMainReward	1A1C08C	public GameRewardType get_RewardType() { }	MergePuzzle/GameMainReward.cs	code/Il2CppDumper/type_blocks/02530_GameMainReward.txt		signature only
2530	MergePuzzle	GameMainReward	1A1C094	public void .ctor() { }	MergePuzzle/GameMainReward.cs	code/Il2CppDumper/type_blocks/02530_GameMainReward.txt		signature only
2533	MergePuzzle	GameItemReward	1A1C0BC	public GameRewardType get_RewardType() { }	MergePuzzle/GameItemReward.cs	code/Il2CppDumper/type_blocks/02533_GameItemReward.txt		signature only
2533	MergePuzzle	GameItemReward	1A1C0C4	public void .ctor() { }	MergePuzzle/GameItemReward.cs	code/Il2CppDumper/type_blocks/02533_GameItemReward.txt		signature only
2581	MergePuzzle	BubbleItemData	1A3E1B8	public void .ctor() { }	MergePuzzle/BubbleItemData.cs	code/Il2CppDumper/type_blocks/02581_BubbleItemData.txt		signature only
2595	MergePuzzle	ProgressiveItemGoalData	1A3EDB4	public void .ctor() { }	MergePuzzle/ProgressiveItemGoalData.cs	code/Il2CppDumper/type_blocks/02595_ProgressiveItemGoalData.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512CC	public WarningTextFactory get_WarningTextFactory() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512D4	private void set_WarningTextFactory(WarningTextFactory value) { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512DC	public ItemControllerFactory get_ItemControllerFactory() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512E4	private void set_ItemControllerFactory(ItemControllerFactory value) { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512EC	public MiniBoardItemControllerFactory get_MiniBoardItemControllerFactory() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512F4	private void set_MiniBoardItemControllerFactory(MiniBoardItemControllerFactory value) { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A512FC	public void Initialize() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A51418	private void InitObjectPool() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A52924	public void CheckNull() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A5161C	private void AddItemPoolModules(List<PoolableType> poolableTypes) { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A52324	private void AddMiniBoardItemPoolModules(List<PoolableType> poolableTypes) { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2658	MergePuzzle	CommonFactoryService	1A52948	public void .ctor() { }	MergePuzzle/CommonFactoryService.cs	code/Il2CppDumper/type_blocks/02658_CommonFactoryService.txt		signature only
2679	MergePuzzle	EntityUpdateEvent	1A52950	public void .ctor() { }	MergePuzzle/EntityUpdateEvent.cs	code/Il2CppDumper/type_blocks/02679_EntityUpdateEvent.txt		signature only
2685		BoardEntity.	1A5C280	private static void .cctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02685_BoardEntity..txt		signature only
2685		BoardEntity.	1A5C2F4	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02685_BoardEntity..txt		signature only
2685		BoardEntity.	1A5C2FC	internal bool <ClearNonSpecialActiveTasksDangerousOperation>b__42_0(BoardTaskItem item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02685_BoardEntity..txt		signature only
2685		BoardEntity.	1A5C334	internal bool <ClearNonSpecialActiveTasksDangerousOperation>b__42_1(BoardTaskItem item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02685_BoardEntity..txt		signature only
2685		BoardEntity.	1A5C36C	internal bool <GetFillRateString>b__85_0(BoardPositionEntity position) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02685_BoardEntity..txt		signature only
2686		BoardEntity.	1A5577C	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02686_BoardEntity..txt		signature only
2686		BoardEntity.	1A5C390	internal bool <GetSeasonItemEntityByID>b__0(SeasonPassItemEntity item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02686_BoardEntity..txt		signature only
2687		BoardEntity.	1A58630	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02687_BoardEntity..txt		signature only
2687		BoardEntity.	1A5C3C0	internal bool <AddRewardsToEntity>b__0(BoosterEntity entity) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02687_BoardEntity..txt		signature only
2688		BoardEntity.	1A5B568	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02688_BoardEntity..txt		signature only
2688		BoardEntity.	1A5C400	internal bool <AddEventEntity>b__0(EventEntity item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02688_BoardEntity..txt		signature only
2689		BoardEntity.	1A5B6D8	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02689_BoardEntity..txt		signature only
2689		BoardEntity.	1A5C438	internal bool <GetEventEntity>b__0(EventEntity item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02689_BoardEntity..txt		signature only
2690		BoardEntity.	1A5B7F0	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02690_BoardEntity..txt		signature only
2690		BoardEntity.	1A5C45C	internal bool <RemoveEventEntity>b__0(EventEntity item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02690_BoardEntity..txt		signature only
2691	MergePuzzle	BoardEntity	1A5488C	public void .ctor() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt		signature only
2691	MergePuzzle	BoardEntity	1A54A0C	public void ResetLevelGainAndSpends() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A54A24	public ref List<int> GetExcludedTutorialSteps() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A54AC0	public bool SetLastBoardTaskXPConfig(BalanceBoardTaskConfigModel config) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A54E48	public HashSet<int> ClearNonSpecialActiveTasksDangerousOperation() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A555BC	public SrEntity GetSrEntity() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A55660	public SeasonPassItemEntity GetSeasonItemEntityByID(int id) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A55784	public void ResetSessionSummary() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5596C	public void UpdateSessionAdLoadAnalyticsData(bool isInterstitial, bool isSuccess) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A55A40	public void UpdateSessionAdShowAnalyticsData(bool isInterstitial, bool isReady) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A55C90	public void UpdateSessionSummary(bool merge, bool spawn, bool remove, bool undo, bool inventory, BoardType boardType, int energyConsume) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A55E94	public SessionSummary GetSessionSummary() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A55EC4	public void .ctor(BoardData boardData) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt		signature only
2691	MergePuzzle	BoardEntity	1A56B1C	public string GetNewShopSuffix() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A56C5C	public ShopEntity GetShopEntity() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A56D20	"public int[] AddRewardsToEntity(EndlessTreasureOfferData offerData, string trigger = """") { }"	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5879C	public void AddUnlimitedEnergyDuration(long addedDuration) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A58A2C	public bool ChangeBoardEntity(BoardEntity remoteBoardEntity) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A58BC8	public void CheckBoosterEntityCounts() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A58D60	public void IncreaseReviewRequestCount(int reviewLastTaskDone) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A58E74	public int GetActiveBoardItemCount(int level, int setID) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A59130	public int GetTotalItemCount(int level, int setID) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A596E4	public List<BoardPositionEntity> GetActiveBoardPositions(ItemInfo itemInfo) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A599E4	public bool IsEmptyCell(BoardPositionEntity pos) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A59A44	public bool IsItemNull(ItemEntity item) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A59A6C	public bool IsItemExist(ItemEntity itemEntity) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A59C9C	public bool IsBoardFull() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A59E3C	public List<BoardPositionEntity> GetMatchedPositionEntities(List<BoardTaskGoal> goals, bool useCurrentID) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5A2E8	public List<BoardPositionEntity> GetMovableMatchedPositionEntities(int[] setIDs) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5A638	public List<BoardPositionEntity> GetNonBoxedMatchedPositionEntities(int[] setIDs) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5A95C	public void AddToCompletedTutorials(TutorialIndex tutorialIndex, bool saveBoard = False, bool excludeStep = False) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5A970	public void AddToCompletedTutorials(int stepNo, bool saveBoard = False, bool excludeStep = False) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5AB70	public bool RemoveFromCompletedTutorials(TutorialIndex tutorialIndex) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5AB74	public bool RemoveFromCompletedTutorials(int stepNo) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5AC2C	public bool IsTutorialStepCompleted(int stepNo) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5ACA4	public bool IsTutorialStepCompleted(TutorialIndex tutorialIndex) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5ACA8	public bool IsTutorialStepsCompleted(List<int> stepNo) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5AE50	public bool IsTutorialStepsCompleted(TutorialIndex[] args) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5AEB4	public bool IsTutorialStepsCompleted(List<TutorialIndex> args) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B054	public int GetMaxCompletedTutorialStep() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B2A0	public bool StartWithGameplay() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B2B4	public void Initialize(BoardTaskData boardTaskData, BoardData boardData, LevelData levelData) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B308	public void AddEventEntity(EventEntity eventEntity) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B570	public EventEntity GetEventEntity(int index) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B6E0	public void RemoveEventEntity(int index) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5B7F8	public void RemoveFromGame(int setID) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5BA8C	public int RemoveFromRewardsAndInventory(int setID) { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5BDF4	public string GetFillRateString() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5C19C	public void SetNewUIPopupShown440() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5C1A8	public bool GetNewUIPopupShown440() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2691	MergePuzzle	BoardEntity	1A5C1B0	public bool IsValidToShownNewUIPopup440() { }	MergePuzzle/BoardEntity.cs	code/Il2CppDumper/type_blocks/02691_BoardEntity.txt	ghidra_flow_pseudocode.c	native pseudocode (unverified)
2693	MergePuzzle	PickBoxSelectedEntity	1A5C4A4	public void .ctor() { }	MergePuzzle/PickBoxSelectedEntity.cs	code/Il2CppDumper/type_blocks/02693_PickBoxSelectedEntity.txt		signature only
2693	MergePuzzle	PickBoxSelectedEntity	1A5C4AC	public void .ctor(List<RewardEntity> rewardEntities) { }	MergePuzzle/PickBoxSelectedEntity.cs	code/Il2CppDumper/type_blocks/02693_PickBoxSelectedEntity.txt		signature only
2701	MergePuzzle	SlotFullCounter	1A5DE28	public void .ctor(SlotFullCounter.BoardType boardTypeTag) { }	MergePuzzle/SlotFullCounter.cs	code/Il2CppDumper/type_blocks/02701_SlotFullCounter.txt		signature only
2701	MergePuzzle	SlotFullCounter	1A5C820	public static SlotFullCounter get_MainBoard() { }	MergePuzzle/SlotFullCounter.cs	code/Il2CppDumper/type_blocks/02701_SlotFullCounter.txt		signature only
2701	MergePuzzle	SlotFullCounter	1A5C87C	public static SlotFullCounter get_MFSBoard() { }	MergePuzzle/SlotFullCounter.cs	code/Il2CppDumper/type_blocks/02701_SlotFullCounter.txt		signature only
2701	MergePuzzle	SlotFullCounter	1A5E030	public static SlotFullCounter GetSlotFullCounter(SlotFullCounter.BoardType boardType) { }	MergePuzzle/SlotFullCounter.cs	code/Il2CppDumper/type_blocks/02701_SlotFullCounter.txt		signature only
2703	MergePuzzle	SlotFull	1A5E014	public void .ctor(SlotFull.SlotFullType slotFullTypes) { }	MergePuzzle/SlotFull.cs	code/Il2CppDumper/type_blocks/02703_SlotFull.txt		signature only
2705		UserEntity.VersionEntryLevel	1A62B00	public void .ctor() { }	MergePuzzle/UserEntity.cs	code/Il2CppDumper/type_blocks/02705_UserEntity.VersionEntryLevel.txt		signature only
2705		UserEntity.VersionEntryLevel	1A5E2C4	public void .ctor(int versionNumber, int level) { }	MergePuzzle/UserEntity.cs	code/Il2CppDumper/type_blocks/02705_UserEntity.VersionEntryLevel.txt		signature only
2707		UserEntity.DailyRewardEntity.DailyChestEntity	1A62E34	public void .ctor() { }	MergePuzzle/UserEntity.cs	code/Il2CppDumper/type_blocks/02707_UserEntity.DailyRewardEntity.DailyChestEntity.txt		signature only
2707		UserEntity.DailyRewardEntity.DailyChestEntity	1A62B10	public void .ctor(bool set) { }	MergePuzzle/UserEntity.cs	code/Il2CppDumper/type_blocks/02707_UserEntity.DailyRewardEntity.DailyChestEntity.txt		signature only
2708		UserEntity.DailyRewardEntity	1A62B08	public void .ctor() { }	MergePuzzle/UserEntity.cs	code/Il2CppDumper/type_blocks/02708_UserEntity.DailyRewardEntity.txt		signature only
2708		UserEntity.DailyRewardEntity	1A5E170	public void .ctor(bool set) { }	MergePuzzle/UserEntity.cs	code/Il2CppDumper/type_blocks/02708_UserEntity.DailyRewardEntity.txt		signature only
