TypeDefIndex	Namespace	Type	RVA	Signature	AssetRipperFile	Il2CppDumperBlock	NativePseudocodeFile	Recovery
26		DraggableItem	175E11C	private void OnMouseDown() { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
26		DraggableItem	175E1E0	private void OnMouseDrag() { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
26		DraggableItem	175E2C0	private void OnMouseUp() { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
26		DraggableItem	175E2CC	private void OnTriggerEnter2D(Collider2D other) { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
26		DraggableItem	175E2D0	private void OnTriggerExit2D(Collider2D other) { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
26		DraggableItem	175E2D4	private void OnTriggerStay2D(Collider2D other) { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
26		DraggableItem	175E2D8	public void .ctor() { }	DraggableItem.cs	code/Il2CppDumper/type_blocks/00026_DraggableItem.txt		signature only
30		CellMergeCollider	175E9CC	public void .ctor() { }	CellMergeCollider.cs	code/Il2CppDumper/type_blocks/00030_CellMergeCollider.txt		signature only
86	Paxie	BaseSubscriber	176D4B0	public bool get_IsGameObjectDestroyed() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D4B8	private void set_IsGameObjectDestroyed(bool value) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D4C0	public TutorialStepConfig get_ActiveTutorialStepConfig() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D630	public TutorialIndex get_ActiveIndex() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D6F0	public int get_SequentialTutorialMainIndex() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D860	public SceneController.State get_GameState() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176C240	public TutorialController get_TutorialController() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D864	public SceneController.State GetGameState() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D964	public bool IsTutorialState() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DA70	public bool IsTutorialActive() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D4C4	public TutorialStepConfig GetActiveTutorialStep() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176D6F4	public TutorialIndex GetSequentialTutorialMainIndex() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DB44	public RectTransform get_rectTransform() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DBCC	public virtual void Awake() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DC34	public virtual void Start() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DC38	public virtual void OnEnable() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DC3C	public virtual void OnDestroy() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DCAC	public virtual void DOKill() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DCB0	private void Update() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DEDC	protected AddressableReferenceData GetAddressableReferenceData() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DCE8	private void UpdateImmediateInternal(bool skipTimeCheck) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DF94	public virtual void UpdatePlayingTick(float elapsedTime) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DF98	public virtual void UpdateTutorialTick(float elapsedTime) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DF9C	public virtual void UpdatePausedTick(float elapsedTime) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DFA0	public virtual void UpdateTick() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DFA4	public virtual void OnEvent(CanvasEvent.GameplayStatusUpdate e) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DFA8	public virtual void OnEvent(CanvasEvent.TutorialScreenStatusChange e) { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176DFAC	public CancellationToken GetCancellationTokenOnDestroy() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176C414	public void .ctor() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
86	Paxie	BaseSubscriber	176E0F4	private static void .cctor() { }	Paxie/BaseSubscriber.cs	code/Il2CppDumper/type_blocks/00086_BaseSubscriber.txt		signature only
87	Paxie	BaseSubscriberService	176E14C	public void .ctor() { }	Paxie/BaseSubscriberService.cs	code/Il2CppDumper/type_blocks/00087_BaseSubscriberService.txt		signature only
142		DataSaveWrapper.	18A7F34	private void MoveNext() { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00142_DataSaveWrapper..txt		signature only
142		DataSaveWrapper.	18A8F88	private void SetStateMachine(IAsyncStateMachine stateMachine) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00142_DataSaveWrapper..txt		signature only
143	Paxie	DataSaveWrapper	18A7440	public static void DeleteAll() { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A76A0	public static void DeleteKey(string key) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A74A8	public static void SavePrefs(bool forceSave) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A76A8	public static void SetStringAsync(string key, string val, bool writeDisc = True) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7900	public static bool HasKey(string key) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7908	public static void SetIntAsync(string key, int val, bool writeDisc = True) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7B60	public static void SetFloatAsync(string key, float val, bool writeDisc = True) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7DB8	"public static string GetString(string key, string defaultVal = """") { }"	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7DC0	public static int GetInt(string key, int defaultVal = 0) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7DC8	public static float GetFloat(string key, float defaultVal = 0) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7DD0	public static UniTask SaveDataToLocalFileAsync(string path, object obj) { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
143	Paxie	DataSaveWrapper	18A7EB4	private static void .cctor() { }	Paxie/DataSaveWrapper.cs	code/Il2CppDumper/type_blocks/00143_DataSaveWrapper.txt		signature only
144		SaveWorker.	18A98A0	public void .ctor() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00144_SaveWorker..txt		signature only
144		SaveWorker.	18A9DE4	internal void <SaveMapAsync>b__0() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00144_SaveWorker..txt		signature only
145	Paxie	SaveWorker	18A8F94	public static SaveWorker get_Instance() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A8FF8	private void Awake() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A9108	public void Initialize() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A910C	private void SaveMapAsync(object threadInput) { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A99F4	public void SaveMap(Dictionary<string, object> map, bool skipDiskWrite) { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A9B40	private void FixedUpdate() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A9CCC	public void .ctor() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
145	Paxie	SaveWorker	18A9D64	private static void .cctor() { }	Paxie/SaveWorker.cs	code/Il2CppDumper/type_blocks/00145_SaveWorker.txt		signature only
174	Paxie	Movable	18B8B80	public Movable.InteractionStatus get_GetInteractionStatus() { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B8B88	public Movable.Status get_MoveStatus() { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B8B90	public PointerEventData get_LastPointerDragEventData() { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B8B98	private void OnTriggerEnter2D(Collider2D other) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B8C40	private void OnTriggerExit2D(Collider2D other) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B8CE8	private void OnTriggerStay2D(Collider2D other) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B8E0C	public void LogCurrentColliders() { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B9138	public void SetStatus(Movable.Status status) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B9208	public void SetInteractionStatus(Movable.InteractionStatus interactionStatus) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B92F4	private void CancelDragBeforeChangingInteractionStatus(Movable.InteractionStatus interactionStatus) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B93C4	public void OnBeginDrag(PointerEventData eventData) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B946C	public void OnEndDrag(PointerEventData eventData) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B9310	public void DragEnded() { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B9470	public void OnDrag(PointerEventData eventData) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B95B4	public void OnPointerClick(PointerEventData eventData) { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
174	Paxie	Movable	18B97EC	public void .ctor() { }	Paxie/Movable.cs	code/Il2CppDumper/type_blocks/00174_Movable.txt		signature only
198	Paxie	SerializableDictionary	18BA858	public void .ctor() { }	Paxie/SerializableDictionary.cs	code/Il2CppDumper/type_blocks/00198_SerializableDictionary.txt		signature only
344	Paxie.MergePuzzle	ItemControllerFactory	1B9372C	public void .ctor(CommonFactoryService factoryService, ObjectPoolerBase objectPool) { }	Paxie/MergePuzzle/ItemControllerFactory.cs	code/Il2CppDumper/type_blocks/00344_ItemControllerFactory.txt		signature only
393		ItemCollectionElement.Delegates.Initialize	1B97DB0	public void .ctor(object object, IntPtr method) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00393_ItemCollectionElement.Delegates.Initialize.txt		signature only
393		ItemCollectionElement.Delegates.Initialize	1B9DB9C	public virtual void Invoke() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00393_ItemCollectionElement.Delegates.Initialize.txt		signature only
393		ItemCollectionElement.Delegates.Initialize	1B9DBAC	public virtual IAsyncResult BeginInvoke(AsyncCallback callback, object object) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00393_ItemCollectionElement.Delegates.Initialize.txt		signature only
393		ItemCollectionElement.Delegates.Initialize	1B9DBD4	public virtual void EndInvoke(IAsyncResult result) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00393_ItemCollectionElement.Delegates.Initialize.txt		signature only
394		ItemCollectionElement.Delegates.TypeChanged	1B9DBE0	public void .ctor(object object, IntPtr method) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00394_ItemCollectionElement.Delegates.TypeChanged.txt		signature only
394		ItemCollectionElement.Delegates.TypeChanged	1B9DC84	public virtual void Invoke(ItemCollectionElement.Type oldType, ItemCollectionElement itemCollectionElement) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00394_ItemCollectionElement.Delegates.TypeChanged.txt		signature only
394		ItemCollectionElement.Delegates.TypeChanged	1B9DC94	public virtual IAsyncResult BeginInvoke(ItemCollectionElement.Type oldType, ItemCollectionElement itemCollectionElement, AsyncCallback callback, object object) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00394_ItemCollectionElement.Delegates.TypeChanged.txt		signature only
394		ItemCollectionElement.Delegates.TypeChanged	1B9DD28	public virtual void EndInvoke(IAsyncResult result) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00394_ItemCollectionElement.Delegates.TypeChanged.txt		signature only
395		ItemCollectionElement.Delegates.Claim	1B9DD34	public void .ctor(object object, IntPtr method) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00395_ItemCollectionElement.Delegates.Claim.txt		signature only
395		ItemCollectionElement.Delegates.Claim	1B9DDD8	public virtual void Invoke() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00395_ItemCollectionElement.Delegates.Claim.txt		signature only
395		ItemCollectionElement.Delegates.Claim	1B9DDE8	public virtual IAsyncResult BeginInvoke(AsyncCallback callback, object object) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00395_ItemCollectionElement.Delegates.Claim.txt		signature only
395		ItemCollectionElement.Delegates.Claim	1B9DE10	public virtual void EndInvoke(IAsyncResult result) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00395_ItemCollectionElement.Delegates.Claim.txt		signature only
396		ItemCollectionElement.Delegates	1B9DB94	public void .ctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00396_ItemCollectionElement.Delegates.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DA50	public ItemCollectionElement.Type get_DiscoverType() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DA58	public void set_DiscoverType(ItemCollectionElement.Type value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DA84	public ItemInfo get_ItemInfo() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DA98	public void set_ItemInfo(ItemInfo value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAA4	public bool get_IsVisibleInCollection() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAAC	public void set_IsVisibleInCollection(bool value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAB4	public BoardItemData get_BoardItemData() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DABC	public void set_BoardItemData(BoardItemData value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAC4	public ItemCollectionElement.Delegates.Initialize get_OnInitialize() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DACC	public void set_OnInitialize(ItemCollectionElement.Delegates.Initialize value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAD4	public ItemCollectionElement.Delegates.TypeChanged get_OnTypeChanged() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DADC	public void set_OnTypeChanged(ItemCollectionElement.Delegates.TypeChanged value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAE4	public ItemCollectionElement.Delegates.Claim get_OnClaim() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAEC	public void set_OnClaim(ItemCollectionElement.Delegates.Claim value) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DAF4	public void .ctor(ItemCollectionElement.Type discoverType, BoardItemData boardItemData) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9982C	public void Paint() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B98BC0	public void Claim() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DB48	public bool IsDiscovered() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DB58	public bool IsRewardCollectable() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DB6C	public bool IsSeenElseWhere() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
397	Paxie.MergePuzzle.ItemCollections.Model	ItemCollectionElement	1B9DB80	public bool IsUnknown() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionElement.cs	code/Il2CppDumper/type_blocks/00397_ItemCollectionElement.txt		signature only
401		ItemCollectionHandler.Delegates.Initialize	1BA126C	public void .ctor(object object, IntPtr method) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00401_ItemCollectionHandler.Delegates.Initialize.txt		signature only
401		ItemCollectionHandler.Delegates.Initialize	1BA1310	public virtual void Invoke(bool isLocked) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00401_ItemCollectionHandler.Delegates.Initialize.txt		signature only
401		ItemCollectionHandler.Delegates.Initialize	1BA1320	public virtual IAsyncResult BeginInvoke(bool isLocked, AsyncCallback callback, object object) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00401_ItemCollectionHandler.Delegates.Initialize.txt		signature only
401		ItemCollectionHandler.Delegates.Initialize	1BA13AC	public virtual void EndInvoke(IAsyncResult result) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00401_ItemCollectionHandler.Delegates.Initialize.txt		signature only
402		ItemCollectionHandler.Delegates.UnLocked	1BA13B8	public void .ctor(object object, IntPtr method) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00402_ItemCollectionHandler.Delegates.UnLocked.txt		signature only
402		ItemCollectionHandler.Delegates.UnLocked	1BA145C	public virtual void Invoke() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00402_ItemCollectionHandler.Delegates.UnLocked.txt		signature only
402		ItemCollectionHandler.Delegates.UnLocked	1BA146C	public virtual IAsyncResult BeginInvoke(AsyncCallback callback, object object) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00402_ItemCollectionHandler.Delegates.UnLocked.txt		signature only
402		ItemCollectionHandler.Delegates.UnLocked	1BA1494	public virtual void EndInvoke(IAsyncResult result) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00402_ItemCollectionHandler.Delegates.UnLocked.txt		signature only
403		ItemCollectionHandler.Delegates	1BA1264	public void .ctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00403_ItemCollectionHandler.Delegates.txt		signature only
404		ItemCollectionHandler.	1BA14A0	private static void .cctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00404_ItemCollectionHandler..txt		signature only
404		ItemCollectionHandler.	1BA1514	public void .ctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00404_ItemCollectionHandler..txt		signature only
404		ItemCollectionHandler.	1BA151C	internal int <get_LeftTopMostSortedRewardClaimableSetList>b__58_0(ItemInfo el) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00404_ItemCollectionHandler..txt		signature only
405		ItemCollectionHandler.	1BA1008	public void .ctor() { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00405_ItemCollectionHandler..txt		signature only
405		ItemCollectionHandler.	1BA1524	internal bool <ClearRemovedSeenItemsEventOnly>b__0(ItemInfo el) { }	Paxie/MergePuzzle/ItemCollections/Model/ItemCollectionHandler.cs	code/Il2CppDumper/type_blocks/00405_ItemCollectionHandler..txt		signature only
